"Time (s)","Pressure (hPa)"
1.052651350E2,1.008132507E3
1.053051775E2,1.008298035E3
1.053451363E2,1.008345642E3
1.053862538E2,1.008272400E3
1.054251516E2,1.008150574E3
1.054651529E2,1.008057068E3
1.055052291E2,1.007994080E3
1.055451454E2,1.008039734E3
1.055854516E2,1.008080750E3
1.056251361E2,1.008062927E3
1.056659537E2,1.008014099E3
1.057051406E2,1.008014099E3
1.057451376E2,1.008026306E3
1.057851494E2,1.008059021E3
1.058251502E2,1.008120056E3
1.058651770E2,1.008258484E3
1.059051377E2,1.008518005E3
1.059451403E2,1.008533630E3
1.059851414E2,1.008414001E3
1.060252612E2,1.008249939E3
1.060651429E2,1.008109314E3
1.061056277E2,1.008037048E3
1.061451384E2,1.008052917E3
1.061864656E2,1.008042908E3
1.062251476E2,1.007993347E3
1.062651497E2,1.007950867E3
1.063051435E2,1.007904968E3
1.063451364E2,1.007893738E3
1.063851404E2,1.007903748E3
1.064251374E2,1.007913269E3
1.064651912E2,1.007938660E3
1.065051351E2,1.007997742E3
1.065451354E2,1.008114441E3
1.065851372E2,1.008187439E3
1.066251353E2,1.008155701E3
1.066651360E2,1.008070984E3
1.067051654E2,1.008000427E3
1.067451436E2,1.007974304E3
1.067855784E2,1.008010437E3
1.068251550E2,1.008090515E3
1.068651600E2,1.008064148E3
1.069051440E2,1.008031921E3
1.069451354E2,1.007997742E3
1.069852228E2,1.007995789E3
1.070251401E2,1.008032410E3
1.070652753E2,1.008076111E3
1.071055746E2,1.008166687E3
1.071451365E2,1.008348572E3
1.071851657E2,1.008528748E3
1.072252436E2,1.008589783E3
1.072653967E2,1.008520447E3
1.073053327E2,1.008379333E3
1.073451879E2,1.008235046E3
1.073858462E2,1.008120789E3
1.074251353E2,1.008018982E3
1.074655779E2,1.007949646E3
1.075055216E2,1.007916931E3
1.075461961E2,1.007906677E3
1.075851503E2,1.007903503E3
1.076251412E2,1.007887390E3
1.076653775E2,1.007902527E3
1.077054591E2,1.007908630E3
1.077452915E2,1.007915955E3
1.077852105E2,1.007940613E3
1.078253275E2,1.007958435E3
1.078651412E2,1.008004578E3
1.079051411E2,1.008092957E3
1.079452607E2,1.008209412E3
1.079857684E2,1.008358093E3
1.080251346E2,1.008532654E3
1.080656337E2,1.008679138E3
1.081051505E2,1.008715271E3
1.081453933E2,1.008629333E3
1.081852101E2,1.008483826E3
1.082251606E2,1.008314636E3
1.082651483E2,1.008159363E3
1.083051353E2,1.008003357E3
1.083451621E2,1.007898132E3
1.083855056E2,1.007828308E3
1.084251361E2,1.007810730E3
1.084651356E2,1.007817566E3
1.085051359E2,1.007816589E3
1.085451471E2,1.007814148E3
1.085851438E2,1.007809021E3
1.086254304E2,1.007834412E3
1.086651507E2,1.007859314E3
1.087051375E2,1.007887146E3
1.087457779E2,1.007922302E3
1.087851451E2,1.007969421E3
1.088251484E2,1.008049255E3
1.088651346E2,1.008168640E3
1.089051414E2,1.008319519E3
1.089451591E2,1.008496033E3
1.089851407E2,1.008596130E3
1.090251626E2,1.008571472E3
1.090651665E2,1.008471375E3
1.091051358E2,1.008307312E3
1.091451665E2,1.008151794E3
1.091851521E2,1.008022400E3
1.092257172E2,1.007921814E3
1.092651364E2,1.007871765E3
1.093061044E2,1.007851013E3
1.093451542E2,1.007871277E3
1.093851489E2,1.007867859E3
1.094251357E2,1.007844177E3
1.094651480E2,1.007860535E3
1.095051409E2,1.007901062E3
1.095451486E2,1.007976257E3
1.095851502E2,1.008042175E3
1.096251424E2,1.008185242E3
1.096651765E2,1.008310242E3
1.097051516E2,1.008389587E3
1.097454369E2,1.008361023E3
1.097851601E2,1.008238708E3
1.098251499E2,1.008106873E3
1.098651605E2,1.007990173E3
1.099051496E2,1.007929382E3
1.099451406E2,1.007892761E3
1.099854664E2,1.007892761E3
1.100251364E2,1.007889099E3
1.100651639E2,1.007896179E3
1.101053862E2,1.007889587E3
1.101451388E2,1.007890808E3
1.101851464E2,1.007909851E3
1.102251474E2,1.007934509E3
1.102651469E2,1.007955261E3
1.103051488E2,1.007997253E3
1.103451447E2,1.008080017E3
1.103858290E2,1.008194519E3
1.104255649E2,1.008353943E3
1.104651428E2,1.008545593E3
1.105051387E2,1.008657898E3
1.105451722E2,1.008602722E3
1.105851688E2,1.008434265E3
1.106251512E2,1.008249695E3
1.106651414E2,1.008106628E3
1.107055762E2,1.007971375E3
1.107451642E2,1.007867371E3
1.107851484E2,1.007807556E3
1.108251595E2,1.007775818E3
1.108651465E2,1.007784607E3
1.109051497E2,1.007805115E3
1.109451500E2,1.007823669E3
1.109851700E2,1.007827332E3
1.110251374E2,1.007818787E3
1.110651511E2,1.007810486E3
1.111051358E2,1.007839539E3
1.111451411E2,1.007867371E3
1.111851365E2,1.007882751E3
1.112254502E2,1.007910095E3
1.112661919E2,1.008010681E3
1.113060065E2,1.008153015E3
1.113451494E2,1.008309753E3
1.113851363E2,1.008472107E3
1.114257309E2,1.008634460E3
1.114651494E2,1.008678650E3
1.115051502E2,1.008563416E3
1.115451416E2,1.008381287E3
1.115851501E2,1.008211121E3
1.116253945E2,1.008068542E3
1.116651393E2,1.007950134E3
1.117051406E2,1.007866394E3
1.117451367E2,1.007795105E3
1.117855243E2,1.007744324E3
