"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
8.576944508E1,-2.170290232E0,1.238285732E1,-4.546363056E-1
8.578611175E1,-2.926422119E0,1.280399418E1,-3.062812984E-1
8.580277842E1,-5.161318302E0,1.299541950E1,5.072783828E-1
8.581944508E1,-6.003592014E0,1.315813160E1,2.033899277E-1
8.583611175E1,-6.740581512E0,1.273460197E1,-2.895315289E-1
8.585277841E1,-6.640082836E0,1.214118195E1,1.153340459E0
8.586944508E1,-6.156732559E0,1.052363396E1,1.399801254E0
8.588611175E1,-4.055834293E0,9.073583603E0,-3.326023519E-1
8.590277841E1,-2.199003935E0,7.549355507E0,-2.727817893E-1
8.591944508E1,-1.983649969E0,6.345765591E0,-2.440679073E-1
8.593611174E1,-2.557927370E0,5.929414749E0,2.806781054E0
8.595277841E1,7.034898400E-1,4.677968502E0,2.100898266E0
8.596944508E1,1.160519004E0,3.718446493E0,-1.794617027E-1
8.598611174E1,8.757730722E-1,2.852244616E0,3.349951804E-1
8.600277841E1,-1.246660590E0,1.694118381E0,-2.129612118E-1
8.601944507E1,-2.172683001E0,2.732603550E0,-6.460621357E-1
8.603611174E1,-1.916650891E0,4.823930264E0,-2.679961324E-1
8.605277841E1,-1.095912814E0,6.649653912E0,2.321037948E-1
8.606944507E1,1.746760458E-1,8.075776100E0,1.959721804E0
8.608611174E1,3.445664644E-1,8.374878883E0,1.091127157E0
8.610277840E1,1.916650891E0,9.911071777E0,1.184447169E0
8.611944507E1,2.356930256E0,1.083948612E1,1.038485050E0
8.613611174E1,1.646261930E0,1.004746246E1,-7.345965505E-1
8.615277840E1,-1.277767301E0,7.525427341E0,8.853443712E-2
8.616944507E1,-3.318845034E0,7.941778183E0,-2.967100143E-1
8.618611173E1,-3.979264021E0,1.227996540E1,8.063812256E-1
8.620277840E1,-4.735395908E0,1.916172409E1,-2.727817893E-1
8.621944507E1,-4.173082829E0,2.521795845E1,1.785045743E0
8.623611173E1,-9.954142570E0,1.758963966E1,1.758724689E0
8.625277840E1,-8.465806961E0,1.377308750E1,2.531606436E0
8.626944506E1,-6.314659119E0,1.226800156E1,1.421336651E0
8.628611173E1,-4.610969067E0,1.086580753E1,2.522035122E0
8.630277840E1,-3.940979004E0,1.051645565E1,3.337987661E0
8.631944506E1,-6.364908218E-1,1.241396427E1,1.801795483E0
8.633611173E1,-1.768295884E0,9.588040352E0,2.438286304E0
8.635277839E1,-1.241874933E0,7.987242222E0,2.924029350E0
8.636944506E1,-1.507478237E0,5.941378593E0,3.249453068E0
8.638611173E1,-1.808973908E0,4.807180882E0,4.027120590E0
8.640277839E1,-1.562513232E0,6.049055576E0,2.526820660E0
8.641944506E1,-1.840080619E0,8.097311974E0,1.708475351E0
8.643611172E1,-3.491128206E0,1.048056316E1,1.026520967E0
8.645277839E1,-5.123033047E0,1.265563869E1,8.853443861E-1
8.646944506E1,-7.075576782E0,1.317248821E1,1.519442320E0
8.648611172E1,-7.542177200E0,1.335195065E1,2.084148407E0
8.650277839E1,-6.448657036E0,1.261017513E1,1.761117458E0
8.651944505E1,-4.591826439E0,1.040159988E1,9.786644578E-1
8.653611172E1,-4.256831646E0,8.894122124E0,-5.383850932E-1
8.655277839E1,-1.576870084E0,8.216953278E0,-4.742574692E0
8.656944505E1,-3.373879790E-1,8.736195564E0,5.072783828E-1
8.658611172E1,-3.058027267E0,7.867600918E0,8.853443861E-1
8.660277838E1,-1.172483087E0,7.087540627E0,1.947757602E0
8.661944505E1,-1.071984529E0,6.113661766E0,1.938186288E0
8.663611172E1,4.546362907E-2,4.658825874E0,5.910272002E-1
8.665277838E1,4.474578202E-1,2.471785784E0,9.954141974E-1
8.666944505E1,-8.374879360E-1,4.180261135E0,1.308874011E0
8.668611171E1,-1.694118381E0,5.230710506E0,8.638089895E-1
8.670277838E1,-1.251446247E0,4.579862595E0,2.632105052E-1
8.671944505E1,-1.002592683E0,4.687539577E0,3.086741269E-1
8.673611171E1,-9.547362328E-1,5.584847927E0,5.862415433E-1
8.675277838E1,-1.823330879E0,5.656632900E0,4.953143001E-1
8.676944504E1,-2.450250387E0,6.592226505E0,1.576870084E0
8.678611171E1,-2.392822742E0,8.209774017E0,2.029113531E0
8.680277838E1,-2.076970100E0,1.064806080E1,1.610369682E0
8.681944504E1,-1.249053478E0,1.324905872E1,1.272981644E0
8.683611171E1,-2.021935225E0,1.637887192E1,1.761117458E0
8.685277837E1,-4.893322468E0,1.501017666E1,2.912065268E0
8.686944504E1,-4.060619831E0,1.463928890E1,2.536391973E0
8.688611171E1,-4.536791801E0,1.510588932E1,1.335195065E0
8.690277837E1,-3.888336897E0,1.591944885E1,2.679961443E0
8.691944504E1,-3.716053486E0,1.624726486E1,6.532405615E-1
8.693611170E1,-4.106083870E0,1.381615829E1,1.012163997E0
8.695277837E1,-4.706682205E0,1.056909752E1,3.110669553E-1
