"Time (s)","Pressure (hPa)"
1.906035040E-1,1.002125916E3
2.306058480E-1,1.002128845E3
2.706088690E-1,1.002130798E3
3.106065770E-1,1.002134949E3
3.506053270E-1,1.002123962E3
3.906140770E-1,1.002129089E3
4.306048580E-1,1.002137634E3
4.706058480E-1,1.002138611E3
5.106434520E-1,1.002152527E3
5.505999100E-1,1.002156921E3
5.906036080E-1,1.002159119E3
6.306038170E-1,1.002178650E3
6.706077230E-1,1.002200134E3
7.106090250E-1,1.002197937E3
7.505999620E-1,1.002184021E3
7.906052230E-1,1.002156921E3
8.306035560E-1,1.002150085E3
8.710547020E-1,1.002155945E3
9.106016290E-1,1.002165710E3
9.506249620E-1,1.002175232E3
9.905976190E-1,1.002174744E3
1.030596889E0,1.002174255E3
1.070597098E0,1.002166443E3
1.110620327E0,1.002147644E3
1.150620796E0,1.002119080E3
1.190596577E0,1.002092957E3
1.230620639E0,1.002071960E3
1.270605692E0,1.002059021E3
1.310596369E0,1.002073181E3
1.350597723E0,1.002157410E3
1.390603504E0,1.002214539E3
1.430607879E0,1.002252625E3
1.470603504E0,1.002273376E3
1.510603817E0,1.002292664E3
1.550603608E0,1.002299744E3
1.590603869E0,1.002290222E3
1.630604650E0,1.002254822E3
1.670606160E0,1.002204041E3
1.710603869E0,1.002171570E3
1.750694962E0,1.002165222E3
1.790605119E0,1.002163269E3
1.830604129E0,1.002147400E3
1.870606004E0,1.002145203E3
1.910605692E0,1.002147888E3
1.950603817E0,1.002167908E3
1.990603764E0,1.002205505E3
2.030603817E0,1.002225037E3
2.070603556E0,1.002211853E3
2.110605483E0,1.002207214E3
2.150603869E0,1.002213074E3
2.190603556E0,1.002247253E3
2.230603608E0,1.002292419E3
2.270605171E0,1.002295105E3
2.310616421E0,1.002274597E3
2.350605796E0,1.002250427E3
2.390603504E0,1.002235046E3
2.430603556E0,1.002228210E3
2.470603608E0,1.002237488E3
2.510605587E0,1.002243103E3
2.550630014E0,1.002239197E3
2.590603608E0,1.002255066E3
2.630603504E0,1.002269470E3
2.670603817E0,1.002276306E3
2.710603608E0,1.002286072E3
2.750630119E0,1.002281677E3
2.790603556E0,1.002280945E3
2.830599650E0,1.002282654E3
2.870603660E0,1.002318787E3
2.910603608E0,1.002335388E3
2.950606160E0,1.002334412E3
2.990604598E0,1.002336365E3
3.030631994E0,1.002353455E3
3.070747514E0,1.002336609E3
3.110603556E0,1.002309509E3
3.150605379E0,1.002283875E3
3.190610223E0,1.002212097E3
3.230605952E0,1.002180359E3
3.270634650E0,1.002180847E3
3.310632567E0,1.002159363E3
3.350603556E0,1.002100037E3
3.390605796E0,1.002050720E3
3.430613764E0,1.002007507E3
3.470627827E0,1.001976257E3
3.510605014E0,1.001971130E3
3.550603869E0,1.002009216E3
3.590603556E0,1.002004333E3
3.630624077E0,1.001978699E3
3.670619546E0,1.001985046E3
3.710618712E0,1.002009460E3
3.750591629E0,1.002027527E3
3.790604129E0,1.002040222E3
3.830837879E0,1.002053162E3
3.870606421E0,1.002061951E3
3.910603817E0,1.002078064E3
3.950603556E0,1.002080750E3
3.990603817E0,1.002083191E3
4.030604129E0,1.002095642E3
4.070606317E0,1.002101501E3
4.110604129E0,1.002107361E3
4.150604129E0,1.002112732E3
4.190603921E0,1.002115173E3
4.230604337E0,1.002122742E3
4.270605796E0,1.002129089E3
4.310605744E0,1.002132751E3
4.350606369E0,1.002135925E3
4.390603869E0,1.002134949E3
4.430604025E0,1.002134705E3
4.471356317E0,1.002139832E3
4.510611525E0,1.002147888E3
4.550611264E0,1.002154724E3
4.590603869E0,1.002165955E3
4.630603869E0,1.002184265E3
4.670603869E0,1.002200867E3
4.710615952E0,1.002232361E3
