"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
4.183631700E-2,2.802342176E-1,2.132681608E-1,1.205694377E-1
5.617819200E-2,2.014326602E-1,3.449858725E-1,1.128572673E-1
7.284485800E-2,0.000000000E0,0.000000000E0,0.000000000E0
8.951152400E-2,0.000000000E0,0.000000000E0,0.000000000E0
1.061781900E-1,0.000000000E0,0.000000000E0,0.000000000E0
1.228448560E-1,0.000000000E0,0.000000000E0,0.000000000E0
1.395115220E-1,-3.280344009E-1,6.019308567E-1,1.018617004E-1
1.561781880E-1,-2.129627317E-1,4.710530937E-1,6.398808211E-2
1.728448540E-1,-2.129627317E-1,4.710530937E-1,6.398808211E-2
1.895115200E-1,6.169734150E-2,4.150062501E-1,1.981492639E-1
2.061781860E-1,6.169734150E-2,4.150062501E-1,1.981492639E-1
2.228448520E-1,-1.115591824E-1,7.002801299E-1,3.718639314E-1
2.395115180E-1,-1.115591824E-1,7.002801299E-1,3.718639314E-1
2.561781840E-1,-1.115591824E-1,7.002801299E-1,3.718639314E-1
2.728448500E-1,-1.115591824E-1,7.002801299E-1,3.718639314E-1
2.895115160E-1,-1.115591824E-1,7.002801299E-1,3.718639314E-1
3.061781820E-1,1.128572673E-1,3.501018882E-1,5.648971796E-1
3.228448480E-1,1.128572673E-1,3.501018882E-1,5.648971796E-1
3.395115140E-1,-1.343902498E-1,3.248273432E-1,1.010828495E0
3.561781800E-1,-1.343902498E-1,3.248273432E-1,1.010828495E0
3.728448460E-1,-1.343902498E-1,3.248273432E-1,1.010828495E0
3.895115120E-1,-1.343902498E-1,3.248273432E-1,1.010828495E0
4.061781780E-1,-1.343902498E-1,3.248273432E-1,1.010828495E0
4.228448440E-1,-1.343902498E-1,3.248273432E-1,1.010828495E0
4.395115100E-1,-1.343902498E-1,3.248273432E-1,1.010828495E0
4.561781760E-1,-1.343902498E-1,3.248273432E-1,1.010828495E0
4.728448420E-1,-1.343902498E-1,3.248273432E-1,1.010828495E0
4.895115080E-1,-1.343902498E-1,3.248273432E-1,1.010828495E0
5.061781740E-1,-3.428478539E-1,1.715002805E-1,1.268231630E0
5.228448400E-1,-3.428478539E-1,1.715002805E-1,1.268231630E0
5.395115060E-1,2.290742996E-4,-5.609265566E-1,1.328096390E0
5.561781720E-1,2.290742996E-4,-5.609265566E-1,1.328096390E0
5.728448380E-1,2.290742996E-4,-5.609265566E-1,1.328096390E0
5.895115040E-1,2.290742996E-4,-5.609265566E-1,1.328096390E0
6.061781700E-1,2.290742996E-4,-5.609265566E-1,1.328096390E0
6.228448360E-1,2.290742996E-4,-5.609265566E-1,1.328096390E0
6.395115020E-1,-1.528383732E0,-4.485274553E-1,5.066359639E-1
6.561781680E-1,-1.397811294E0,-5.513818264E-1,8.778890371E-1
6.728448340E-1,-8.339831233E-1,-4.662425518E-1,1.235626698E0
6.895115000E-1,-8.339831233E-1,-4.662425518E-1,1.235626698E0
7.061781660E-1,-8.339831233E-1,-4.662425518E-1,1.235626698E0
7.228448320E-1,-8.339831233E-1,-4.662425518E-1,1.235626698E0
7.395114980E-1,-8.339831233E-1,-4.662425518E-1,1.235626698E0
7.561781640E-1,8.874338269E-1,-1.016020894E0,8.019127250E-1
7.728448300E-1,7.531962991E-1,-1.117424369E0,7.086794972E-1
7.895114960E-1,7.531962991E-1,-1.117424369E0,7.086794972E-1
8.061781620E-1,7.531962991E-1,-1.117424369E0,7.086794972E-1
8.228448280E-1,7.531962991E-1,-1.117424369E0,7.086794972E-1
8.395114940E-1,-1.628718227E-1,-1.082757786E-1,2.242331982E0
8.561781600E-1,-2.919933498E-1,1.229365356E-2,2.597244263E0
