"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.968320304E0,2.671922445E0,-2.778671086E-1,1.699120402E0
2.984986970E0,1.100167513E0,5.192350745E-1,2.124893188E0
3.001653636E0,1.100167513E0,5.192350745E-1,2.124893188E0
3.018320302E0,7.330377400E-2,3.255909383E-1,1.589775562E0
3.034986968E0,-2.028071135E-1,3.115410358E-2,8.457422853E-1
3.034986968E0,-2.028071135E-1,3.115410358E-2,8.457422853E-1
3.068320300E0,-7.397572398E-1,2.156352699E-1,8.891136646E-1
3.084986966E0,-7.397572398E-1,2.156352699E-1,8.891136646E-1
3.101653632E0,-7.397572398E-1,2.156352699E-1,8.891136646E-1
3.118320298E0,-8.417716622E-1,-2.112828493E-1,1.568395376E0
3.134986964E0,-8.417716622E-1,-2.112828493E-1,1.568395376E0
3.151653630E0,2.302960157E-1,-1.999894977E0,1.173165798E0
3.168320296E0,4.618137777E-1,-1.977903843E0,1.291673541E0
3.184986962E0,7.880155444E-1,-1.420184255E0,1.554345489E0
3.201653628E0,1.059850335E0,-9.259946346E-1,1.911090493E0
3.218320294E0,1.183245063E0,-8.722385764E-1,2.327089310E0
3.234986960E0,1.262046576E0,-1.100701928E0,2.437045097E0
3.251653626E0,1.662773967E0,-1.100091100E0,2.776074886E0
3.268320292E0,2.599840403E0,-2.186132371E-1,3.565312386E0
3.284986958E0,3.173442602E0,9.773836732E-1,3.965428829E0
3.301653624E0,3.060432434E0,1.486233950E0,3.746739149E0
3.318320290E0,2.744004488E0,1.722638726E0,2.724151373E0
3.334986956E0,2.847851515E0,8.258891702E-1,1.857334375E0
3.351653622E0,3.082423687E0,6.114756465E-1,1.711948514E0
3.368320288E0,3.089143276E0,7.599157691E-1,1.859166980E0
3.384986954E0,3.028667688E0,5.296197534E-1,2.221409798E0
3.401653620E0,3.141066790E0,-5.839103460E-1,2.074802160E0
3.418320286E0,2.888168573E0,-1.193553448E0,1.698509574E0
3.434986952E0,2.516152143E0,-1.242422581E0,1.608101487E0
3.451653618E0,1.712864876E0,-1.156901479E0,1.576947451E0
3.468320284E0,1.411097646E0,-6.657662392E-1,1.396131396E0
3.484986950E0,1.343902469E0,-7.139482349E-2,8.396336436E-1
3.501653616E0,1.290146470E0,7.330377400E-2,3.759872615E-1
3.518320282E0,6.469057798E-1,1.246164143E-1,-8.823941946E-1
3.534986948E0,-4.624246359E-1,-1.104901657E-1,-1.543960690E0
3.551653614E0,-8.295543790E-1,1.814268380E-1,-9.263764620E-1
3.568320280E0,-6.640099883E-1,4.221075773E-1,-5.189296007E-1
3.584986946E0,-2.064722925E-1,3.323104382E-1,-4.889972508E-1
3.601653612E0,4.886918236E-3,-1.214857325E-1,-1.110246778E0
3.618320278E0,4.886918236E-3,-1.214857325E-1,-1.110246778E0
3.634986944E0,-1.985310465E-1,5.852084756E-1,-7.889318466E-1
3.651653610E0,-4.294379354E-1,1.060461283E0,-7.339540124E-1
3.668320276E0,-1.125212908E0,1.549763918E0,-5.048797131E-1
3.684986942E0,-1.125212908E0,1.549763918E0,-5.048797131E-1
3.701653608E0,-2.098931313E0,2.340833902E0,-5.256491303E-1
3.718320274E0,-1.451414704E0,1.823431373E0,-8.329141140E-1
3.734986940E0,-1.451414704E0,1.823431373E0,-8.329141140E-1
3.751653606E0,2.158185244E0,-5.038870573E-1,-1.853974611E-1
3.768320272E0,2.982241869E0,-1.159955859E0,-4.550942779E-2
3.784986938E0,1.422704101E0,-1.486157656E0,-1.811214089E-1
3.801653604E0,1.422704101E0,-1.486157656E0,-1.811214089E-1
3.818320270E0,4.587594569E-1,-6.755400896E-1,5.427533388E-1
3.834986936E0,7.776308656E-1,-5.631409883E-1,7.657189965E-1
3.851653602E0,3.597993553E-1,-5.001455545E-2,5.635227561E-1
3.868320268E0,1.710421443E-1,1.743408084E0,1.019838691E0
3.884986934E0,2.712239623E-1,2.811199665E0,1.303279996E0
3.901653600E0,7.904590368E-1,2.197891474E0,2.046702385E0
3.918320266E0,9.932661057E-1,-2.863428742E-2,2.635576010E0
3.934986932E0,9.932661057E-1,-2.863428742E-2,2.635576010E0
3.951653598E0,6.084213257E-1,-1.746386051E0,2.113286734E0
3.968320264E0,4.581485987E-1,-1.844735265E0,1.421176910E0
3.984986930E0,3.976729810E-1,-1.462944746E0,1.034499526E0
4.001653596E0,3.976729810E-1,-1.462944746E0,1.034499526E0
4.018320262E0,-7.525854111E-1,-1.404225379E-1,2.422078848E-1
4.034986928E0,-8.124501705E-1,1.097723961E0,5.403099060E-1
4.051653594E0,-8.124501705E-1,1.097723961E0,5.403099060E-1
4.068320260E0,-5.699368119E-1,-1.911319494E0,2.537226915E0
4.084986926E0,-1.103221774E0,-2.912526846E0,2.299600363E0
4.101653592E0,-1.103221774E0,-2.912526846E0,2.299600363E0
4.118320258E0,-6.969966888E-1,2.272416949E-1,1.740964688E-2
4.134986924E0,-6.969966888E-1,2.272416949E-1,1.740964688E-2
4.151653590E0,1.832594275E-1,-1.037782907E0,5.403099060E-1
4.168320256E0,1.832594275E-1,-1.037782907E0,5.403099060E-1
4.184986922E0,1.673769504E-1,1.310304999E0,1.707672477E0
4.201653588E0,1.673769504E-1,1.310304999E0,1.707672477E0
4.218320254E0,-5.247328281E-1,1.576031089E0,2.076634884E0
4.234986920E0,2.076940238E-1,1.122158647E0,1.449276686E0
4.251653586E0,4.129445851E-1,2.809977904E-2,1.193935156E0
4.268320252E0,4.129445851E-1,2.809977904E-2,1.193935156E0
4.284986918E0,4.129445851E-1,2.809977904E-2,1.193935156E0
4.301653584E0,9.334014058E-1,9.101885557E-2,2.609308958E0
4.318320250E0,9.334014058E-1,9.101885557E-2,2.609308958E0
4.334986916E0,9.334014058E-1,9.101885557E-2,2.609308958E0
4.351653582E0,1.629176378E0,-1.740277410E0,3.025307894E0
4.368320248E0,1.722638726E0,-1.221042395E0,1.578169107E0
4.384986914E0,1.722638726E0,-1.221042395E0,1.578169107E0
4.401653580E0,1.722638726E0,-1.221042395E0,1.578169107E0
4.418320246E0,3.888154328E-1,3.531409264E0,-2.197891474E0
4.434986912E0,1.358410567E-1,3.471162796E0,-2.553109407E0
4.451653578E0,1.716530025E-1,3.432067394E0,-2.794400930E0
4.468320244E0,1.716530025E-1,3.432067394E0,-2.794400930E0
4.484986910E0,1.716530025E-1,3.432067394E0,-2.794400930E0
4.501653576E0,1.716530025E-1,3.432067394E0,-2.794400930E0
4.518320242E0,1.716530025E-1,3.432067394E0,-2.794400930E0
4.534986908E0,1.716530025E-1,3.432067394E0,-2.794400930E0
4.551653574E0,1.716530025E-1,3.432067394E0,-2.794400930E0
4.568320240E0,-9.232457280E-1,-6.297252178E-1,2.829067409E-1
4.584986906E0,-9.232457280E-1,-6.297252178E-1,2.829067409E-1
4.601653572E0,-9.232457280E-1,-6.297252178E-1,2.829067409E-1
4.618320238E0,-9.232457280E-1,-6.297252178E-1,2.829067409E-1
4.634986904E0,-4.968621433E-1,6.096430421E-1,-6.231584549E-1
4.651653570E0,-6.697368622E-1,-7.551816106E-1,1.191949919E-1
4.668320236E0,-1.027245522E0,-2.506301880E0,6.139954329E-1
