"Time (s)","Pressure (hPa)"
3.356507850E2,1.000556091E3
3.356907986E2,1.000661804E3
3.357307852E2,1.000644714E3
3.357707848E2,1.000655945E3
3.358107854E2,1.000698914E3
3.358507847E2,1.000662048E3
3.358908097E2,1.000683044E3
3.359307993E2,1.000752869E3
3.359707848E2,1.000673767E3
3.360107847E2,1.000712097E3
3.360507851E2,1.000978210E3
3.360907846E2,1.001049500E3
3.361308109E2,1.001066589E3
3.361707989E2,1.001019470E3
3.362108061E2,1.000872986E3
3.362507850E2,1.000804626E3
3.362907880E2,1.000699158E3
3.363311651E2,1.000601013E3
3.363707996E2,1.000547791E3
3.364110336E2,1.000649109E3
3.364507879E2,1.000647888E3
3.364907986E2,1.000599060E3
3.365308029E2,1.000660339E3
3.365707994E2,1.000653992E3
3.366107991E2,1.000620300E3
3.366509674E2,1.000721375E3
3.366907847E2,1.000720154E3
3.367307874E2,1.000665222E3
3.367707984E2,1.000804871E3
3.368108018E2,1.000913513E3
3.368507843E2,1.000917908E3
3.368907842E2,1.000900818E3
3.369307842E2,1.000864929E3
3.369712717E2,1.000738953E3
3.370108016E2,1.000667908E3
3.370523103E2,1.000552673E3
3.370907986E2,1.000552673E3
3.371307982E2,1.000589294E3
3.371707898E2,1.000659851E3
3.372107991E2,1.000686462E3
3.372507996E2,1.000711609E3
3.372907971E2,1.000690125E3
3.373307891E2,1.000697693E3
3.373707874E2,1.000749695E3
3.374114428E2,1.000695251E3
3.374507985E2,1.000764587E3
3.374908016E2,1.001050476E3
3.375307851E2,1.001061707E3
3.375708018E2,1.001028015E3
3.376107921E2,1.000958191E3
3.376508018E2,1.000841248E3
3.376908293E2,1.000798767E3
3.377307983E2,1.000752136E3
3.377708075E2,1.000690125E3
3.378107912E2,1.000661316E3
3.378512017E2,1.000763611E3
3.378907982E2,1.000704285E3
3.379323790E2,1.000674500E3
3.379708010E2,1.000698669E3
3.380107976E2,1.000700378E3
3.380508017E2,1.000688660E3
3.380908078E2,1.000793640E3
3.381307990E2,1.000786560E3
3.381708012E2,1.000743347E3
3.382108011E2,1.000838562E3
3.382507912E2,1.000922302E3
3.382909705E2,1.000933533E3
3.383307982E2,1.000893982E3
3.383709144E2,1.000844421E3
3.384107980E2,1.000754578E3
3.384507868E2,1.000726013E3
3.384916373E2,1.000654724E3
3.385308010E2,1.000634705E3
3.385707985E2,1.000823669E3
3.386108005E2,1.000751892E3
3.386507840E2,1.000709167E3
3.386907874E2,1.000710632E3
3.387307994E2,1.000689636E3
3.387707851E2,1.000646912E3
3.388107840E2,1.000818542E3
3.388507881E2,1.000862732E3
3.388907838E2,1.000770447E3
3.389314428E2,1.000834900E3
3.389708126E2,1.000945496E3
3.390112170E2,1.000933777E3
3.390507985E2,1.000970398E3
3.390907994E2,1.000924011E3
3.391307891E2,1.000820984E3
3.391707999E2,1.000758972E3
3.392108011E2,1.000681091E3
3.392511404E2,1.000695984E3
3.392908083E2,1.000673767E3
3.393307974E2,1.000707458E3
3.393711886E2,1.000705261E3
3.394108020E2,1.000763611E3
3.394523365E2,1.000732361E3
3.394907983E2,1.000702087E3
3.395307847E2,1.000696716E3
3.395707846E2,1.000874695E3
3.396107993E2,1.000819763E3
3.396507987E2,1.000826355E3
3.396909363E2,1.001119568E3
3.397307981E2,1.001102234E3
3.397707846E2,1.001065613E3
3.398109063E2,1.000993103E3
3.398508140E2,1.000846375E3
