"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
5.142826644E0,-7.305942774E-1,4.005745649E-1,9.533308744E-1
5.159493310E0,-8.411607742E-1,3.480401933E-1,6.741656661E-1
5.176159976E0,-6.462949514E-1,-1.516471803E-1,-1.572213173E-1
5.192826642E0,-4.422661066E-1,-6.678279042E-1,-1.063133836E0
5.209493308E0,-2.583957911E-1,-9.659299254E-1,-1.672165990E0
5.226159974E0,-1.698204130E-1,-1.094211578E0,-1.954385519E0
5.242826640E0,6.230820715E-2,-7.264709473E-1,-1.824271321E0
5.259493306E0,4.208858311E-1,-1.650862098E-1,-1.352683663E0
5.276159972E0,7.037162185E-1,4.030180275E-1,-9.232457280E-1
5.292826638E0,8.332195878E-1,6.663007736E-1,-5.787180066E-1
5.309493304E0,8.332195878E-1,5.331322551E-1,-4.046215713E-1
5.326159970E0,7.531962991E-1,2.747364342E-1,-3.111592531E-1
5.342826636E0,6.175842881E-1,2.489273995E-2,-2.201403975E-1
5.359493302E0,4.642572403E-1,-1.736383140E-1,-1.205694377E-1
5.376159968E0,3.219257295E-1,-3.104720116E-1,-3.138317913E-2
5.392826634E0,1.631008983E-1,-3.892735839E-1,3.817904799E-4
5.409493300E0,-9.773836471E-3,-3.788888752E-1,-5.726857111E-3
5.426159966E0,-2.089157552E-1,-2.579376400E-1,-2.588539571E-2
5.442826632E0,-3.659079969E-1,-1.235474050E-1,-5.337430909E-2
5.459493298E0,-4.306596816E-1,-1.229365394E-1,-8.697187155E-2
5.476159964E0,-4.172206521E-1,-1.473711282E-1,-1.187368408E-1
5.492826630E0,-3.622428179E-1,-1.473711282E-1,-1.169042438E-1
5.509493296E0,-2.645044625E-1,-3.436114267E-2,-7.231111825E-2
5.526159962E0,-1.319467872E-1,1.110246703E-1,-3.810269013E-2
5.542826628E0,2.443459118E-3,1.434005052E-1,-2.527453005E-2
5.559493294E0,8.246674389E-2,1.018617004E-1,-1.366809942E-2
5.576159960E0,1.160643101E-1,1.084284950E-2,9.926552884E-4
5.592826626E0,1.136208475E-1,-4.352411628E-2,9.926552884E-4
5.609493292E0,7.696896046E-2,-4.169152305E-2,-1.122464053E-2
5.626159958E0,2.260199748E-2,-1.985310577E-3,-1.916588284E-2
5.642826624E0,-1.282816008E-2,1.817322709E-2,-2.893971838E-2
5.659493290E0,-1.832594350E-2,-7.635809598E-4,-2.771798894E-2
5.676159956E0,-1.710421406E-2,-2.275471389E-2,-7.559451740E-3
5.692826622E0,-2.199113183E-2,-1.908952370E-2,5.268708803E-3
5.709493288E0,-2.626718581E-2,1.145371422E-2,7.101302966E-3
5.726159954E0,-3.054323979E-2,3.039052337E-2,9.544761851E-3
5.742826620E0,-2.504545636E-2,4.749473557E-2,1.809686981E-2
5.759493286E0,3.665188793E-3,3.222311661E-2,3.520108387E-2
5.776159952E0,3.848448023E-2,-1.664606482E-2,4.864010960E-2
5.792826618E0,5.253437161E-2,-6.734783947E-2,6.024653837E-2
5.809493284E0,5.742128938E-2,-9.605848789E-2,5.597048625E-2
5.826159950E0,6.597339362E-2,-1.278234571E-1,6.085740402E-2
5.842826616E0,6.108647957E-2,-1.565341055E-1,6.940951198E-2
5.859493282E0,4.642572254E-2,-1.571449637E-1,7.735075057E-2
5.876159948E0,2.626718581E-2,-1.632536054E-1,8.895718306E-2
5.892826614E0,1.099556591E-2,-1.510363221E-1,1.237764731E-1
5.909493280E0,7.574722916E-2,-1.559232324E-1,1.256090701E-1
5.926159946E0,7.024945319E-2,-1.180496216E-1,3.052033186E-1
5.942826612E0,-7.941242307E-2,-1.540906429E-1,6.222421527E-1
5.959493278E0,-2.638935745E-1,-1.724165827E-1,8.342122436E-1
5.976159944E0,-3.390299380E-1,-1.302669197E-1,9.649372697E-1
5.992826610E0,-3.567450345E-1,5.971203372E-2,1.208061457E0
6.009493276E0,-4.056142271E-1,2.863428593E-1,1.578856349E0
6.026159942E0,-4.893026948E-1,4.054614902E-1,1.972864151E0
6.042826608E0,-5.729911923E-1,3.681987524E-1,2.263025045E0
6.059493274E0,-6.224712133E-1,4.103484154E-1,2.546466112E0
6.076159940E0,-6.163625717E-1,3.022253513E-1,2.766377449E0
6.092826606E0,-5.259546041E-1,4.505127668E-2,2.873278856E0
6.109493272E0,-3.946186602E-1,-8.689551800E-2,2.985067129E0
6.126159938E0,-3.665188551E-1,-8.567378670E-2,3.066312075E0
6.142826604E0,-4.343248606E-1,3.100138716E-2,3.083416224E0
6.159493270E0,-4.343248606E-1,-6.979130208E-2,3.062646866E0
6.176159936E0,-3.048215210E-1,1.391244531E-1,2.906265497E0
6.192826602E0,-9.712749720E-2,-4.046979174E-2,2.728503942E0
