"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
6.569484000E-3,1.320838094E0,5.140979290E0,7.566105366E0
1.613104600E-2,1.152144074E0,5.113461971E0,8.894122124E0
3.279771200E-2,0.000000000E0,0.000000000E0,0.000000000E0
4.946437800E-2,0.000000000E0,0.000000000E0,0.000000000E0
6.613104400E-2,0.000000000E0,0.000000000E0,0.000000000E0
8.279771000E-2,1.399801224E-1,5.621936798E0,7.288537979E0
9.946437600E-2,9.212366939E-1,5.910272121E0,8.200202942E0
1.161310420E-1,1.022931695E0,5.669793129E0,8.861818314E0
1.327977080E-1,1.022931695E0,5.669793129E0,8.861818314E0
1.494643740E-1,8.410771489E-1,5.142175674E0,9.772287369E0
1.661310400E-1,2.596212626E-1,4.932804108E0,9.436096191E0
1.827977060E-1,3.649054468E-1,5.162514687E0,8.906085968E0
1.994643720E-1,3.864408433E-1,5.375475883E0,9.132207870E0
2.161310380E-1,3.254238665E-1,5.298905849E0,9.552147865E0
2.327977040E-1,1.591227055E-1,5.332405090E0,9.428917885E0
2.494643700E-1,8.662018180E-1,5.649454117E0,1.031186962E1
2.661310360E-1,1.482353687E0,5.961717606E0,1.006899738E1
2.827977020E-1,1.826920033E0,6.019145489E0,9.975677490E0
2.994643680E-1,1.910668850E0,5.008177757E0,1.148315620E1
3.161310340E-1,4.654040039E-1,3.309273720E0,1.102134132E1
3.327977000E-1,4.654040039E-1,3.309273720E0,1.102134132E1
3.494643660E-1,-8.338986635E-1,2.593819857E0,9.873982430E0
3.661310320E-1,-8.733802438E-1,2.202593327E0,9.212367058E0
3.827976980E-1,-1.728814363E0,1.824527264E0,8.638090134E0
3.994643640E-1,-1.728814363E0,1.824527264E0,8.638090134E0
4.161310300E-1,-5.802595019E-1,1.679761529E0,9.570094109E0
4.327976960E-1,-1.008574724E0,1.622333765E0,7.872386456E0
4.494643620E-1,-1.110269666E0,1.670190215E0,7.692924976E0
4.661310280E-1,-1.110269666E0,1.670190215E0,7.692924976E0
4.827976940E-1,1.471585929E-1,3.064009428E0,8.839086533E0
4.994643600E-1,6.723831892E-1,3.369094372E0,8.818747520E0
5.161310260E-1,1.417747378E0,3.766302824E0,8.403593063E0
5.327976920E-1,1.417747378E0,3.766302824E0,8.403593063E0
5.494643580E-1,2.099701881E0,4.448257446E0,8.379665375E0
5.661310240E-1,2.059023857E0,4.496113777E0,8.606983185E0
5.827976900E-1,1.769492388E0,3.793820381E0,8.908478737E0
5.994643560E-1,1.769492388E0,3.793820381E0,8.908478737E0
6.161310220E-1,2.193022013E0,3.013760090E0,9.780662537E0
6.327976880E-1,4.168296814E0,3.719642878E0,8.982656479E0
6.494643540E-1,4.168296814E0,3.719642878E0,8.982656479E0
6.661310200E-1,6.111268997E0,4.198207378E0,8.061419487E0
6.827976860E-1,3.684946775E0,-1.071984529E0,8.566305041E-1
6.994643520E-1,6.808776855E0,6.585047722E0,1.111585712E1
7.161310180E-1,3.438486099E0,2.976671457E0,1.291167068E1
7.327976840E-1,1.124626637E0,1.596012712E0,1.113141060E1
7.494643500E-1,2.464607239E0,1.265803218E0,8.994620323E0
7.661310160E-1,3.397808075E0,3.582055569E0,4.630111694E0
7.827976820E-1,6.506084919E0,3.809373617E0,6.683153629E0
7.994643480E-1,7.594819069E0,3.893122435E0,8.666803360E0
8.161310140E-1,7.733603001E0,4.268795490E0,9.564111710E0
8.327976800E-1,6.884150982E0,4.764110088E0,6.558726788E0
8.494643460E-1,5.443671703E0,3.227917671E0,8.367700577E0
8.661310120E-1,5.443671703E0,3.227917671E0,8.367700577E0
8.827976780E-1,4.922036171E0,-5.024927258E-1,5.781059742E0
8.994643440E-1,6.264409542E0,-7.322037220E-1,7.310073376E0
9.161310100E-1,7.144968510E0,-3.397808075E-1,8.185846329E0
9.327976760E-1,7.336394310E0,-1.423729420E0,6.041877270E0
9.494643420E-1,7.228717327E0,-2.065006018E0,7.020541668E0
9.661310080E-1,6.142375946E0,-3.110669374E0,5.599205017E0
9.827976740E-1,6.628118515E0,-4.168296814E0,4.094119549E0
9.994643400E-1,7.755138397E0,-3.924229145E0,5.032105923E0
1.016131006E0,7.764709473E0,-4.283152580E0,6.233303070E0
1.032797672E0,7.824530125E0,-4.981856823E0,7.219145775E0
1.049464338E0,8.458627701E0,-3.701696634E0,9.265008926E0
1.066131004E0,6.288337708E0,-5.481956482E0,7.401000500E0
1.082797670E0,3.165704250E0,-7.759923935E0,6.699903488E0
1.099464336E0,4.146761417E0,-6.594619274E0,6.809973240E0
1.116131002E0,4.342973232E0,-6.704689026E0,5.084748268E0
1.132797668E0,4.350151539E0,-6.506084919E0,4.173082829E0
1.149464334E0,5.084748268E0,-5.668596745E0,6.740581512E0
1.166131000E0,4.843072891E0,-5.752345562E0,7.520641804E0
1.182797666E0,4.843072891E0,-5.752345562E0,7.520641804E0
1.199464332E0,3.194418192E0,-7.518248558E0,6.910471916E0
1.216130998E0,2.981456995E0,-6.250052929E0,5.541777134E0
1.232797664E0,3.278167009E0,-6.149554253E0,4.426722050E0
1.249464330E0,3.278167009E0,-6.149554253E0,4.426722050E0
1.266130996E0,4.620540619E0,-4.761716843E0,8.934800148E0
1.282797662E0,4.620540619E0,-4.761716843E0,8.934800148E0
1.299464328E0,9.786644578E-1,-9.085547447E0,5.273781300E0
1.316130994E0,2.400001049E0,-7.233502865E0,4.189832687E0
1.332797660E0,2.660818815E0,-6.226124287E0,4.883750916E0
1.349464326E0,1.584048629E0,-6.314659119E0,4.869394302E0
1.366130992E0,-3.158525825E-1,-6.963113785E0,7.604390144E0
1.382797658E0,-1.840080619E0,-8.578269005E0,9.451649666E0
1.399464324E0,-1.701296926E0,-9.174081802E0,9.669396400E0
1.416130990E0,-7.872386575E-1,-8.819944382E0,9.303294182E0
1.432797656E0,-1.931007862E0,-7.989634991E0,8.358129501E0
1.449464322E0,-3.048455954E0,-6.264409542E0,7.697710514E0
1.466130988E0,-3.223132133E0,-4.713860512E0,8.195417404E0
1.482797654E0,-2.938386202E0,-3.347558975E0,7.925028801E0
1.499464320E0,-5.211567879E0,-5.740381718E0,4.290330887E0
1.516130986E0,-6.592226505E0,-6.608976364E0,1.646261930E0
1.532797652E0,-7.733603001E0,-7.384250641E0,-2.361716032E0
1.549464318E0,-8.511270523E0,-8.085348129E0,-2.545963287E0
1.566130984E0,-1.064566803E1,-9.030512810E0,-4.187439680E-1
1.582797650E0,-9.410971642E0,-8.047062874E0,1.435693540E-2
1.599464316E0,-7.228717327E0,-5.257031441E0,-1.402194023E0
1.616130982E0,-7.156932354E0,-6.343372822E0,-1.332802176E0
1.632797648E0,-5.692524910E0,-6.769295216E0,7.417750359E-2
1.649464314E0,-5.170889854E0,-6.814758778E0,9.092726111E-1
1.666130980E0,-9.286544800E0,-9.643074989E0,1.545524120E1
1.682797646E0,-7.197610378E0,-8.602197647E0,1.297149181E1
1.699464312E0,2.847459018E-1,-1.686939955E0,1.536670685E1
1.716130978E0,8.973084688E-1,9.571290575E-3,1.740299988E1
1.732797644E0,8.183453679E-1,2.055434704E0,1.417268848E1
1.749464310E0,-5.814558864E-1,1.399801254E0,5.761917114E0
1.766130976E0,-5.814558864E-1,1.399801254E0,5.761917114E0
1.782797642E0,-5.814558864E-1,1.399801254E0,5.761917114E0
1.799464308E0,-5.814558864E-1,1.399801254E0,5.761917114E0
1.816130974E0,-5.814558864E-1,1.399801254E0,5.761917114E0
1.832797640E0,-3.981656790E0,-6.434299946E0,5.558526993E0
1.849464306E0,-3.981656790E0,-6.434299946E0,5.558526993E0
1.866130972E0,-3.981656790E0,-6.434299946E0,5.558526993E0
1.882797638E0,-3.981656790E0,-6.434299946E0,5.558526993E0
1.899464304E0,-3.981656790E0,-6.434299946E0,5.558526993E0
1.916130970E0,-3.981656790E0,-6.434299946E0,5.558526993E0
1.932797636E0,-3.023331404E0,-4.419543266E0,8.209774017E0
1.949464302E0,-3.023331404E0,-4.419543266E0,8.209774017E0
1.966130968E0,-2.484946251E0,-2.513660192E0,5.973681927E0
1.982797634E0,-2.378465652E0,-3.499503136E0,1.020419216E1
1.999464300E0,-3.887140274E0,-5.444868088E0,6.288337708E0
2.016130966E0,-1.757528186E0,-4.524827480E0,3.451646566E0
2.032797632E0,1.196411345E-2,-5.070391178E0,6.838686943E0
2.049464298E0,-4.474578202E-1,-5.496313572E0,8.569893837E0
2.066130964E0,-1.649851203E0,-7.923832417E0,6.385247231E0
2.082797630E0,-1.649851203E0,-7.923832417E0,6.385247231E0
2.099464296E0,8.877372146E-1,-5.773880959E0,4.987838745E0
2.116130962E0,8.877372146E-1,-5.773880959E0,4.987838745E0
2.132797628E0,8.877372146E-1,-5.773880959E0,4.987838745E0
2.149464294E0,3.631108284E0,-9.005388260E0,1.957328916E0
2.166130960E0,4.498506546E0,-9.973284721E0,2.437089920E0
2.182797626E0,6.751348972E0,-6.425925255E0,5.123033047E0
2.199464292E0,6.751348972E0,-6.425925255E0,5.123033047E0
2.216130958E0,6.751348972E0,-6.425925255E0,5.123033047E0
2.232797624E0,8.335397720E0,-6.713063717E0,4.533202648E0
2.249464290E0,7.405786037E0,-1.069830990E1,5.675775528E0
2.266130956E0,7.520641804E0,-1.098544884E1,1.395015597E0
2.282797622E0,7.520641804E0,-1.098544884E1,1.395015597E0
2.299464288E0,7.518248558E0,-6.934400082E0,3.897907972E0
2.316130954E0,7.518248558E0,-6.934400082E0,3.897907972E0
2.332797620E0,8.837890625E0,-7.831708431E0,2.219342947E0
2.349464286E0,8.837890625E0,-7.831708431E0,2.219342947E0
2.366130952E0,8.359326363E0,-9.978070259E0,-9.846464992E-1
2.382797618E0,9.065208435E0,-8.364111900E0,5.611169338E-1
2.399464284E0,9.065208435E0,-8.364111900E0,5.611169338E-1
2.416130950E0,7.104290485E0,-7.807780266E0,8.135596663E-2
2.432797616E0,6.398407936E0,-7.629515171E0,-4.857429862E-1
2.449464282E0,6.246463299E0,-6.226124287E0,2.126022816E0
2.466130948E0,6.246463299E0,-6.226124287E0,2.126022816E0
2.482797614E0,6.813562393E0,-7.931010723E0,4.632504463E0
2.499464280E0,8.701499939E0,-5.632704735E0,-2.027917147E0
2.516130946E0,8.701499939E0,-5.632704735E0,-2.027917147E0
2.532797612E0,2.854637384E0,-8.139185905E0,7.848458290E-1
2.549464278E0,2.854637384E0,-8.139185905E0,7.848458290E-1
2.566130944E0,6.407979012E0,-6.443871498E0,1.168893814E0
2.582797610E0,6.407979012E0,-6.443871498E0,1.168893814E0
2.599464276E0,5.386243820E0,-7.117451191E0,2.775674164E-1
2.616130942E0,4.752145767E0,-7.714460373E0,9.583254457E-1
2.632797608E0,5.471189022E0,-7.792226791E0,2.496910334E0
2.649464274E0,7.489534855E0,-7.349554539E0,3.926621914E0
2.666130940E0,7.489534855E0,-7.349554539E0,3.926621914E0
2.682797606E0,8.702695847E0,-6.384050846E0,3.546163082E0
2.699464272E0,8.702695847E0,-6.384050846E0,3.546163082E0
2.716130938E0,6.317051888E0,-7.740781307E0,7.884350419E-1
2.732797604E0,6.317051888E0,-7.740781307E0,7.884350419E-1
2.749464270E0,7.524230957E0,-6.260820389E0,2.286342144E0
2.766130936E0,7.524230957E0,-6.260820389E0,2.286342144E0
2.782797602E0,7.524230957E0,-6.260820389E0,2.286342144E0
2.799464268E0,7.524230957E0,-6.260820389E0,2.286342144E0
2.816130934E0,7.375875950E0,-6.911668301E0,3.059223652E0
2.832797600E0,6.863811970E0,-6.471388817E0,4.266402721E0
2.849464266E0,4.141975880E0,-7.329215527E0,4.372883320E0
2.866130932E0,2.146361828E0,-8.063812256E0,1.411765337E0
2.882797598E0,1.118644595E0,-9.152546883E0,-3.469592929E-1
2.899464264E0,1.172483116E-1,-1.172243786E1,-1.435693651E-1
2.916130930E0,1.172483116E-1,-1.172243786E1,-1.435693651E-1
2.932797596E0,5.735595703E0,-7.217949390E0,4.363312244E0
2.949464262E0,6.492924213E0,-7.174878597E0,3.840480328E0
2.966130928E0,5.438885689E0,-7.755138397E0,3.236292601E0
2.982797594E0,5.438885689E0,-7.755138397E0,3.236292601E0
2.999464260E0,3.830909014E0,-8.885746956E0,3.315255880E0
3.016130926E0,4.114458561E0,-8.635697365E0,2.799602509E0
3.032797592E0,5.446064472E0,-7.584051132E0,2.645265341E0
3.049464258E0,5.446064472E0,-7.584051132E0,2.645265341E0
3.066130924E0,7.893921852E0,-4.849055290E0,3.839283943E0
3.082797590E0,6.282355785E0,-7.606783390E0,1.849651933E0
3.099464256E0,3.944568157E0,-8.490931511E0,3.686143398E0
3.116130922E0,3.944568157E0,-8.490931511E0,3.686143398E0
3.132797588E0,4.889732838E0,-8.947959900E0,3.040081263E0
3.149464254E0,4.657629490E0,-7.299305439E0,4.034298897E0
3.166130920E0,4.657629490E0,-7.299305439E0,4.034298897E0
3.182797586E0,5.643472195E0,-5.103890896E0,4.173082829E0
3.199464252E0,5.168497086E0,-5.477170944E0,2.926422119E0
3.216130918E0,5.453242779E0,-5.692524910E0,4.442275047E0
3.232797584E0,7.773084164E0,-4.098905087E0,7.216753006E0
3.249464250E0,7.773084164E0,-4.098905087E0,7.216753006E0
3.266130916E0,7.000202656E0,-5.367101192E0,6.492924213E0
3.282797582E0,7.000202656E0,-5.367101192E0,6.492924213E0
3.299464248E0,5.544169903E0,-9.279366493E0,4.630111694E0
3.316130914E0,5.544169903E0,-9.279366493E0,4.630111694E0
3.332797580E0,3.938585997E0,-7.268198967E0,5.097908497E0
3.349464246E0,4.600201607E0,-5.609972477E0,3.276970625E0
3.366130912E0,4.600201607E0,-5.609972477E0,3.276970625E0
3.382797578E0,4.631308079E0,-5.551348686E0,3.425325632E0
3.399464244E0,5.130211830E0,-5.230710506E0,3.290131092E0
3.416130910E0,1.670190215E0,-4.956732273E0,6.618547440E0
3.432797576E0,1.670190215E0,-4.956732273E0,6.618547440E0
3.449464242E0,1.670190215E0,-4.956732273E0,6.618547440E0
3.466130908E0,4.106083870E0,-4.749752998E0,6.674778938E0
3.482797574E0,6.628118515E0,-3.335594654E0,8.243273735E0
3.499464240E0,7.494320393E0,-1.290927768E0,8.061419487E0
3.516130906E0,7.494320393E0,-1.290927768E0,8.061419487E0
3.532797572E0,2.172683001E0,-2.106880426E0,6.227321148E0
3.549464238E0,2.654836655E0,-2.541177750E0,4.874179840E0
3.566130904E0,3.890729666E0,-3.598805189E0,4.707878590E0
3.582797570E0,3.890729666E0,-3.598805189E0,4.707878590E0
3.599464236E0,3.890729666E0,-3.598805189E0,4.707878590E0
3.616130902E0,2.073380709E0,-3.086741209E0,5.917450428E0
3.632797568E0,3.154936552E0,-2.271985054E0,5.691328526E0
3.649464234E0,4.405186653E0,-2.331805706E0,6.866204739E0
3.666130900E0,5.387440205E0,-2.005185366E0,9.005388260E0
3.682797566E0,5.387440205E0,-2.005185366E0,9.005388260E0
3.699464232E0,5.032105923E0,-3.227917671E0,7.399804115E0
3.716130898E0,4.938786030E0,-3.327219963E0,9.172885895E0
3.732797564E0,5.185246468E0,-3.297309637E0,8.992227554E0
3.749464230E0,5.893522263E0,-4.238885403E0,1.137189007E1
3.766130896E0,5.893522263E0,-4.238885403E0,1.137189007E1
3.782797562E0,4.616951466E0,-4.650450706E0,1.021974564E1
3.799464228E0,3.652643681E0,-5.370690346E0,7.913064480E0
3.816130894E0,3.619144201E0,-5.338387489E0,8.191828728E0
3.832797560E0,3.619144201E0,-5.338387489E0,8.191828728E0
3.849464226E0,4.254438877E0,-6.010770321E0,1.113500023E1
3.866130892E0,6.537191391E0,-3.236292601E0,1.138146114E1
3.882797558E0,7.458428383E0,-1.272981644E0,8.612964630E0
3.899464224E0,7.458428383E0,-1.272981644E0,8.612964630E0
3.916130890E0,6.037091732E0,-2.280359983E0,6.770491600E0
3.932797556E0,5.763113499E0,-2.566302299E0,8.189435959E0
3.949464222E0,6.392425537E0,-9.559326172E-1,9.784252167E0
3.966130888E0,6.392425537E0,-9.559326172E-1,9.784252167E0
3.982797554E0,7.429714203E0,2.486142635E0,9.797411919E0
3.999464220E0,7.429714203E0,2.486142635E0,9.797411919E0
4.016130886E0,5.103890896E0,2.082952023E0,6.167500496E0
4.032797552E0,5.103890896E0,2.082952023E0,6.167500496E0
4.049464218E0,7.710870743E0,3.044866800E0,4.916054249E0
4.066130884E0,1.159442234E1,3.948157310E0,6.093322754E0
4.082797550E0,1.587398529E1,2.451446772E0,6.588637352E0
4.099464216E0,1.587398529E1,2.451446772E0,6.588637352E0
4.116130882E0,1.509272861E1,-5.611169338E-1,7.518248558E0
4.132797548E0,1.509272861E1,-5.611169338E-1,7.518248558E0
4.149464214E0,1.605224991E1,-1.916650891E0,8.173882484E0
4.166130880E0,1.605224991E1,-1.916650891E0,8.173882484E0
4.182797546E0,1.605224991E1,-1.916650891E0,8.173882484E0
4.199464212E0,1.605224991E1,-1.916650891E0,8.173882484E0
4.216130878E0,1.605224991E1,-1.916650891E0,8.173882484E0
4.232797544E0,1.605224991E1,-1.916650891E0,8.173882484E0
4.249464210E0,1.605224991E1,-1.916650891E0,8.173882484E0
4.266130876E0,5.995217323E0,3.213560820E0,2.979064226E0
4.282797542E0,6.728617191E0,4.582255483E-1,7.142575383E-1
