"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
4.907963352E0,-1.866955459E-1,-7.035635114E-1,1.589928269E0
4.924630018E0,1.767689884E-1,-5.380191803E-1,9.619593024E-1
4.941296684E0,4.848739132E-2,3.599520624E-1,2.441931963E-1
4.957963350E0,4.848739132E-2,3.599520624E-1,2.441931963E-1
4.974630016E0,-9.567669779E-2,9.616538882E-1,-6.123919412E-2
4.991296682E0,2.574031353E-1,8.541416526E-1,2.955058515E-1
5.007963348E0,8.242856860E-1,8.358157277E-1,2.313650399E-1
5.024630014E0,8.242856860E-1,8.358157277E-1,2.313650399E-1
5.041296680E0,1.479132652E0,2.145662606E-1,8.170316368E-2
5.057963346E0,1.108948708E0,-5.447386503E-1,4.121810198E-1
5.074630012E0,-6.207913160E-2,-1.178205490E0,7.634282708E-1
5.091296678E0,-6.207913160E-2,-1.178205490E0,7.634282708E-1
5.107963344E0,-6.814960241E-1,-1.522733212E0,-1.504254490E-1
5.124630010E0,-7.328086495E-1,-3.798051775E-1,-8.290961981E-1
5.141296676E0,-7.328086495E-1,-3.798051775E-1,-8.290961981E-1
5.157963342E0,-7.328086495E-1,-3.798051775E-1,-8.290961981E-1
5.174630008E0,6.281980872E-1,2.054032832E-1,-1.054505348E0
5.191296674E0,7.045561671E-1,-1.678351015E-1,-1.032514215E0
5.207963340E0,7.045561671E-1,-1.678351015E-1,-1.032514215E0
5.224630006E0,8.511636853E-1,-9.986112118E-1,-1.775325775E0
5.241296672E0,7.570905089E-1,-1.141553521E0,-1.932317972E0
5.257963338E0,5.506182313E-1,-9.644027948E-1,-2.827234983E0
5.274630004E0,5.787180066E-1,-6.948586553E-2,-2.771035433E0
5.291296670E0,-3.876700699E-1,-9.454659820E-1,-1.565799117E0
5.307963336E0,-8.836922646E-1,-1.981492639E0,-9.555452466E-1
5.324630002E0,-1.197676778E0,-3.267363071E0,-8.535308242E-1
5.341296668E0,-1.197676778E0,-3.267363071E0,-8.535308242E-1
5.357963334E0,-5.269472599E-1,1.023351192E0,-1.179121733E0
5.374630000E0,-6.338485479E-1,1.906661749E0,-9.133955836E-1
5.391296666E0,-6.008618474E-1,2.389855623E0,-1.045953274E0
5.407963332E0,-5.116755962E-1,1.470504284E0,-9.439387918E-1
5.424629998E0,-5.116755962E-1,1.470504284E0,-9.439387918E-1
5.441296664E0,-3.520108387E-2,8.689551800E-2,-6.146826744E-1
5.457963330E0,6.314814836E-2,4.657844082E-2,-1.400865674E0
5.474629996E0,-5.238928795E-1,4.399753511E-1,-2.578613043E0
5.491296662E0,-1.011363029E0,1.082605124E0,-3.508960009E0
5.507963328E0,-1.985692382E0,2.994000912E0,-4.866301537E0
5.524629994E0,-1.677205563E0,4.029417038E0,-4.780780315E0
5.541296660E0,-1.677205563E0,4.029417038E0,-4.780780315E0
5.557963326E0,-9.405027032E-1,1.140637279E0,-3.345248222E0
5.574629992E0,-1.229441762E0,-1.116508126E0,-1.981798053E0
5.591296658E0,-1.805487156E0,-1.827554703E0,-1.400407553E-1
5.607963324E0,-1.805487156E0,-1.827554703E0,-1.400407553E-1
5.624629990E0,-1.029078126E0,3.328144073E0,1.380401731E0
5.641296656E0,-9.995274991E-2,2.241415501E0,1.329699874E0
5.657963322E0,5.249619484E-1,-3.498727977E-1,-1.382081509E-1
5.674629988E0,-5.780307949E-2,-3.865246773E-1,-7.936660647E-1
5.691296654E0,1.040760875E-1,3.436114267E-2,-4.662425518E-1
5.707963320E0,1.173089504E0,1.224936604E0,2.087630332E-1
5.724629986E0,1.443091631E0,1.965304732E0,1.572976820E-2
5.741296652E0,1.443091631E0,1.965304732E0,1.572976820E-2
5.757963318E0,1.389335632E0,1.048396707E0,-5.230529904E-1
5.774629984E0,1.584812284E0,9.653190970E-1,-2.768744528E-1
5.791296650E0,1.462639332E0,1.308625102E0,2.350302190E-1
5.807963316E0,1.462639332E0,1.308625102E0,2.350302190E-1
5.824629982E0,3.869064748E-1,8.315396905E-1,8.263473511E-1
5.841296648E0,-6.558396816E-1,3.055851161E-1,1.206916094E0
5.857963314E0,-1.017471671E0,-1.662621260E0,1.040150046E0
5.874629980E0,-1.017471671E0,-1.662621260E0,1.040150046E0
5.891296646E0,1.201800108E0,-3.236819744E0,-2.196822405E0
5.907963312E0,2.482783556E0,-1.454316378E0,-2.322660685E0
5.924629978E0,2.534707069E0,2.267835438E-1,-3.387398005E0
5.941296644E0,2.534707069E0,2.267835438E-1,-3.387398005E0
5.957963310E0,5.475639105E-1,-2.502560377E0,-4.488787174E0
5.974629976E0,-4.402044415E-1,-1.172707677E0,-3.802785873E0
5.991296642E0,-1.198822167E-2,3.147480786E-1,-4.133874893E0
6.007963308E0,-1.198822167E-2,3.147480786E-1,-4.133874893E0
6.024629974E0,-3.161988854E-1,-1.673616767E0,-5.479609966E0
6.041296640E0,1.853211075E-1,-2.290590286E0,-6.184547901E0
6.057963306E0,1.853211075E-1,-2.290590286E0,-6.184547901E0
