"Time (s)","w","x","y","z","Direct (°)","Yaw (°)","Pitch (°)","Roll (°)"
5.500499010E-1,8.854858513E-1,1.945519745E-1,1.224587951E-2,4.217989743E-1,5.537726051E1,2.101008431E1,-8.188862974E0,4.942039493E1
5.667158380E-1,8.816970361E-1,1.964786500E-1,5.909962114E-3,4.289190471E-1,5.630448328E1,2.085585554E1,-9.098097401E0,5.020524661E1
5.833817760E-1,8.780889614E-1,1.978029162E-1,-7.519014180E-4,4.356985390E-1,5.717462342E1,2.061416146E1,-1.000216302E1,5.095679333E1
6.000477130E-1,8.740740193E-1,1.984781772E-1,-7.544926368E-3,4.433329403E-1,5.812885031E1,2.027562269E1,-1.090455314E1,5.183297861E1
6.167136510E-1,8.691511418E-1,2.000143230E-1,-1.465374045E-2,4.520573318E-1,5.927970790E1,1.998594464E1,-1.190610888E1,5.285390251E1
6.333795880E-1,8.638338997E-1,2.043762952E-1,-2.293795906E-2,4.598860443E-1,6.050036520E1,1.993449341E1,-1.315633169E1,5.373774060E1
6.500455260E-1,8.592164517E-1,2.100860476E-1,-3.115099669E-2,4.654466212E-1,6.154256072E1,2.004920855E1,-1.442417720E1,5.432686180E1
6.667114630E-1,8.569730899E-1,2.085105777E-1,-3.596746176E-2,4.699221253E-1,6.204319669E1,1.956492468E1,-1.492851816E1,5.488830026E1
6.833774010E-1,8.529546197E-1,2.104129046E-1,-5.102694035E-2,4.749642909E-1,6.293100144E1,1.891110467E1,-1.667392325E1,5.542596341E1
7.000433380E-1,8.479756070E-1,2.222327888E-1,-6.020791829E-2,4.774148762E-1,6.401567358E1,1.966125869E1,-1.831881234E1,5.555871363E1
7.611519320E-1,8.024631167E-1,2.574680746E-1,-8.180663735E-2,5.320439935E-1,7.326807877E1,2.090253371E1,-2.390756547E1,6.261702029E1
7.778179210E-1,7.872022976E-1,2.618262470E-1,-9.631915390E-2,5.499837995E-1,7.615034973E1,1.993754589E1,-2.608127802E1,6.521819448E1
7.944839110E-1,7.718287283E-1,2.671480477E-1,-1.152701229E-1,5.653539896E-1,7.896321547E1,1.875415357E1,-2.868566417E1,6.760882046E1
8.111499010E-1,7.578587050E-1,2.751127183E-1,-1.353756934E-1,5.758789778E-1,8.144842406E1,1.782412285E1,-3.147016832E1,6.940117319E1
8.278158900E-1,7.464104097E-1,2.842470109E-1,-1.536098421E-1,5.817896128E-1,8.343922823E1,1.724430339E1,-3.405966280E1,7.055092256E1
8.444818800E-1,7.370231739E-1,2.884816229E-1,-1.691320837E-1,5.873410702E-1,8.504310150E1,1.626869099E1,-3.602815573E1,7.178093684E1
8.611478690E-1,7.286365723E-1,2.860424221E-1,-1.823739409E-1,5.949859023E-1,8.645557089E1,1.455078757E1,-3.731171711E1,7.353218631E1
8.778138590E-1,7.162555321E-1,2.787403166E-1,-2.010623813E-1,6.073349714E-1,8.850762144E1,1.147740329E1,-3.879983523E1,7.653757035E1
8.944798480E-1,6.982165622E-1,2.678929269E-1,-2.260847986E-1,6.241896152E-1,9.143181382E1,6.943581000E0,-4.055247992E1,8.102401962E1
9.111458380E-1,6.761717269E-1,2.541005909E-1,-2.537863553E-1,6.432862282E-1,9.490958450E1,1.321395959E0,-4.207672372E1,8.663629850E1
9.278118280E-1,6.490078950E-1,2.378543019E-1,-2.859385908E-1,6.636664867E-1,9.906631379E1,-5.590119034E0,-4.338242940E1,9.350465859E1
9.444778170E-1,6.183690533E-1,2.162326425E-1,-3.186858296E-1,6.850565672E-1,1.036057366E2,-1.352690460E1,-4.366131285E1,1.012977641E2
9.611438070E-1,5.842545820E-1,1.895099580E-1,-3.485730290E-1,7.079755664E-1,1.084993058E2,-2.166084237E1,-4.250446171E1,1.094484332E2
9.778097960E-1,5.428079536E-1,1.665152758E-1,-3.788310587E-1,7.308346033E-1,1.142500125E2,-2.956250504E1,-4.089351622E1,1.180324439E2
9.944757860E-1,4.985316395E-1,1.524026692E-1,-4.065784216E-1,7.502890229E-1,1.201941970E2,-3.633322731E1,-3.935152482E1,1.261799337E2
1.011141776E0,4.555003659E-1,1.447847188E-1,-4.273969829E-1,7.673907876E-1,1.258057335E2,-4.148109202E1,-3.770324732E1,1.333499478E2
1.027807765E0,4.163808407E-1,1.430181861E-1,-4.411965311E-1,7.819964290E-1,1.307873905E2,-4.505752724E1,-3.623446620E1,1.393905745E2
1.044473755E0,3.869785559E-1,1.442998648E-1,-4.460286796E-1,7.940299511E-1,1.344667470E2,-4.679024334E1,-3.505509773E1,1.435957724E2
1.061139744E0,3.634208215E-1,1.426369399E-1,-4.461645484E-1,8.053056598E-1,1.373791407E2,-4.761617439E1,-3.364349206E1,1.466185576E2
1.077805734E0,3.383674007E-1,1.390725821E-1,-4.451874495E-1,8.172970414E-1,1.404451230E2,-4.827833994E1,-3.191098273E1,1.496227273E2
1.094471723E0,3.110366030E-1,1.349200010E-1,-4.437948465E-1,8.295173049E-1,1.437565758E2,-4.886947920E1,-2.999403486E1,1.527713837E2
1.111137713E0,2.826957040E-1,1.308534294E-1,-4.434572458E-1,8.404202461E-1,1.471576823E2,-4.954846739E1,-2.807783929E1,1.559827118E2
1.127803703E0,2.536326965E-1,1.298536211E-1,-4.466813803E-1,8.481062651E-1,1.506148378E2,-5.065049616E1,-2.654146399E1,1.594378261E2
1.144469692E0,2.259781068E-1,1.328978539E-1,-4.525695443E-1,8.523220420E-1,1.538791980E2,-5.203869601E1,-2.553644672E1,1.629262199E2
1.161135682E0,2.019558333E-1,1.357882619E-1,-4.593551457E-1,8.542647362E-1,1.566972916E2,-5.345157033E1,-2.467919482E1,1.659692789E2
1.177801671E0,1.798622764E-1,1.350983977E-1,-4.655573070E-1,8.559523225E-1,1.592765242E2,-5.469393670E1,-2.349993126E1,1.685457420E2
1.194467661E0,1.587095352E-1,1.288922876E-1,-4.692545831E-1,8.590682149E-1,1.617359981E2,-5.548084887E1,-2.174058996E1,1.705994130E2
1.211133651E0,1.385851844E-1,1.198598817E-1,-4.689503312E-1,8.640100360E-1,1.640680295E2,-5.563396260E1,-1.970025312E1,1.722436529E2
1.227799640E0,1.189547389E-1,1.133180261E-1,-4.656153917E-1,8.696039915E-1,1.663364371E2,-5.536650346E1,-1.793018674E1,1.738843306E2
1.244465630E0,9.772281388E-2,1.117747426E-1,-4.613312483E-1,8.747171760E-1,1.687838900E2,-5.502248878E1,-1.660115883E1,1.759412336E2
1.261131619E0,7.733906060E-2,1.131900027E-1,-4.520213604E-1,8.814098835E-1,1.711287378E2,-5.402323541E1,-1.563162392E1,1.779763343E2
1.277797609E0,6.212027136E-2,1.050564647E-1,-4.409882724E-1,8.891757727E-1,1.728769550E2,-5.262939113E1,-1.398193460E1,1.789480900E2
1.294463598E0,5.032329635E-2,8.520756662E-2,-4.326979816E-1,8.960913420E-1,1.742309383E2,-5.145399350E1,-1.131816941E1,1.790387312E2
1.311129588E0,3.855311604E-2,5.869431421E-2,-4.280316532E-1,9.010313749E-1,1.755810432E2,-5.074219164E1,-7.976952245E0,1.788874200E2
1.327795578E0,2.579110006E-2,3.287621215E-2,-4.249298573E-1,9.042613506E-1,1.770442299E2,-5.029564952E1,-4.667673729E0,1.789247323E2
1.344461567E0,1.239812922E-2,8.653327823E-3,-4.222527444E-1,9.063520432E-1,1.785792426E2,-4.994852033E1,-1.498811426E0,1.791307010E2
1.361127557E0,1.034827044E-3,1.678232290E-2,4.187116325E-1,-9.079635739E-1,1.798814175E2,-4.952495871E1,1.796062123E0,1.793020788E2
1.377793546E0,1.194565726E-2,5.051534250E-2,4.142400920E-1,-9.086862206E-1,1.786310960E2,-4.907250476E1,5.837183707E0,1.788398972E2
1.394459536E0,1.897509109E-2,9.295821190E-2,4.077298641E-1,-9.081602693E-1,1.778254842E2,-4.858068187E1,1.062121739E1,1.775894612E2
1.411125526E0,2.285791329E-2,1.409957409E-1,3.972802758E-1,-9.065131545E-1,1.773804479E2,-4.791861821E1,1.588997765E1,1.757911627E2
1.427791515E0,2.602656435E-2,1.925863773E-1,3.818103969E-1,-9.035784006E-1,1.770172386E2,-4.699172770E1,2.158666872E1,1.738245206E2
1.444457505E0,2.974598399E-2,2.484598160E-1,3.616884351E-1,-8.980892897E-1,1.765908584E2,-4.591577791E1,2.789130917E1,1.717842602E2
1.461123494E0,3.058577239E-2,3.085847199E-1,3.371835947E-1,-8.889022470E-1,1.764945820E2,-4.492137992E1,3.469650298E1,1.692239112E2
1.477789484E0,2.312931733E-2,3.710411489E-1,3.095262647E-1,-8.752068281E-1,1.773493391E2,-4.454449610E1,4.158985209E1,1.653460461E2
1.494455473E0,7.716458652E-3,4.336209297E-1,2.820000648E-1,-8.557974696E-1,1.791157502E2,-4.567470778E1,4.829115445E1,1.596520002E2
1.511121463E0,9.216465243E-3,-4.889794290E-1,-2.603300810E-1,8.324916959E-1,1.789438559E2,-4.887989387E1,5.403188611E1,1.526388944E2
1.527787453E0,2.081669674E-2,-5.278887153E-1,-2.494703531E-1,8.115816116E-1,1.776144100E2,-5.330103478E1,5.782905171E1,1.460735126E2
1.544453442E0,2.327001926E-2,-5.493203402E-1,-2.499933690E-1,7.969999909E-1,1.773332115E2,-5.737060949E1,5.976665536E1,1.417474864E2
1.561119432E0,1.551199399E-2,-5.574899316E-1,-2.544875741E-1,7.900635600E-1,1.782223851E2,-5.931517751E1,6.081029711E1,1.407974227E2
1.577785421E0,4.327187400E-4,5.562530160E-1,2.544332147E-1,-7.911043763E-1,1.799504141E2,-5.795472410E1,6.168202606E1,1.434682770E2
1.594451411E0,2.111316552E-2,5.441094637E-1,2.522732019E-1,-7.999108434E-1,1.775804297E2,-5.360081534E1,6.177906031E1,1.493944644E2
1.611117401E0,4.427858620E-2,5.171413422E-1,2.524742186E-1,-8.166155815E-1,1.749243883E2,-4.735081522E1,6.010839274E1,1.577364675E2
1.627783390E0,7.102588202E-2,4.767981172E-1,2.549131811E-1,-8.382351398E-1,1.718541748E2,-4.088607531E1,5.667302004E1,1.669550777E2
1.644449380E0,1.031389073E-1,4.247114360E-1,2.563112080E-1,-8.621410131E-1,1.681600968E2,-3.490482083E1,5.173858849E1,1.763079381E2
1.661115369E0,1.393415175E-1,3.641401529E-1,2.515105307E-1,-8.858489394E-1,1.639805110E2,-2.949769843E1,4.566271199E1,-1.747704029E2
1.677781359E0,1.744710700E-1,3.200546801E-1,2.502829731E-1,-8.969299197E-1,1.599042417E2,-2.672689980E1,4.141188995E1,-1.682467078E2
1.694447348E0,2.030238498E-1,2.897353470E-1,2.465665787E-1,-9.022414684E-1,1.565723170E2,-2.473178329E1,3.853116881E1,-1.634007872E2
1.711113338E0,2.159907165E-1,2.723798752E-1,2.360240668E-1,-9.074413776E-1,1.550526861E2,-2.276973250E1,3.660504434E1,-1.608439204E2
1.727779328E0,2.099785257E-1,2.817590237E-1,2.285605222E-1,-9.078992009E-1,1.557578124E2,-2.193507309E1,3.741639888E1,-1.614646691E2
1.744445317E0,1.933401229E-1,2.997680902E-1,2.264897972E-1,-9.063448906E-1,1.577044510E2,-2.232037050E1,3.912140497E1,-1.639358824E2
1.761111307E0,1.706228707E-1,3.057197332E-1,2.303953916E-1,-9.079324007E-1,1.603519279E2,-2.395304783E1,3.932860607E1,-1.673835884E2
1.777777296E0,1.444739550E-1,3.017620146E-1,2.374722809E-1,-9.119615555E-1,1.633863634E2,-2.613381020E1,3.824371724E1,-1.711973125E2
1.816664536E0,6.374014223E-2,2.637536824E-1,2.676947713E-1,-9.245056510E-1,1.726909628E2,-3.273901405E1,3.145369724E1,1.784311880E2
1.833330473E0,2.958001301E-2,2.460583150E-1,2.811498642E-1,-9.271111488E-1,1.766098857E2,-3.510833475E1,2.822138364E1,1.745615132E2
1.849996411E0,2.030365330E-3,2.252884805E-1,2.935712934E-1,-9.290085435E-1,1.797673371E2,-3.686758209E1,2.482082250E1,1.718605586E2
1.866662348E0,8.564505396E-3,-2.107320875E-1,-3.038579226E-1,9.290796518E-1,1.790185680E2,-3.802950534E1,2.272875599E1,1.710193075E2
1.883328286E0,2.146970430E-3,2.029901147E-1,3.055772483E-1,-9.302757382E-1,1.797539751E2,-3.783800000E1,2.227086800E1,1.725453040E2
1.899994223E0,1.273972058E-2,1.971029937E-1,3.012176156E-1,-9.328751564E-1,1.785400961E2,-3.693652446E1,2.205026319E1,1.741187129E2
1.916660161E0,2.073303779E-2,1.919355094E-1,2.940356135E-1,-9.360950589E-1,1.776239986E2,-3.575780667E1,2.181014723E1,1.754249334E2
1.933326098E0,3.092927489E-2,1.807158291E-1,2.879713178E-1,-9.399242997E-1,1.764552008E2,-3.458910818E1,2.094869787E1,1.771804207E2
1.949992036E0,4.497605704E-2,1.628229320E-1,2.867604196E-1,-9.429922104E-1,1.748443843E2,-3.391773318E1,1.944344356E1,1.794799884E2
1.966657973E0,5.740396134E-2,1.398377270E-1,2.881881893E-1,-9.455674291E-1,1.734183725E2,-3.364467445E1,1.730980679E1,-1.783218057E2
1.983323911E0,6.709472524E-2,1.182770655E-1,2.865227759E-1,-9.483741522E-1,1.723057306E2,-3.314835315E1,1.523568483E1,-1.764654457E2
1.999989848E0,7.733578743E-2,9.703286737E-2,2.828840315E-1,-9.510943294E-1,1.711291140E2,-3.249890052E1,1.319870931E1,-1.745653112E2
2.016655786E0,9.047712838E-2,6.496822834E-2,2.817534804E-1,-9.529994726E-1,1.696178870E2,-3.224091153E1,1.006782646E1,-1.720699688E2
2.033321723E0,1.054961567E-1,2.848845348E-2,2.840492427E-1,-9.525623322E-1,1.678884940E2,-3.259265699E1,6.557845598E0,-1.692796166E2
2.049987661E0,1.213684060E-1,-3.009132110E-3,2.883619070E-1,-9.497936964E-1,1.660578325E2,-3.334202876E1,3.685510315E0,-1.665399852E2
2.066653598E0,1.407989853E-1,-3.437208384E-2,2.927865386E-1,-9.451297522E-1,1.638118346E2,-3.427792017E1,1.001348402E0,-1.633623693E2
2.083319536E0,1.643422980E-1,-7.181467861E-2,2.940877974E-1,-9.388006330E-1,1.610819413E2,-3.518399699E1,-2.187924284E0,-1.594475383E2
2.099985473E0,1.900974653E-1,-1.201522052E-1,2.915362716E-1,-9.297488928E-1,1.580830556E2,-3.626730256E1,-6.464186548E0,-1.547699869E2
2.116651411E0,2.141240712E-1,-1.748981178E-1,2.891644835E-1,-9.164853692E-1,1.552717129E2,-3.809662897E1,-1.134691223E1,-1.497699784E2
2.133317348E0,2.374593707E-1,-2.284424156E-1,2.938281894E-1,-8.972692490E-1,1.525267225E2,-4.132876445E1,-1.568832024E1,-1.444044978E2
2.149983286E0,2.614349840E-1,-2.844166160E-1,3.032021821E-1,-8.711069822E-1,1.496895479E2,-4.597275163E1,-1.969294226E1,-1.381674369E2
2.166649223E0,2.888951346E-1,-3.450449705E-1,3.062270582E-1,-8.388733864E-1,1.464163582E2,-5.115305868E1,-2.370095704E1,-1.305243799E2
2.183315161E0,3.164716507E-1,-4.061442316E-1,2.979882360E-1,-8.038007021E-1,1.431006422E2,-5.621530328E1,-2.766547071E1,-1.220343042E2
2.199981098E0,3.375906997E-1,-4.597929120E-1,2.881450653E-1,-7.691524029E-1,1.405396914E2,-6.138851545E1,-3.084727738E1,-1.140034700E2
2.216647036E0,3.501581799E-1,-5.120768547E-1,2.765333652E-1,-7.339590192E-1,1.390060192E2,-6.712180931E1,-3.391939298E1,-1.061151556E2
2.233312973E0,3.592762524E-1,-5.632815957E-1,2.644330561E-1,-6.954923272E-1,1.378884903E2,-7.372303984E1,-3.640627403E1,-9.765926235E1
2.249978911E0,3.686681690E-1,-6.041047573E-1,2.526607215E-1,-6.597755551E-1,1.367329935E2,-7.963569710E1,-3.765107372E1,-8.987570673E1
2.266644848E0,3.834524442E-1,-6.364040971E-1,2.387482077E-1,-6.252626181E-1,1.349046007E2,-8.448303028E1,-3.778804826E1,-8.243130788E1
2.283310786E0,4.063937234E-1,-6.625965834E-1,2.179564834E-1,-5.901736021E-1,1.320430109E2,-8.806248937E1,-3.722464900E1,-7.482931107E1
2.299976723E0,4.353168416E-1,-6.811938882E-1,1.901032031E-1,-5.570771098E-1,1.283890866E2,-9.002339756E1,-3.640184415E1,-6.757398629E1
2.316642661E0,4.644293433E-1,-6.896848679E-1,1.589557528E-1,-5.323281288E-1,1.246534072E2,-9.013189571E1,-3.591821710E1,-6.179823495E1
2.333308598E0,4.850379101E-1,-6.887292862E-1,1.299787909E-1,-5.229681730E-1,1.219700876E2,-8.875212838E1,-3.646115886E1,-5.858393620E1
2.349974536E0,4.977732722E-1,-6.850984097E-1,1.061975434E-1,-5.211372375E-1,1.202944202E2,-8.720336551E1,-3.746928107E1,-5.682705477E1
2.366640473E0,5.059463164E-1,-6.796374917E-1,9.173039347E-2,-5.231603384E-1,1.192116178E2,-8.566872919E1,-3.819191164E1,-5.632621019E1
2.383306411E0,5.128552272E-1,-6.720136404E-1,8.325691521E-2,-5.276793242E-1,1.182915943E2,-8.390891138E1,-3.859547834E1,-5.668719062E1
2.399972348E0,5.190266677E-1,-6.637675166E-1,7.843074203E-2,-5.327969790E-1,1.174660302E2,-8.214982379E1,-3.874764098E1,-5.742100162E1
2.416638286E0,5.253381337E-1,-6.579886079E-1,7.552810758E-2,-5.341969132E-1,1.166179819E2,-8.096988726E1,-3.858209766E1,-5.768726257E1
2.433304223E0,5.333799575E-1,-6.561563015E-1,7.095780969E-2,-5.290838480E-1,1.155317786E2,-8.056117258E1,-3.821604601E1,-5.681228244E1
2.449970161E0,5.441248535E-1,-6.539291143E-1,6.494483352E-2,-5.216196179E-1,1.140702411E2,-8.007915347E1,-3.770009221E1,-5.556702515E1
2.466636098E0,5.581679506E-1,-6.448316574E-1,6.329371780E-2,-5.182996988E-1,1.121416125E2,-7.846017412E1,-3.671071357E1,-5.544350373E1
2.483302036E0,5.705544086E-1,-6.324657202E-1,6.455364823E-2,-5.198919177E-1,1.104222092E2,-7.634506133E1,-3.572989821E1,-5.624233935E1
2.499967973E0,5.779234013E-1,-6.230775714E-1,6.292420626E-2,-5.232775807E-1,1.093907642E2,-7.465967805E1,-3.540514075E1,-5.695639348E1
2.516633911E0,5.798579899E-1,-6.173022389E-1,6.368067861E-2,-5.278706551E-1,1.091188899E2,-7.364855497E1,-3.530016494E1,-5.782528297E1
2.533299848E0,5.814442784E-1,-6.123273969E-1,6.822202355E-2,-5.313411951E-1,1.088956205E2,-7.293753145E1,-3.484615964E1,-5.872607041E1
2.549965786E0,5.834204702E-1,-6.059624553E-1,7.514713705E-2,-5.355212092E-1,1.086170366E2,-7.210303800E1,-3.414760023E1,-5.989260030E1
2.566631723E0,5.828997224E-1,-6.015607119E-1,8.025072515E-2,-5.402892232E-1,1.086904936E2,-7.151945653E1,-3.381252715E1,-6.096179537E1
2.583297661E0,5.794086115E-1,-6.011928320E-1,8.388119191E-2,-5.438904166E-1,1.091820835E2,-7.153735475E1,-3.383223671E1,-6.166216908E1
2.599963598E0,5.742609862E-1,-6.051506400E-1,8.938860893E-2,-5.440833569E-1,1.099042100E2,-7.238207337E1,-3.376859153E1,-6.186727098E1
2.616629536E0,5.693646743E-1,-6.129642725E-1,9.442978352E-2,-5.396125317E-1,1.105881311E2,-7.391103773E1,-3.364161984E1,-6.129941465E1
2.633295473E0,5.652964595E-1,-6.208454370E-1,9.694666415E-2,-5.344082713E-1,1.111542390E2,-7.536825329E1,-3.363929517E1,-6.049563260E1
2.649961411E0,5.607346756E-1,-6.247985363E-1,9.719937295E-2,-5.345612168E-1,1.117867586E2,-7.601701457E1,-3.398528823E1,-6.039794167E1
2.666627348E0,5.534895853E-1,-6.245172620E-1,9.559401125E-2,-5.426686406E-1,1.127865119E2,-7.576655174E1,-3.488920137E1,-6.139256694E1
2.683293286E0,5.409198096E-1,-6.207752228E-1,9.384313226E-2,-5.596761107E-1,1.145074475E2,-7.475470305E1,-3.639459158E1,-6.375856795E1
2.699959223E0,5.241890643E-1,-6.144233942E-1,9.634901583E-2,-5.817444324E-1,1.167726650E2,-7.333365214E1,-3.786946465E1,-6.730456663E1
2.716625161E0,5.064622671E-1,-6.073548794E-1,1.052745432E-1,-6.029372215E-1,1.191430618E2,-7.207442375E1,-3.873788537E1,-7.124691510E1
2.733291098E0,4.867898419E-1,-6.011496186E-1,1.193297133E-1,-6.224268675E-1,1.217403907E2,-7.127363569E1,-3.921013437E1,-7.529461194E1
2.749957036E0,4.618884802E-1,-5.946341157E-1,1.390848905E-1,-6.432143450E-1,1.249819301E2,-7.076253295E1,-3.952916907E1,-8.000554821E1
2.766622973E0,4.311637381E-1,-5.842640400E-1,1.643761545E-1,-6.676180363E-1,1.289171268E2,-7.000213519E1,-3.967144960E1,-8.593728179E1
2.783288911E0,4.015975671E-1,-5.685745478E-1,1.926770508E-1,-6.916053295E-1,1.326438237E2,-6.889023851E1,-3.917573880E1,-9.228329089E1
2.799954848E0,3.815238606E-1,-5.496540070E-1,2.176149786E-1,-7.106080055E-1,1.351437878E2,-6.755270065E1,-3.796110980E1,-9.762678502E1
2.816620786E0,3.635880847E-1,-5.286908746E-1,2.411882430E-1,-7.280919552E-1,1.373585663E2,-6.618949825E1,-3.647591354E1,-1.026853550E2
2.833286723E0,3.415214393E-1,-5.046737790E-1,2.642220557E-1,-7.475655079E-1,1.400608090E2,-6.461781983E1,-3.503511935E1,-1.083175306E2
2.849952661E0,3.197281537E-1,-4.788297415E-1,2.828831673E-1,-7.671200037E-1,1.427070288E2,-6.273962353E1,-3.362454542E1,-1.138726842E2
2.866618598E0,3.014050385E-1,-4.568161666E-1,2.973890305E-1,-7.823258638E-1,1.449159749E2,-6.128541727E1,-3.237708705E1,-1.183431975E2
2.883284536E0,2.918049003E-1,-4.466738701E-1,3.097036481E-1,-7.870298624E-1,1.460679126E2,-6.132839520E1,-3.148969910E1,-1.203339987E2
2.899950473E0,2.917980592E-1,-4.477815032E-1,3.191803098E-1,-7.826043367E-1,1.460687322E2,-6.255168419E1,-3.097066222E1,-1.199981313E2
2.916616411E0,2.960112881E-1,-4.539573193E-1,3.237386644E-1,-7.755600214E-1,1.455636229E2,-6.386603161E1,-3.082927627E1,-1.187177342E2
2.933282348E0,2.998823615E-1,-4.587602913E-1,3.233076334E-1,-7.714154124E-1,1.450989248E2,-6.444793488E1,-3.092268913E1,-1.177338787E2
2.949948286E0,3.009321084E-1,-4.606888592E-1,3.222095370E-1,-7.703159451E-1,1.449728074E2,-6.456833935E1,-3.105265237E1,-1.174121330E2
2.966614223E0,3.014641317E-1,-4.606626332E-1,3.234173357E-1,-7.696171403E-1,1.449088730E2,-6.471352421E1,-3.093533038E1,-1.173310391E2
2.983280161E0,3.037389884E-1,-4.603448510E-1,3.257739544E-1,-7.679170370E-1,1.446353710E2,-6.498821482E1,-3.060475220E1,-1.170673324E2
2.999946098E0,3.108628333E-1,-4.607013166E-1,3.268060684E-1,-7.644059062E-1,1.437775270E2,-6.527838349E1,-3.007557590E1,-1.162127979E2
3.016612036E0,3.212580469E-1,-4.625110924E-1,3.274652660E-1,-7.587115765E-1,1.425219534E2,-6.575026185E1,-2.943417636E1,-1.148321780E2
