"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
4.339568000E-2,3.229947388E-1,-7.559451740E-3,4.276053607E-2
6.006234600E-2,3.229947388E-1,-7.559451740E-3,4.276053607E-2
7.672901200E-2,5.345067009E-3,1.286633909E-1,4.276053607E-2
9.339567800E-2,-3.313941509E-2,4.253146052E-2,4.886918142E-2
1.100623440E-1,-2.886336111E-2,-7.231111825E-2,2.138026804E-2
1.267290100E-1,-1.725693047E-2,-1.126281917E-1,2.321286127E-2
1.433956760E-1,-1.114828233E-2,-7.964149863E-2,1.527161989E-2
1.600623420E-1,4.123337101E-3,-4.482220486E-2,6.719512399E-3
1.767290080E-1,5.345067009E-3,-1.183550525E-2,3.665188793E-3
1.933956740E-1,-9.926552884E-3,-1.672242396E-2,6.108647678E-3
2.100623400E-1,-1.847865991E-2,-4.787652567E-2,1.649334840E-2
2.267290060E-1,-3.207040019E-3,-1.046869531E-1,3.054323979E-2
2.433956720E-1,7.177661173E-3,-1.016326249E-1,3.604102135E-2
2.600623380E-1,1.206457894E-2,-6.009382382E-2,3.054323979E-2
2.767290040E-1,1.389717404E-2,-2.588539571E-2,2.932151034E-2
2.933956700E-1,1.023198478E-2,-3.749182448E-2,2.199113183E-2
3.100623360E-1,1.328630932E-2,-1.061377581E-2,1.649334840E-2
3.267290020E-1,1.756236330E-2,-1.855501719E-2,1.466075517E-2
3.433956680E-1,4.382954910E-2,-8.269581944E-2,1.404988952E-2
3.600623340E-1,9.086613357E-2,-1.682168841E-1,-1.527161989E-2
3.767290000E-1,1.104138121E-1,-2.274707705E-1,-4.337139800E-2
3.933956660E-1,1.311832070E-1,-1.596647799E-1,-7.635809481E-2
4.100623320E-1,1.122464016E-1,-9.491311759E-2,-5.375609919E-2
4.267289980E-1,1.391244531E-1,-1.193477064E-1,-5.253437161E-2
4.433956640E-1,1.934914142E-1,-1.474474818E-1,-6.047561392E-2
4.600623300E-1,2.283107042E-1,-1.614973694E-1,-7.941242307E-2
4.767289960E-1,2.112064958E-1,-1.694386154E-1,-4.092793912E-2
4.933956620E-1,1.543960720E-1,-1.419496983E-1,9.162971750E-3
5.100623280E-1,1.055268943E-1,-1.224020272E-1,2.443459118E-3
5.267289940E-1,8.842267841E-2,-1.004109010E-1,1.221729536E-2
5.433956600E-1,6.032289565E-2,-1.602756530E-1,3.054323979E-2
5.600623260E-1,1.000291109E-1,-2.488510460E-1,-2.443459071E-2
5.767289920E-1,1.348484010E-1,-3.019962609E-1,-4.825831577E-2
5.933956580E-1,1.226311028E-1,-2.738964856E-1,-5.070177838E-2
6.100623240E-1,1.281288862E-1,-1.792124510E-1,-2.565632015E-2
6.267289900E-1,1.287397593E-1,-4.482220486E-2,-4.764745384E-2
6.433956560E-1,1.348484010E-1,5.169443041E-2,-3.115410358E-2
6.600623220E-1,1.232419685E-1,2.420551702E-2,-3.115410358E-2
6.767289880E-1,1.311832070E-1,-9.369138628E-2,-1.710421406E-2
6.933956540E-1,1.104138121E-1,-1.327867359E-1,6.108647794E-4
7.100623200E-1,8.720094711E-2,-1.120173261E-1,-4.886918236E-3
7.267289860E-1,1.324049383E-1,-1.511126757E-1,-2.138026804E-2
7.433956520E-1,1.635590494E-1,-2.390772104E-1,-2.565632015E-2
7.600623180E-1,1.794415265E-1,-3.343721032E-1,-1.710421406E-2
7.767289840E-1,1.556178033E-1,-3.618610203E-1,-6.108647678E-3
7.933956500E-1,1.153007299E-1,-3.252091408E-1,-1.771507785E-2
8.100623160E-1,1.091920808E-1,-1.999818534E-1,-7.452550530E-2
8.267289820E-1,5.299251899E-2,-6.559160352E-2,-6.475166976E-2
8.433956480E-1,1.939495653E-2,5.902481079E-2,-3.115410358E-2
8.600623140E-1,7.788525894E-3,1.048396677E-1,-1.282816008E-2
8.767289800E-1,-1.985310577E-3,4.130972922E-2,-3.054323839E-3
8.933956460E-1,1.634063199E-2,-5.031998456E-2,0.000000000E0
9.100623120E-1,2.489273995E-2,-9.980003536E-2,7.330377586E-3
9.267289780E-1,-2.458730713E-2,-3.565923125E-2,3.054323839E-3
9.433956440E-1,-8.811724186E-2,7.368556410E-2,4.886918236E-3
9.600623100E-1,-1.229365394E-1,1.494327933E-1,3.054323839E-3
9.767289760E-1,-1.217148080E-1,1.549305767E-1,-1.221729536E-2
9.933956420E-1,-8.567378670E-2,9.078978002E-2,-1.649334840E-2
1.010062308E0,-5.268708616E-2,1.137735695E-2,-1.466075517E-2
1.026728974E0,-4.841103405E-2,-5.031998456E-2,-5.497782957E-3
1.043395640E0,-3.802633286E-2,-4.726566374E-2,-6.108647794E-4
1.060062306E0,-4.657844082E-2,1.603520010E-3,-6.108647678E-3
1.076728972E0,-8.628465235E-2,7.551816106E-2,2.443459118E-3
1.093395638E0,-1.211039424E-1,1.323285848E-1,1.221729559E-3
1.110062304E0,-1.424842030E-1,1.610392332E-1,-1.343902480E-2
1.126728970E0,-1.828012913E-1,2.251800299E-1,-2.321286127E-2
1.143395636E0,-1.791360974E-1,2.542724647E-2,4.276053607E-2
1.160062302E0,-3.924806044E-2,-1.486692131E-1,3.420842811E-2
1.176728968E0,3.833176568E-2,-2.696204484E-1,2.748891525E-2
1.193395634E0,-7.483093534E-3,-2.610683441E-1,2.932151034E-2
1.210062300E0,-1.632536054E-1,-6.070468575E-2,4.337139800E-2
1.226728966E0,-2.438877672E-1,4.069886729E-2,1.282816008E-2
1.243395632E0,-2.725984156E-1,1.512653977E-1,-1.710421406E-2
1.260062298E0,-2.921460867E-1,2.367864549E-1,9.773836471E-3
1.276728964E0,-3.178023994E-1,2.697731555E-1,4.092793912E-2
1.293395630E0,-3.135263622E-1,2.166279256E-1,7.635809481E-2
1.310062296E0,-3.031416535E-1,1.213330179E-1,1.398880333E-1
1.326728962E0,-2.878700197E-1,5.719221383E-2,1.912006736E-1
1.343395628E0,-2.603811026E-1,1.207221523E-1,1.850920320E-1
1.360062294E0,-2.335030586E-1,1.836412251E-1,1.655443609E-1
1.376728960E0,-2.170097083E-1,1.781434417E-1,1.618791670E-1
1.393395626E0,-2.200640440E-1,1.353829056E-1,1.893680841E-1
1.410062292E0,-1.828012913E-1,8.101594448E-2,2.278525680E-1
1.426728958E0,-7.773254067E-2,6.513345987E-2,2.321286201E-1
1.443395624E0,-1.985310577E-3,1.078939885E-1,2.089157552E-1
1.460062290E0,-2.947422490E-2,1.769217104E-1,1.905898154E-1
1.476728956E0,-1.113301069E-1,2.593884468E-1,1.771507859E-1
1.493395622E0,-1.736383140E-1,3.198640645E-1,1.789833754E-1
1.510062288E0,-1.650862098E-1,3.149771392E-1,2.003636509E-1
1.526728954E0,-1.290451884E-1,2.471711636E-1,2.357937992E-1
1.543395620E0,-8.933897316E-2,2.092975378E-1,3.035998046E-1
1.560062286E0,-8.078686893E-2,2.099084109E-1,3.854556680E-1
1.576728952E0,-5.940660089E-2,2.441168427E-1,4.062250853E-1
1.593395618E0,-4.428769462E-3,2.581667304E-1,3.469711840E-1
1.610062284E0,5.421425030E-2,2.428951114E-1,2.840521336E-1
1.626728950E0,4.688387364E-2,2.147953212E-1,2.461785078E-1
1.643395616E0,-4.428769462E-3,1.934150606E-1,2.370155305E-1
1.660062282E0,-3.375028074E-2,1.885281354E-1,2.663370371E-1
1.676728948E0,-2.764163166E-2,1.604283601E-1,2.926042378E-1
1.693395614E0,2.183841541E-2,1.219438836E-1,2.712239623E-1
1.710062280E0,8.475748450E-2,8.040507883E-2,2.266308367E-1
1.726728946E0,7.681624591E-2,6.391172856E-2,2.089157552E-1
1.743395612E0,-1.693622619E-1,1.372154951E-1,1.942549944E-1
