"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.081972132E0,7.824530005E-1,6.699903309E-2,1.005942631E1
4.098638798E0,8.949156404E-1,8.614161611E-2,1.020778179E1
4.115305464E0,8.781659007E-1,1.507478207E-1,1.039442158E1
4.131972130E0,9.188438654E-1,1.196411327E-1,1.054516983E1
4.148638796E0,1.016949654E0,5.742774159E-2,1.073659515E1
4.165305462E0,1.189232826E0,6.221338734E-2,1.089212894E1
4.181972128E0,1.445264935E0,1.483550072E-1,1.078684425E1
4.198638794E0,1.605584025E0,2.201396823E-1,1.068873882E1
4.215305460E0,1.770688772E0,2.560320199E-1,1.052602673E1
4.231972126E0,1.758724689E0,2.273181528E-1,1.033220863E1
4.248638792E0,1.596012712E0,1.674975827E-2,1.017667484E1
4.265305458E0,1.473978758E0,-1.148554832E-1,1.019342422E1
4.281972124E0,1.586441398E0,-1.531406492E-1,1.034895802E1
4.298638790E0,1.828116536E0,-5.503492057E-2,1.038963604E1
4.315305456E0,2.024327993E0,3.110669367E-2,1.046620655E1
4.331972122E0,2.136790514E0,5.742774159E-2,1.055474091E1
4.348638788E0,2.098505497E0,5.982056633E-2,1.048774147E1
4.365305454E0,1.993221283E0,9.571290575E-3,1.022213840E1
4.381972120E0,1.998006940E0,-5.982056633E-2,9.868000984E0
4.398638786E0,1.962114573E0,-9.810572863E-2,9.635896683E0
4.415305452E0,2.048256159E0,9.571290575E-3,9.710074425E0
4.431972118E0,2.158325911E0,1.435693651E-1,9.918250084E0
4.448638784E0,2.172683001E0,1.483550072E-1,1.019581699E1
4.465305450E0,2.206182480E0,1.387837082E-1,1.032742214E1
4.481972116E0,2.172683001E0,1.220339537E-1,1.025803089E1
4.498638782E0,2.143969059E0,1.363908947E-1,1.017906761E1
4.515305448E0,2.129612207E0,1.579262912E-1,9.949356079E0
4.531972114E0,2.129612207E0,1.579262912E-1,9.949356079E0
4.548638780E0,2.129612207E0,1.579262912E-1,9.949356079E0
4.565305446E0,2.129612207E0,1.579262912E-1,9.949356079E0
4.581972112E0,2.129612207E0,1.579262912E-1,9.949356079E0
4.598638778E0,1.902294040E0,2.895315289E-1,1.017906761E1
4.615305444E0,1.844866276E0,2.584248483E-1,1.002114105E1
4.631972110E0,1.844866276E0,2.584248483E-1,1.002114105E1
4.648638776E0,1.631905079E0,1.363908947E-1,9.980463028E0
4.665305442E0,1.627119422E0,1.483550072E-1,1.013360405E1
4.681972108E0,1.787438512E0,2.201396823E-1,1.031067276E1
4.698638774E0,1.806581140E0,2.344966233E-1,1.038724327E1
4.715305440E0,1.732403636E0,1.818545163E-1,1.044945621E1
4.731972106E0,1.744367719E0,1.938186288E-1,1.044945621E1
4.748638772E0,1.768295884E0,2.225325108E-1,1.037288570E1
4.765305438E0,1.835294962E0,1.818545163E-1,1.029392338E1
4.781972104E0,1.804188251E0,2.057827413E-1,1.030588722E1
4.798638770E0,1.856830359E0,2.297109663E-1,1.043270683E1
4.815305436E0,1.861616015E0,1.914258152E-1,1.056431198E1
4.831972102E0,1.844866276E0,2.488535494E-1,1.055234814E1
4.848638768E0,1.837687731E0,2.823530734E-1,1.034656525E1
4.865305434E0,1.756331801E0,3.062812984E-1,1.009771156E1
4.881972100E0,1.596012712E0,2.967100143E-1,1.003310490E1
4.898638766E0,1.584048629E0,2.775674164E-1,1.011446095E1
4.915305432E0,1.564906001E0,3.421736360E-1,1.022453117E1
4.931972098E0,1.509871125E0,3.780659735E-1,1.044227791E1
4.948638764E0,1.462014675E0,4.594219327E-1,1.046142101E1
4.965305430E0,1.473978758E0,4.785645306E-1,1.041117096E1
4.981972096E0,1.497906923E0,4.570291340E-1,1.025085258E1
4.998638762E0,1.445264935E0,3.493520916E-1,1.010010433E1
5.015305428E0,1.421336651E0,2.344966233E-1,1.016949654E1
5.031972094E0,1.450050473E0,9.332008660E-2,1.027717304E1
5.048638760E0,1.502692580E0,2.871387079E-2,1.043509960E1
5.065305426E0,1.708475351E0,0.000000000E0,1.052841949E1
5.081972092E0,1.995614052E0,2.632104978E-2,1.053799057E1
5.098638758E0,2.179861546E0,8.135596663E-2,1.049491978E1
5.115305424E0,2.277967215E0,1.124626622E-1,1.049491978E1
5.131972090E0,2.210968018E0,-1.914258115E-2,1.065284634E1
5.148638756E0,2.026720762E0,-2.273181528E-1,1.066002464E1
5.165305422E0,1.957328916E0,-2.129612118E-1,1.071506023E1
5.181972088E0,2.086541414E0,-1.076770201E-1,1.068873882E1
5.198638754E0,2.132004976E0,1.172483116E-1,1.054756260E1
5.215305420E0,2.055434704E0,2.129612118E-1,1.034895802E1
5.231972086E0,1.878365755E0,3.469592929E-1,1.020060253E1
5.248638752E0,1.837687731E0,4.522434771E-1,1.009531879E1
5.265305418E0,1.734796405E0,4.713860750E-1,1.000678444E1
5.281972084E0,1.658226132E0,4.522434771E-1,9.954142570E0
5.298638750E0,1.756331801E0,5.216353536E-1,9.808179855E0
5.315305416E0,2.110469580E0,7.465606928E-1,8.886942863E0
5.331972082E0,2.256431818E0,4.977070987E-1,9.147761345E0
5.348638748E0,2.306680918E0,5.838487148E-1,9.552147865E0
5.365305414E0,2.184647083E0,6.699903607E-1,9.875179291E0
5.381972080E0,1.808973908E0,3.780659735E-1,9.879964828E0
5.398638746E0,1.682154298E0,5.479564071E-1,9.446864128E0
5.415305412E0,1.849651933E0,6.508477330E-1,9.700503349E0
5.431972078E0,1.990828395E0,7.848458290E-1,9.856036186E0
5.448638744E0,1.691725612E0,7.010970116E-1,9.848857880E0
5.465305410E0,1.531406522E0,4.953143001E-1,1.005464077E1
5.481972076E0,1.588834286E0,5.958128572E-1,1.035613632E1
5.498638742E0,1.799402595E0,5.982056856E-1,1.046381378E1
5.515305408E0,1.830509305E0,5.982056856E-1,1.045184898E1
5.531972074E0,1.727617979E0,6.125625968E-1,1.024845982E1
5.548638740E0,1.983649969E0,6.628118753E-1,1.014556789E1
5.565305406E0,2.012363911E0,5.455635786E-1,1.022931671E1
5.581972072E0,2.201396942E0,9.595218897E-1,1.011924744E1
5.598638738E0,2.799602509E0,1.409372568E0,1.029870892E1
5.615305404E0,3.656233072E0,2.093719721E0,1.092562866E1
5.631972070E0,3.890729666E0,2.493321180E0,1.097827053E1
5.648638736E0,3.531806231E0,2.129612207E0,1.041356373E1
5.665305402E0,3.017349243E0,1.825723648E0,9.887143135E0
5.681972068E0,2.840280533E0,2.344966173E0,9.458827972E0
5.698638734E0,2.950350285E0,3.194418192E0,9.056833267E0
5.715305400E0,3.488735437E0,3.735196114E0,9.083154678E0
5.731972066E0,3.728017569E0,3.938585997E0,9.394221306E0
5.748638732E0,3.572484255E0,4.010370731E0,9.162117958E0
5.765305398E0,3.005385160E0,3.558127165E0,7.834101200E0
5.781972064E0,1.964507341E0,2.340180635E0,7.869993687E0
5.798638730E0,1.172483087E0,1.844866276E0,8.796015739E0
5.815305396E0,2.031506538E0,1.158126116E0,1.156690502E1
5.831972062E0,2.667997360E0,1.746760458E-1,1.304088306E1
5.848638728E0,2.304288149E0,8.374879509E-2,1.295713425E1
5.865305394E0,2.021935225E0,9.930213690E-1,1.225125217E1
5.881972060E0,2.081755638E0,2.031506538E0,1.047817039E1
5.898638726E0,2.392822742E0,2.983849764E0,9.260223389E0
5.915305392E0,2.758924484E0,2.632104874E0,8.958727837E0
5.931972058E0,4.402793884E0,1.746760488E0,1.000917721E1
5.948638724E0,3.627519131E0,2.321038008E0,1.113858986E1
5.965305390E0,2.199003935E0,1.878365755E0,1.158126163E1
5.981972056E0,2.665604353E0,4.639683247E0,7.951349735E0
5.998638722E0,3.792623997E0,4.524827480E0,6.297909260E0
6.015305388E0,4.036691666E0,3.254238844E0,6.108876228E0
6.031972054E0,3.725624800E0,2.266003132E0,5.087141037E0
6.048638720E0,4.165904045E0,3.393022537E0,3.404986620E0
6.065305386E0,2.510071039E0,2.498106956E0,7.245467186E0
6.081972052E0,5.053641319E0,3.579662561E0,6.489335060E0
6.098638718E0,6.948757172E0,6.486942291E0,7.240681171E0
6.115305384E0,4.938786030E0,6.049055576E0,9.966106415E0
6.131972050E0,5.230710506E0,4.366901398E0,9.659825325E0
6.148638716E0,5.453242779E0,3.553341627E0,9.834501266E0
6.165305382E0,5.651846886E0,3.852444410E0,9.631111145E0
6.181972048E0,6.302694798E0,2.785245657E0,8.554341316E0
6.198638714E0,6.302694798E0,2.785245657E0,8.554341316E0
6.215305380E0,6.302694798E0,2.785245657E0,8.554341316E0
6.231972046E0,6.302694798E0,2.785245657E0,8.554341316E0
6.248638712E0,6.302694798E0,2.785245657E0,8.554341316E0
6.265305378E0,4.914857864E0,5.501099110E0,1.082752228E1
6.281972044E0,2.713460922E0,3.273381472E0,1.041356373E1
6.298638710E0,3.747160196E0,3.701696634E0,6.448657036E0
6.315305376E0,3.598805189E0,3.775874138E0,5.434100151E0
6.331972042E0,3.651447296E0,3.409772158E0,5.922235966E0
6.348638708E0,1.292124271E0,2.512463808E0,5.757131100E0
6.365305374E0,6.221339107E-1,2.289931297E0,4.240081787E0
6.381972040E0,1.052842021E0,1.105484009E0,3.677768469E0
6.398638706E0,1.392622828E0,7.561319470E-1,3.182454109E0
6.415305372E0,2.084148407E0,1.916650891E0,5.848058701E0
6.431972038E0,4.520041943E0,3.333201885E0,8.195417404E0
6.448638704E0,5.429314613E0,3.058027267E0,9.166903496E0
6.465305370E0,5.300102234E0,3.180061340E0,9.186046600E0
6.481972036E0,3.929014683E0,3.218346357E0,8.329415321E0
6.498638702E0,3.627519131E0,3.940979004E0,8.848658562E0
6.515305368E0,5.249852657E0,5.087141037E0,1.072463131E1
6.531972034E0,5.656632900E0,4.673182487E0,1.340459251E1
6.548638700E0,5.486742496E0,4.888536453E0,1.410090351E1
6.565305366E0,4.565505505E0,4.546362877E0,1.490967751E1
6.581972032E0,4.034298897E0,4.536791801E0,1.399322701E1
6.598638698E0,4.228117466E0,4.572684288E0,1.320598793E1
6.615305364E0,3.809373617E0,4.371686935E0,1.159801102E1
6.631972030E0,3.785445452E0,4.046263218E0,1.048295593E1
6.648638696E0,3.627519131E0,4.694717884E0,1.064088249E1
6.665305362E0,2.761317253E0,4.299902439E0,1.125583744E1
6.681972028E0,2.007578135E0,4.151547432E0,1.045902824E1
6.698638694E0,1.586441398E0,4.223331928E0,9.822537422E0
6.715305360E0,1.579262972E0,4.070191383E0,9.217152596E0
6.731972026E0,1.722832322E0,4.137190342E0,9.080761909E0
6.748638692E0,1.143769264E0,4.213760853E0,9.430113792E0
6.765305358E0,6.269195080E-1,4.173082829E0,9.686145782E0
6.781972024E0,5.742774606E-1,3.981656790E0,9.334401131E0
6.798638690E0,8.853443861E-1,3.991228104E0,8.542376518E0
6.815305356E0,1.064806104E0,3.952943087E0,8.032705307E0
6.831972022E0,8.279166222E-1,3.833301783E0,7.611568928E0
6.848638688E0,3.948157430E-1,4.223331928E0,7.865208149E0
6.865305354E0,-3.397808075E-1,4.185046673E0,8.745766640E0
6.881972020E0,-5.838487148E-1,4.309473515E0,8.626125336E0
6.898638686E0,-1.148554832E-1,4.436293125E0,8.221738815E0
6.915305352E0,8.590233326E-1,4.491328239E0,8.166703224E0
6.931972018E0,1.189232826E0,4.113262177E0,7.908278942E0
6.948638684E0,7.585247755E-1,4.039084435E0,7.992027760E0
6.965305350E0,3.373879790E-1,4.055834293E0,8.767302513E0
6.981972016E0,-1.555334777E-1,3.964907169E0,9.604789734E0
6.998638682E0,-1.009771109E0,3.306880951E0,9.554540634E0
7.015305348E0,-1.588834286E0,2.361716032E0,8.432307243E0
7.031972014E0,-1.450050473E0,1.550549030E0,7.764709473E0
7.048638680E0,-1.222732425E0,1.560120344E0,8.188239098E0
7.065305346E0,-1.521835208E0,2.048256159E0,1.030588722E1
