"Time (s)","Pressure (hPa)"
1.596521390E-1,9.986432495E2
1.996613060E-1,9.986344604E2
2.396496910E-1,9.986224976E2
2.796679720E-1,9.986281128E2
3.197250560E-1,9.986271362E2
3.596500560E-1,9.986249390E2
3.996682330E-1,9.986246948E2
4.396551080E-1,9.986293335E2
4.797089620E-1,9.986342163E2
5.196535970E-1,9.986395874E2
5.596528680E-1,9.986454468E2
5.996638580E-1,9.986554565E2
6.398830760E-1,9.986657104E2
6.796506280E-1,9.986784058E2
7.196692220E-1,9.986847534E2
7.596497430E-1,9.986862183E2
7.996562530E-1,9.986793823E2
8.396491180E-1,9.986774292E2
8.796496390E-1,9.986779175E2
9.196511490E-1,9.986784058E2
9.596495350E-1,9.986681519E2
9.996534930E-1,9.986569214E2
1.039650003E0,9.986532593E2
1.079651306E0,9.986520386E2
1.119650108E0,9.986495972E2
1.159654326E0,9.986461792E2
1.199650681E0,9.986456909E2
1.239651306E0,9.986527710E2
1.279650420E0,9.986359253E2
1.319649483E0,9.986290894E2
1.359650733E0,9.986176147E2
1.399649691E0,9.986046753E2
1.439651097E0,9.985995483E2
1.479654326E0,9.985958862E2
1.519653441E0,9.985961304E2
1.559654222E0,9.986039429E2
1.599735212E0,9.986039429E2
1.639653858E0,9.986027222E2
1.679786826E0,9.985956421E2
1.719652347E0,9.985993042E2
1.759648962E0,9.986068726E2
1.799649535E0,9.986080933E2
1.839650108E0,9.986100464E2
1.879650733E0,9.986102905E2
1.919649483E0,9.986105347E2
1.959653806E0,9.986222534E2
1.999650472E0,9.986249390E2
2.039653337E0,9.986178589E2
2.079882139E0,9.986190796E2
2.119653024E0,9.986198120E2
2.159650733E0,9.986276245E2
2.199654014E0,9.986295776E2
2.239652295E0,9.986329956E2
2.279649847E0,9.986369019E2
2.319650003E0,9.986332397E2
2.359650472E0,9.986383667E2
2.399651253E0,9.986237183E2
2.439659951E0,9.986249390E2
2.479650576E0,9.986351929E2
2.519649899E0,9.986329956E2
2.559653701E0,9.986329956E2
2.599650576E0,9.986334839E2
2.639649483E0,9.986310425E2
2.679650993E0,9.986349487E2
2.719715108E0,9.986344604E2
2.759650316E0,9.986383667E2
2.799715108E0,9.986310425E2
2.839651149E0,9.986351929E2
2.879662295E0,9.986427612E2
2.919650420E0,9.986449585E2
2.959659378E0,9.986410522E2
2.999664066E0,9.986471558E2
3.039660628E0,9.986422729E2
3.079662608E0,9.986505737E2
3.119831618E0,9.986564331E2
3.159659326E0,9.986598511E2
3.199651514E0,9.986774292E2
3.239653493E0,9.986845093E2
3.279661462E0,9.986950073E2
3.319766931E0,9.986928101E2
3.359649431E0,9.986937866E2
3.399650576E0,9.986845093E2
3.439650576E0,9.986803589E2
3.479649743E0,9.986671753E2
3.519654795E0,9.986635132E2
3.559682712E0,9.986593628E2
3.599652295E0,9.986693726E2
3.639650368E0,9.986718140E2
3.679650264E0,9.986620483E2
3.719832972E0,9.986515503E2
3.759665785E0,9.986498413E2
3.799650837E0,9.986405640E2
3.839649587E0,9.986371460E2
3.879653753E0,9.986268921E2
3.919834743E0,9.986205444E2
3.959649795E0,9.986278687E2
3.999650941E0,9.986283569E2
4.039651618E0,9.986315308E2
4.079659483E0,9.986351929E2
4.119707556E0,9.986415405E2
4.159772556E0,9.986444702E2
4.199651149E0,9.986422729E2
4.239650472E0,9.986354370E2
4.279659847E0,9.986452026E2
4.319654118E0,9.986456909E2
4.359722503E0,9.986373901E2
4.399650003E0,9.986393433E2
4.439654170E0,9.986461792E2
4.479649170E0,9.986459351E2
4.519662972E0,9.986447144E2
4.559650368E0,9.986354370E2
4.599650316E0,9.986373901E2
4.639651618E0,9.986327515E2
4.679661931E0,9.986464233E2
4.719650003E0,9.986503296E2
4.759653076E0,9.986527710E2
4.799651358E0,9.986559448E2
4.839650628E0,9.986600952E2
4.879648806E0,9.986598511E2
4.919649899E0,9.986561890E2
4.959799326E0,9.986549683E2
4.999649535E0,9.986554565E2
5.039920524E0,9.986574097E2
5.079649483E0,9.986610718E2
5.119650576E0,9.986642456E2
5.159653701E0,9.986574097E2
5.199654014E0,9.986473999E2
5.239650108E0,9.986459351E2
5.279648962E0,9.986449585E2
5.319653649E0,9.986503296E2
5.359652920E0,9.986554565E2
5.399686201E0,9.986525269E2
5.439650264E0,9.986561890E2
5.479649847E0,9.986459351E2
5.519650212E0,9.986432495E2
5.559853493E0,9.986383667E2
5.599650316E0,9.986373901E2
5.639756983E0,9.986307983E2
5.679656097E0,9.986283569E2
5.719665160E0,9.986246948E2
5.759858181E0,9.986227417E2
5.799802399E0,9.986273804E2
5.839650628E0,9.986476440E2
5.879650524E0,9.986552124E2
5.919650316E0,9.986578979E2
5.959655316E0,9.986557007E2
5.999774899E0,9.986542358E2
6.039650368E0,9.986557007E2
6.079660889E0,9.986652222E2
6.119661566E0,9.986884155E2
6.159650003E0,9.987006226E2
6.199652503E0,9.987184448E2
6.239745628E0,9.987467651E2
6.279650576E0,9.987684937E2
6.319649847E0,9.987736206E2
6.359650108E0,9.987333374E2
6.399649795E0,9.987011108E2
6.439683649E0,9.986893921E2
6.479650420E0,9.986842651E2
6.519651774E0,9.986869507E2
6.559659639E0,9.986959839E2
6.599848181E0,9.987128296E2
6.639649847E0,9.987235718E2
6.679656514E0,9.987323608E2
6.719661878E0,9.987257690E2
6.759655837E0,9.987164917E2
6.799650160E0,9.986957397E2
6.839659378E0,9.986764526E2
6.879651201E0,9.986598511E2
6.919649951E0,9.986561890E2
6.959650316E0,9.986500854E2
6.999650316E0,9.986600952E2
7.039760681E0,9.986688843E2
7.079649691E0,9.987179565E2
7.119656826E0,9.987814331E2
7.159652608E0,9.988598022E2
7.199651253E0,9.989266968E2
7.239649847E0,9.989279175E2
7.279780941E0,9.989301147E2
7.319657451E0,9.988952026E2
7.359650056E0,9.988737183E2
7.399649847E0,9.988175659E2
7.439885785E0,9.987616577E2
7.479671253E0,9.987350464E2
7.519650681E0,9.987299194E2
7.559654118E0,9.987196655E2
7.599652764E0,9.986871948E2
7.639849535E0,9.986698608E2
7.679650108E0,9.986320190E2
7.719650576E0,9.985844116E2
7.759652920E0,9.985724487E2
7.799662972E0,9.985736694E2
7.839650264E0,9.985355835E2
7.879652868E0,9.984774780E2
7.919655003E0,9.984237671E2
7.959654535E0,9.983900757E2
7.999649847E0,9.983751831E2
8.039651878E0,9.983805542E2
8.079762035E0,9.983993530E2
8.119650056E0,9.984088745E2
8.159650316E0,9.984459839E2
8.199651514E0,9.984706421E2
8.239652816E0,9.984926147E2
8.279660108E0,9.985248413E2
8.319651253E0,9.985570679E2
8.359653858E0,9.985680542E2
8.399660472E0,9.985643921E2
8.439659795E0,9.985570679E2
8.479656253E0,9.985485229E2
8.519671462E0,9.985455933E2
8.559656462E0,9.985534058E2
8.599650264E0,9.985587769E2
8.639650368E0,9.985573120E2
8.679865003E0,9.985726929E2
8.719650212E0,9.985844116E2
8.759654483E0,9.986058960E2
8.799651306E0,9.986171265E2
8.839662503E0,9.986198120E2
8.879649535E0,9.986420288E2
8.919883024E0,9.986412964E2
8.959650212E0,9.986376343E2
8.999650160E0,9.986266479E2
9.039649639E0,9.986251831E2
9.079653597E0,9.986266479E2
9.119786097E0,9.986264038E2
9.159650160E0,9.986325073E2
9.199812503E0,9.986227417E2
9.239649170E0,9.986183472E2
9.279650524E0,9.986298218E2
9.319650108E0,9.986344604E2
9.359649691E0,9.986354370E2
9.399650941E0,9.986356812E2
9.439649639E0,9.986517944E2
9.479650160E0,9.986637573E2
9.519653910E0,9.986786499E2
9.559650108E0,9.986935425E2
9.599649587E0,9.986884155E2
9.639649847E0,9.986759644E2
9.679650628E0,9.986859741E2
9.719858024E0,9.986820679E2
9.759649431E0,9.986713257E2
9.799719691E0,9.986637573E2
9.839651878E0,9.986657104E2
9.879655316E0,9.986549683E2
9.919649743E0,9.986527710E2
9.959653806E0,9.986539917E2
9.999649535E0,9.986542358E2
1.003965047E1,9.986517944E2
1.007964985E1,9.986510620E2
1.011965021E1,9.986505737E2
1.015965068E1,9.986517944E2
1.019965068E1,9.986637573E2
1.023965318E1,9.986652222E2
1.027965177E1,9.986693726E2
1.031964969E1,9.986713257E2
1.035965026E1,9.986561890E2
1.039964943E1,9.986571655E2
1.043965188E1,9.986600952E2
1.047965037E1,9.986727905E2
1.051965037E1,9.986635132E2
1.055965245E1,9.986532593E2
1.059964948E1,9.986471558E2
1.063965037E1,9.986427612E2
1.067965584E1,9.986332397E2
1.071965448E1,9.986268921E2
1.075966188E1,9.986144409E2
1.079965037E1,9.986193237E2
1.083976354E1,9.986112671E2
1.087965370E1,9.986115112E2
1.091966079E1,9.986127319E2
1.095966469E1,9.986193237E2
1.099965797E1,9.986205444E2
1.103990427E1,9.986137085E2
1.107964896E1,9.986129761E2
1.111965391E1,9.986144409E2
1.115966235E1,9.986122437E2
1.119965120E1,9.986024780E2
1.123965151E1,9.986029663E2
1.127969907E1,9.986017456E2
1.131965188E1,9.985912476E2
1.135965594E1,9.985831909E2
1.139965485E1,9.985783081E2
1.143978339E1,9.985819702E2
1.147965037E1,9.985819702E2
1.151964948E1,9.985873413E2
1.155966146E1,9.985846558E2
1.159965313E1,9.985858765E2
1.163972292E1,9.985878296E2
1.167964974E1,9.988204956E2
1.171965016E1,9.990902710E2
1.175965521E1,9.991952515E2
1.179965084E1,9.992177124E2
1.183964964E1,9.993219604E2
1.187977354E1,9.996261597E2
1.191965235E1,9.997323608E2
1.195965058E1,9.993663940E2
1.199965745E1,9.989608765E2
1.203965037E1,9.987401733E2
1.207965980E1,9.987111206E2
1.211964964E1,9.986676636E2
1.215966099E1,9.986720581E2
1.219965011E1,9.987921753E2
1.223982636E1,9.988126831E2
1.227965079E1,9.986764526E2
1.231965011E1,9.986051636E2
1.235965073E1,9.985338745E2
1.239966448E1,9.985194702E2
1.243964985E1,9.985939331E2
1.247965907E1,9.985856323E2
1.251965021E1,9.985929565E2
1.255964912E1,9.986083374E2
1.259965011E1,9.986066284E2
1.263965104E1,9.985783081E2
1.267974631E1,9.985360718E2
1.271965058E1,9.984721069E2
1.275965954E1,9.984049683E2
1.279965427E1,9.983549194E2
1.283965104E1,9.983234253E2
1.287966115E1,9.983197632E2
1.291981068E1,9.983339233E2
1.295965547E1,9.983707886E2
1.299964985E1,9.984044800E2
1.303965787E1,9.984511108E2
1.307965068E1,9.985065308E2
1.311966766E1,9.985582886E2
1.315965308E1,9.986058960E2
1.319965688E1,9.986381226E2
1.323965026E1,9.986608276E2
1.327994032E1,9.986959839E2
1.331965120E1,9.987472534E2
1.335966011E1,9.988065796E2
1.339965459E1,9.988385620E2
1.343965412E1,9.988449097E2
1.347965115E1,9.988214722E2
1.351965396E1,9.987875366E2
1.355976922E1,9.987545776E2
1.359965063E1,9.987269897E2
1.363964938E1,9.987011108E2
1.367965276E1,9.986876831E2
