"Time (s)","Pressure (hPa)"
8.045075576E0,1.004947937E3
8.085068857E0,1.004938660E3
8.125071930E0,1.004943787E3
8.165073336E0,1.004915955E3
8.205069794E0,1.004923035E3
8.245068961E0,1.004903748E3
8.285449274E0,1.004898132E3
8.325069221E0,1.004883728E3
8.365075211E0,1.004883484E3
8.405068857E0,1.004894714E3
8.445355003E0,1.004918884E3
8.485078440E0,1.004920593E3
8.525068388E0,1.004923279E3
8.565071409E0,1.004952576E3
8.605069794E0,1.005011902E3
8.645069117E0,1.005090759E3
8.685068701E0,1.005069763E3
8.725071774E0,1.005045837E3
8.765072138E0,1.005025085E3
8.805147555E0,1.005023132E3
8.845080419E0,1.005011902E3
8.885075055E0,1.004987488E3
8.925069169E0,1.004974060E3
8.965647503E0,1.004968689E3
9.005069430E0,1.004964783E3
9.045077190E0,1.004972595E3
9.085474846E0,1.004968445E3
9.125073649E0,1.004974548E3
9.165068180E0,1.004969910E3
9.205073336E0,1.004971130E3
9.245080732E0,1.004972351E3
9.285093909E0,1.004976257E3
9.325068909E0,1.004974548E3
9.365936669E0,1.004979919E3
9.405072503E0,1.004991394E3
9.445071826E0,1.004997009E3
9.485071826E0,1.005004822E3
9.525068649E0,1.004995300E3
9.565345940E0,1.004999939E3
9.605068857E0,1.005000916E3
9.645068805E0,1.005004333E3
9.685076826E0,1.005004578E3
9.725091201E0,1.005000427E3
9.765069117E0,1.005008728E3
9.805072034E0,1.005013855E3
9.845069117E0,1.005026062E3
9.885081513E0,1.005033142E3
9.925071930E0,1.005029968E3
9.965075628E0,1.005035095E3
1.000509427E1,1.005040955E3
1.004507282E1,1.005065613E3
1.008506828E1,1.005165466E3
1.012511933E1,1.005246521E3
1.016507245E1,1.005304626E3
1.020508078E1,1.005273865E3
1.024520323E1,1.005210876E3
1.028507656E1,1.005153259E3
1.032506875E1,1.005120789E3
1.036506854E1,1.005094421E3
1.040506880E1,1.005069275E3
1.044507448E1,1.005044373E3
1.048562563E1,1.005029724E3
1.052507136E1,1.005014099E3
1.056517485E1,1.004997498E3
1.060508990E1,1.004994568E3
1.064506875E1,1.005009705E3
1.068506886E1,1.005024597E3
1.072511068E1,1.005030945E3
1.076507578E1,1.005023132E3
1.080506875E1,1.005030212E3
1.084507256E1,1.005041931E3
1.088508146E1,1.005021423E3
1.092507016E1,1.005000671E3
1.096506875E1,1.004981384E3
1.100507443E1,1.004972351E3
1.104507729E1,1.004968445E3
1.108506854E1,1.004977478E3
1.112507256E1,1.004983337E3
1.116506875E1,1.004982605E3
1.120507120E1,1.004978699E3
1.124507756E1,1.004973816E3
1.128506844E1,1.004997986E3
1.132548245E1,1.005119324E3
1.136506839E1,1.005363953E3
1.140506886E1,1.005568787E3
1.144509823E1,1.005826843E3
1.148507089E1,1.006147400E3
1.152507433E1,1.006484802E3
1.156507698E1,1.006715027E3
1.160507172E1,1.006919861E3
1.164507198E1,1.007106384E3
1.168507776E1,1.007259216E3
1.172507130E1,1.007346130E3
1.176507250E1,1.007300720E3
1.180549282E1,1.007164246E3
1.184506865E1,1.006920837E3
1.188506917E1,1.006655212E3
1.192535172E1,1.006422302E3
1.196508167E1,1.006165466E3
1.200506792E1,1.005814636E3
1.204506891E1,1.004909607E3
1.208506917E1,1.004556580E3
1.212506875E1,1.004283142E3
1.216506927E1,1.004085876E3
1.220507318E1,1.003957947E3
1.224506886E1,1.003879089E3
1.228506881E1,1.003841736E3
1.232507328E1,1.003845642E3
1.236507308E1,1.003900330E3
1.240509125E1,1.004026794E3
1.244508407E1,1.004051697E3
1.248507037E1,1.004097351E3
1.252508323E1,1.004171082E3
1.256507271E1,1.004237732E3
1.260507177E1,1.004269470E3
1.264506896E1,1.004309021E3
1.268509162E1,1.004359314E3
1.272506860E1,1.004449646E3
1.276507448E1,1.004587097E3
1.280507339E1,1.004700623E3
1.284507256E1,1.004804871E3
1.288506849E1,1.004871033E3
1.292506854E1,1.004905945E3
1.296506881E1,1.004940369E3
1.300507302E1,1.004944275E3
1.304506907E1,1.004962097E3
1.308512438E1,1.004977234E3
1.312507703E1,1.004993103E3
1.316507651E1,1.005012878E3
1.320506776E1,1.005039246E3
1.324507813E1,1.005050476E3
1.328508381E1,1.005064148E3
1.332507151E1,1.005074890E3
1.336506896E1,1.005077332E3
1.340508203E1,1.005073669E3
1.344507172E1,1.005060974E3
1.348507120E1,1.005042664E3
1.352507235E1,1.005007996E3
1.356507354E1,1.004971130E3
1.360507662E1,1.004936218E3
1.364506860E1,1.004927673E3
1.368506854E1,1.004933533E3
1.372507823E1,1.004943298E3
1.376508896E1,1.004956238E3
1.380508224E1,1.004968445E3
1.384506953E1,1.004972839E3
1.388506938E1,1.004983093E3
1.392506974E1,1.005008972E3
1.396508203E1,1.005059753E3
1.400522125E1,1.005114197E3
1.404508172E1,1.005085876E3
1.408507214E1,1.005011169E3
1.412506865E1,1.004879333E3
1.416619818E1,1.004760193E3
1.420507245E1,1.004686707E3
1.424566167E1,1.004636169E3
1.428507219E1,1.004597107E3
1.432514677E1,1.004577820E3
1.436507448E1,1.004575134E3
1.440507214E1,1.004585388E3
1.444506818E1,1.004610779E3
1.448506927E1,1.004624695E3
1.452507537E1,1.004649597E3
1.456507360E1,1.004676697E3
1.460506839E1,1.004692078E3
1.464507183E1,1.004713074E3
1.468506938E1,1.004741638E3
1.472507245E1,1.004772888E3
1.476507886E1,1.004816345E3
1.480508235E1,1.004850525E3
1.484507162E1,1.004881287E3
1.488506823E1,1.004914246E3
1.492508250E1,1.004950378E3
1.496507271E1,1.004993347E3
1.500506886E1,1.005028748E3
1.504506813E1,1.005066101E3
1.508507657E1,1.005129333E3
1.512506886E1,1.005221375E3
1.516507328E1,1.005312683E3
1.520562000E1,1.005338074E3
1.524508058E1,1.005295593E3
1.528507125E1,1.005341492E3
1.532515495E1,1.005356628E3
1.536620448E1,1.005248718E3
1.540507214E1,1.005118103E3
1.544508172E1,1.005024109E3
1.548506818E1,1.004952576E3
1.552509568E1,1.004873230E3
1.556506959E1,1.004810974E3
1.560506839E1,1.004764587E3
1.564506953E1,1.004716492E3
1.568507078E1,1.004679871E3
1.572507646E1,1.004680847E3
1.576508016E1,1.004687927E3
1.580601688E1,1.004707703E3
1.584506880E1,1.004732605E3
1.588506849E1,1.004763611E3
1.592507209E1,1.004804626E3
1.596569740E1,1.004859314E3
1.600507552E1,1.004921326E3
1.604506896E1,1.005001404E3
1.608506953E1,1.005134705E3
1.612507459E1,1.005307556E3
1.616507381E1,1.005488220E3
1.620507136E1,1.005584412E3
1.624507297E1,1.005608337E3
1.628506860E1,1.005574402E3
1.632506875E1,1.005482361E3
1.636507349E1,1.005343201E3
1.640507167E1,1.005187439E3
1.644507354E1,1.005035828E3
1.648506969E1,1.004938416E3
1.652506802E1,1.004864441E3
1.656506896E1,1.004799500E3
1.660506912E1,1.004751648E3
1.664507224E1,1.004722595E3
1.668507068E1,1.004694763E3
1.672506880E1,1.004684509E3
1.676506948E1,1.004696472E3
1.680507506E1,1.004701355E3
1.684506891E1,1.004736023E3
1.688506922E1,1.004758484E3
1.692506881E1,1.004781921E3
1.696507261E1,1.004824402E3
1.700507656E1,1.004895691E3
1.704506985E1,1.004974060E3
1.708506834E1,1.005049255E3
1.712506943E1,1.005096130E3
1.716507698E1,1.005104675E3
1.720508479E1,1.005098572E3
1.724509511E1,1.005110535E3
1.728517334E1,1.005058777E3
1.732507797E1,1.004989685E3
1.736507386E1,1.004927429E3
1.740507719E1,1.004857117E3
1.744508037E1,1.004805847E3
1.748508235E1,1.004774109E3
1.752507401E1,1.004768005E3
1.756507334E1,1.004772644E3
1.760507490E1,1.004781433E3
1.764507979E1,1.004801697E3
1.768526719E1,1.004841736E3
1.772507396E1,1.004880554E3
1.776509032E1,1.004948425E3
1.780511631E1,1.005037781E3
1.784508495E1,1.005129333E3
1.788508037E1,1.005189392E3
1.792508323E1,1.005217468E3
1.796507724E1,1.005182312E3
1.800517688E1,1.005094421E3
1.804507782E1,1.005015564E3
1.808507745E1,1.004976746E3
1.812507375E1,1.004949402E3
1.816507328E1,1.004941833E3
1.820508433E1,1.004929382E3
1.824508688E1,1.004944763E3
1.828507360E1,1.004977478E3
1.832507292E1,1.005001648E3
1.836509683E1,1.005028015E3
1.840507433E1,1.005037048E3
1.844507328E1,1.005048035E3
1.848510021E1,1.005092712E3
1.852507365E1,1.005142761E3
1.856507448E1,1.005155701E3
1.860507761E1,1.005204041E3
1.864523016E1,1.005210144E3
1.868507396E1,1.005187195E3
1.872508782E1,1.005126404E3
1.876509500E1,1.005019226E3
1.880511287E1,1.004914978E3
1.884507844E1,1.004846130E3
1.888507729E1,1.004812439E3
1.892507380E1,1.004796570E3
1.896521443E1,1.004796814E3
1.900507427E1,1.004799500E3
1.904508464E1,1.004814880E3
1.908508656E1,1.004862732E3
1.912507870E1,1.004910095E3
1.916507313E1,1.004972107E3
1.920507406E1,1.005003113E3
1.924514604E1,1.004996765E3
1.928507396E1,1.004974548E3
1.932507485E1,1.004931335E3
1.936507365E1,1.004897156E3
1.940509818E1,1.004895691E3
1.944507318E1,1.004904236E3
1.948507433E1,1.004929871E3
1.952508094E1,1.004964294E3
1.956509094E1,1.004999695E3
1.960508834E1,1.005046082E3
1.964508209E1,1.005116638E3
1.968507302E1,1.005192810E3
1.972507808E1,1.005249695E3
1.976507485E1,1.005299744E3
1.980507901E1,1.005277527E3
1.984508026E1,1.005172058E3
1.988530401E1,1.005044128E3
1.992533099E1,1.004937439E3
1.996613922E1,1.004863953E3
2.000508141E1,1.004809021E3
2.004507834E1,1.004790466E3
2.008508261E1,1.004779968E3
2.012515506E1,1.004790955E3
2.016508427E1,1.004822693E3
2.020508026E1,1.004899597E3
2.024507339E1,1.004976013E3
2.028507375E1,1.005022400E3
2.032508037E1,1.005024841E3
2.036507813E1,1.004993835E3
2.040507308E1,1.004942810E3
2.044507380E1,1.004900330E3
2.048507745E1,1.004873962E3
2.052507261E1,1.004892273E3
2.056507349E1,1.004913513E3
2.060507375E1,1.004933289E3
2.064507412E1,1.004953308E3
2.068507287E1,1.004984558E3
2.072507308E1,1.005058289E3
2.076508448E1,1.005136414E3
2.080507953E1,1.005238220E3
2.084508063E1,1.005339050E3
2.088507792E1,1.005397888E3
2.092508828E1,1.005401794E3
2.096507334E1,1.005294861E3
2.100507318E1,1.005131287E3
2.104508599E1,1.004982849E3
2.108507797E1,1.004876648E3
2.112507485E1,1.004805359E3
2.116507808E1,1.004759705E3
2.120508214E1,1.004744080E3
2.124507370E1,1.004759216E3
2.128507688E1,1.004806335E3
2.132508328E1,1.004851501E3
2.136517386E1,1.004883972E3
2.140507558E1,1.004872742E3
2.144507787E1,1.004845154E3
2.148508308E1,1.004815369E3
2.152509391E1,1.004793640E3
2.156507974E1,1.004791931E3
2.160507380E1,1.004807068E3
2.164507495E1,1.004864197E3
2.168508058E1,1.004915466E3
2.172507427E1,1.004994324E3
2.176507235E1,1.005067322E3
2.180507500E1,1.005158630E3
2.184509578E1,1.005210876E3
2.188507380E1,1.005193542E3
2.192507495E1,1.005134949E3
2.196508615E1,1.005043152E3
2.200507724E1,1.004942078E3
2.204507427E1,1.004857605E3
2.208507964E1,1.004817810E3
2.212508740E1,1.004798767E3
2.216543172E1,1.004786560E3
2.220507776E1,1.004800232E3
2.224507724E1,1.004838806E3
2.228507370E1,1.004900818E3
2.232507422E1,1.004922058E3
2.236507735E1,1.004898132E3
2.240508063E1,1.004858337E3
2.244507787E1,1.004843201E3
2.248507396E1,1.004831726E3
2.252508245E1,1.004826111E3
2.256507698E1,1.004837830E3
2.260509042E1,1.004866638E3
2.264507740E1,1.004919861E3
2.268515302E1,1.004988464E3
2.272508250E1,1.005036560E3
2.276536516E1,1.005114929E3
2.280507776E1,1.005224792E3
2.284510344E1,1.005308777E3
2.288507422E1,1.005330261E3
2.292507375E1,1.005276062E3
2.296507714E1,1.005018738E3
2.300507761E1,1.004916931E3
2.304507646E1,1.004843933E3
2.308602964E1,1.004801697E3
2.312507724E1,1.004783875E3
2.316509245E1,1.004785828E3
2.320512115E1,1.004822205E3
2.324508000E1,1.004880554E3
2.328508256E1,1.004930359E3
2.332507578E1,1.004932312E3
2.336507906E1,1.004893494E3
2.340507365E1,1.004852966E3
2.344507792E1,1.004829285E3
2.348507771E1,1.004822937E3
2.352509860E1,1.004826111E3
2.356507396E1,1.004839783E3
2.360508360E1,1.004870300E3
2.364507381E1,1.004929382E3
2.368507761E1,1.004996277E3
2.372507896E1,1.005061707E3
2.376507964E1,1.005181335E3
2.380507375E1,1.005242615E3
2.384509417E1,1.005278503E3
2.388509766E1,1.005244812E3
2.392507318E1,1.005128845E3
2.396507532E1,1.004989685E3
2.400507354E1,1.004886414E3
2.404508433E1,1.004831482E3
2.408507823E1,1.004806824E3
2.412507547E1,1.004801208E3
2.416507792E1,1.004818054E3
2.420509756E1,1.004870544E3
2.424507417E1,1.004913025E3
2.428509167E1,1.004932312E3
2.432508334E1,1.004930603E3
2.436515933E1,1.004900818E3
2.440509474E1,1.004874207E3
2.444509344E1,1.004854675E3
2.448508318E1,1.004858093E3
2.452510870E1,1.004889587E3
2.456508422E1,1.004943787E3
2.460509599E1,1.005017761E3
2.464508370E1,1.005122009E3
2.468507360E1,1.005231628E3
2.472507735E1,1.005310242E3
2.476507693E1,1.005375671E3
2.480507381E1,1.005431335E3
2.484507401E1,1.005420837E3
2.488507391E1,1.005327576E3
2.492507406E1,1.005190369E3
2.496507740E1,1.005056580E3
2.500507334E1,1.004940857E3
2.504507370E1,1.004848083E3
2.508521183E1,1.004790466E3
2.512507370E1,1.004750671E3
2.516509370E1,1.004747253E3
2.520507334E1,1.004776062E3
2.524541271E1,1.004831726E3
2.528507349E1,1.004871765E3
2.532508094E1,1.004841248E3
2.536507677E1,1.004780945E3
2.540508433E1,1.004739929E3
2.544507360E1,1.004726990E3
2.548509469E1,1.004743103E3
2.552508344E1,1.004758728E3
2.556507339E1,1.004803894E3
2.560508021E1,1.004874695E3
2.564507381E1,1.004969910E3
2.568507412E1,1.005086609E3
2.572507365E1,1.005230896E3
2.576508610E1,1.005353210E3
2.580507396E1,1.005392517E3
2.584509193E1,1.005344421E3
2.588507422E1,1.005238708E3
2.592508125E1,1.005104431E3
2.596507662E1,1.004970154E3
2.600523792E1,1.004872253E3
2.604508636E1,1.004802185E3
2.608507683E1,1.004759949E3
2.612510969E1,1.004757751E3
2.616508427E1,1.004772156E3
2.620508422E1,1.004821472E3
2.624507761E1,1.004875183E3
2.628508636E1,1.004883240E3
2.632507318E1,1.004847351E3
2.636507537E1,1.004806091E3
2.640507818E1,1.004810974E3
2.644507771E1,1.004811951E3
2.648507667E1,1.004808289E3
2.652507802E1,1.004855652E3
2.656509563E1,1.004934265E3
2.660507495E1,1.005125671E3
2.664508162E1,1.005206238E3
2.668507266E1,1.005300232E3
2.672507380E1,1.005352722E3
2.676531542E1,1.005322449E3
2.680507500E1,1.005261902E3
2.684508631E1,1.005139832E3
2.688508542E1,1.004987732E3
2.692509526E1,1.004863953E3
2.696510016E1,1.004791443E3
2.700508240E1,1.004758972E3
2.704508016E1,1.004753113E3
2.708507787E1,1.004789490E3
2.712507943E1,1.004840027E3
2.716507318E1,1.004866882E3
2.720507719E1,1.004871277E3
2.724508443E1,1.004849304E3
2.728507276E1,1.004828552E3
2.732510136E1,1.004795837E3
2.736509719E1,1.004789246E3
2.740507391E1,1.004800720E3
2.744508282E1,1.004831970E3
2.748519459E1,1.004903992E3
2.752507349E1,1.005005066E3
2.756507448E1,1.005121277E3
2.760510500E1,1.005249695E3
2.764507750E1,1.005357605E3
2.768507381E1,1.005379822E3
2.772507375E1,1.005328308E3
2.776508157E1,1.005276794E3
2.780507787E1,1.005180359E3
2.784507318E1,1.005041199E3
2.788507474E1,1.004915710E3
2.792507297E1,1.004827576E3
2.796509474E1,1.004779236E3
2.800508490E1,1.004746033E3
2.804507339E1,1.004758484E3
2.808508907E1,1.004800964E3
2.812509235E1,1.004836853E3
2.816510526E1,1.004856384E3
2.820507766E1,1.004849304E3
2.824508136E1,1.004840515E3
2.828507771E1,1.004827820E3
2.832507354E1,1.004825134E3
2.836507391E1,1.004846619E3
2.840507370E1,1.004875671E3
2.844507802E1,1.004925964E3
2.848507224E1,1.005018738E3
2.852508584E1,1.005116394E3
2.856509953E1,1.005214294E3
2.860509131E1,1.005300232E3
2.864507386E1,1.005379089E3
2.868507422E1,1.005445007E3
2.872508302E1,1.005396423E3
2.876507761E1,1.005308044E3
2.880507365E1,1.005176697E3
2.884507521E1,1.005018005E3
2.888507386E1,1.004882751E3
2.892507516E1,1.004793640E3
2.896507360E1,1.004735535E3
2.900508214E1,1.004702576E3
2.904515573E1,1.004713806E3
2.908508058E1,1.004757996E3
2.912507693E1,1.004789001E3
2.916509026E1,1.004785583E3
2.920508740E1,1.004749695E3
2.924507453E1,1.004714783E3
2.928509880E1,1.004700378E3
2.932508417E1,1.004713074E3
2.936507771E1,1.004733093E3
2.940508406E1,1.004773132E3
2.944508349E1,1.004856873E3
2.948509990E1,1.004975281E3
2.952507506E1,1.005106384E3
2.956526433E1,1.005210144E3
2.960507828E1,1.005278503E3
2.964507839E1,1.005333191E3
2.968507386E1,1.005369080E3
2.972508948E1,1.005338074E3
2.976508964E1,1.005249939E3
2.980519563E1,1.005118347E3
2.984507339E1,1.004999695E3
2.988507365E1,1.004879333E3
2.992509500E1,1.004796814E3
2.996507370E1,1.004729675E3
3.000507735E1,1.004686951E3
3.004507573E1,1.004677185E3
3.008509240E1,1.004705261E3
3.012509130E1,1.004733093E3
3.016507818E1,1.004728455E3
3.020508068E1,1.004700867E3
3.024517735E1,1.004684998E3
3.028620953E1,1.004700867E3
3.032508344E1,1.004730408E3
3.036507662E1,1.004771423E3
3.040507881E1,1.004812439E3
3.044508000E1,1.004866394E3
3.048615349E1,1.004976746E3
3.052507589E1,1.005113220E3
3.056509094E1,1.005220398E3
3.060508224E1,1.005268250E3
3.064507433E1,1.005275818E3
3.068509396E1,1.005230164E3
3.072544485E1,1.005134705E3
3.076507761E1,1.005007263E3
3.080507354E1,1.004908630E3
3.084526266E1,1.004850037E3
3.088507396E1,1.004822449E3
3.092507271E1,1.004800476E3
3.096508828E1,1.004773621E3
3.100507844E1,1.004759460E3
3.104507370E1,1.004773621E3
3.108512516E1,1.004800476E3
3.112508157E1,1.004794617E3
3.116507880E1,1.004794861E3
3.120507360E1,1.004789246E3
3.124507386E1,1.004782654E3
3.128507823E1,1.004767273E3
3.132507662E1,1.004761902E3
3.136563000E1,1.004773376E3
3.140508209E1,1.004804382E3
3.144509651E1,1.004846130E3
3.148507771E1,1.004868347E3
3.152507792E1,1.004920837E3
3.156510969E1,1.004993347E3
3.160507443E1,1.005103699E3
3.164509344E1,1.005203796E3
3.168508610E1,1.005268738E3
3.172509266E1,1.005301208E3
3.176509604E1,1.005333191E3
3.180507422E1,1.005299255E3
3.184518886E1,1.005193298E3
3.188509261E1,1.005080994E3
3.192508375E1,1.004987976E3
3.196508011E1,1.004895691E3
3.200507526E1,1.004805115E3
3.204508401E1,1.004747253E3
3.208507828E1,1.004729187E3
3.212507401E1,1.004727234E3
3.216510287E1,1.004745056E3
3.220507370E1,1.004790222E3
3.224508506E1,1.004843689E3
3.228513610E1,1.004863708E3
3.232507412E1,1.004839783E3
3.236507511E1,1.004812439E3
3.240507433E1,1.004802185E3
3.244507401E1,1.004787781E3
3.248507818E1,1.004787781E3
3.252507959E1,1.004810486E3
3.256507349E1,1.004834412E3
3.260517594E1,1.004884705E3
3.264507344E1,1.004963562E3
3.268509167E1,1.005051697E3
3.272508245E1,1.005169128E3
3.276508433E1,1.005248962E3
3.280509183E1,1.005328796E3
3.284507235E1,1.005371521E3
3.288508011E1,1.005394470E3
3.292507703E1,1.005334167E3
3.296564953E1,1.005226257E3
3.300507401E1,1.005093201E3
3.304507771E1,1.004961853E3
3.308507854E1,1.004847351E3
3.312507261E1,1.004779236E3
3.316508573E1,1.004727966E3
3.320519974E1,1.004693298E3
3.324507464E1,1.004683289E3
3.328507318E1,1.004711609E3
3.332508094E1,1.004758972E3
3.336508464E1,1.004802429E3
3.340507459E1,1.004821228E3
3.344508146E1,1.004821960E3
3.348507787E1,1.004799744E3
3.352510443E1,1.004778992E3
3.356507906E1,1.004768738E3
3.360507433E1,1.004775330E3
3.364507453E1,1.004766541E3
3.368508964E1,1.004783875E3
3.372507797E1,1.004821472E3
3.376508532E1,1.004894958E3
3.380518865E1,1.004973328E3
3.384508396E1,1.005054871E3
3.388507709E1,1.005143005E3
3.392507313E1,1.005348083E3
3.396509287E1,1.005393738E3
3.400509599E1,1.005424988E3
3.404507667E1,1.005406677E3
3.408507813E1,1.005332458E3
3.412507875E1,1.005208191E3
3.416508756E1,1.005083923E3
3.420507771E1,1.004972839E3
3.424507334E1,1.004885681E3
3.428507433E1,1.004808533E3
3.432507714E1,1.004729675E3
3.436508969E1,1.004693054E3
3.440511792E1,1.004705505E3
3.444507396E1,1.004703796E3
3.448507891E1,1.004692566E3
3.452525308E1,1.004686707E3
3.456508448E1,1.004700134E3
3.460507375E1,1.004730408E3
3.464507771E1,1.004754822E3
3.468508537E1,1.004771423E3
3.472507771E1,1.004787048E3
3.476508297E1,1.004828064E3
3.480507745E1,1.004891052E3
3.484507381E1,1.004927429E3
3.488507891E1,1.004930847E3
3.492509683E1,1.004934998E3
