"Time (s)","w","x","y","z","Direct (°)","Yaw (°)","Pitch (°)","Roll (°)"
1.902982867E0,9.525365433E-1,3.016844988E-1,-3.999175876E-2,7.826626301E-3,3.544705945E1,3.516923337E1,-4.640849577E0,-5.299831073E-1
1.919716721E0,9.479376852E-1,3.150688112E-1,-4.609305412E-2,4.606474191E-3,3.713913698E1,3.682368591E1,-5.180256201E0,-1.168626636E0
1.936450628E0,9.424002005E-1,3.302814066E-1,-5.287663266E-2,3.409823403E-4,3.908274757E1,3.872677344E1,-5.732671461E0,-1.974688061E0
1.953184482E0,9.358300058E-1,3.471041620E-1,-6.101134047E-2,-4.303168505E-3,4.127469101E1,4.086235345E1,-6.384794192E0,-2.907476468E0
1.969918388E0,9.287524212E-1,3.636575043E-1,-7.147956640E-2,-7.926618680E-3,4.351766405E1,4.301212276E1,-7.296758492E0,-3.856428306E0
1.986652242E0,9.216982007E-1,3.787694573E-1,-8.325590193E-2,-8.635962382E-3,4.564875268E1,4.501867467E1,-8.449147157E0,-4.580276560E0
2.003386149E0,9.155214675E-1,3.905525506E-1,-9.610136598E-2,-7.326342165E-3,4.744021759E1,4.664727736E1,-9.801952769E0,-5.151576270E0
2.020120003E0,9.096975280E-1,4.003621042E-1,-1.100997403E-1,-6.216124166E-3,4.907282888E1,4.808359461E1,-1.126444136E1,-5.821114209E0
2.036853909E0,9.036189380E-1,4.102059901E-1,-1.231999546E-1,-5.062780343E-3,5.072417034E1,4.955017464E1,-1.262083206E1,-6.485607143E0
2.053587763E0,8.976351214E-1,4.202067256E-1,-1.329390854E-1,-2.167055616E-3,5.230213023E1,5.099304234E1,-1.370013064E1,-6.834391184E0
2.070321669E0,8.926389931E-1,4.290283024E-1,-1.382938474E-1,2.270548604E-3,5.358648395E1,5.220064189E1,-1.440895220E1,-6.795883400E0
2.087055524E0,8.891505975E-1,4.362820387E-1,-1.378192008E-1,8.664041758E-3,5.446659067E1,5.307144666E1,-1.463402469E1,-6.221028478E0
2.103789430E0,8.871918049E-1,4.420944750E-1,-1.309118420E-1,1.747186668E-2,5.495507156E1,5.360671628E1,-1.434359594E1,-5.018411125E0
2.120523284E0,8.868109570E-1,4.457184970E-1,-1.185247526E-1,2.921011671E-2,5.504958240E1,5.374972284E1,-1.366573475E1,-3.176874384E0
2.137257190E0,8.880009843E-1,4.463682771E-1,-1.006745994E-1,4.554380476E-2,5.475376709E1,5.343292939E1,-1.267713649E1,-5.279674975E-1
2.153991044E0,8.899252866E-1,4.442225397E-1,-7.889225334E-2,6.689792126E-2,5.427228013E1,5.276455904E1,-1.152827829E1,2.865138532E0
2.170724951E0,8.917528490E-1,4.397347569E-1,-5.736431852E-2,9.010846168E-2,5.381131550E1,5.190707900E1,-1.046047743E1,6.437666422E0
2.187458805E0,8.934387077E-1,4.328170121E-1,-3.725695610E-2,1.142305955E-1,5.338282874E1,5.085661584E1,-9.523696608E0,1.003600840E1
2.204192711E0,8.941892543E-1,4.238969684E-1,-1.644486003E-2,1.430611908E-1,5.319103756E1,4.964843258E1,-8.667265495E0,1.416411403E1
2.220926617E0,8.933941338E-1,4.131663144E-1,3.730857046E-3,1.764273196E-1,5.339419885E1,4.831564036E1,-7.997008608E0,1.875046559E1
2.237660471E0,8.933262617E-1,3.966810405E-1,1.838305220E-2,2.104148418E-1,5.341150767E1,4.630244983E1,-7.706061862E0,2.320870611E1
2.254394378E0,8.937924155E-1,3.779819012E-1,2.655790187E-2,2.399155647E-1,5.329252358E1,4.400116507E1,-7.694611165E0,2.693795480E1
2.271128232E0,8.926626421E-1,3.603206873E-1,3.075508960E-2,2.690288723E-1,5.358047179E1,4.178233763E1,-7.987988462E0,3.049017037E1
2.287862138E0,8.898171175E-1,3.439790606E-1,3.075961024E-2,2.982578576E-1,5.429945011E1,3.962533218E1,-8.652893171E0,3.393872045E1
2.304595992E0,8.865175048E-1,3.251159787E-1,2.951265872E-2,3.278952837E-1,5.512230332E1,3.713244353E1,-9.258037171E0,3.748012194E1
2.321329899E0,8.819515692E-1,3.047837019E-1,2.755886130E-2,3.584812880E-1,5.624263277E1,3.444336051E1,-9.782432007E0,4.120101302E1
2.338063753E0,8.754917063E-1,2.848551273E-1,2.571271546E-2,3.895005584E-1,5.779355517E1,3.181094959E1,-1.018807667E1,4.505768919E1
2.354797659E0,8.680428233E-1,2.631010711E-1,2.484030835E-2,4.203123152E-1,5.953601323E1,2.903887332E1,-1.025586869E1,4.901047542E1
2.371531565E0,8.610063118E-1,2.390300632E-1,2.354205213E-2,4.483062923E-1,6.114048006E1,2.606601924E1,-1.000753285E1,5.268783983E1
2.388265419E0,8.542643389E-1,2.149368823E-1,2.399151400E-2,4.727144837E-1,6.264288619E1,2.327481385E1,-9.335623512E0,5.598988386E1
2.404999326E0,8.469700574E-1,1.930500120E-1,2.688045055E-2,4.946219325E-1,6.423274071E1,2.094102035E1,-8.362740126E0,5.902084503E1
2.421733180E0,8.388456726E-1,1.727214009E-1,3.187813237E-2,5.152562857E-1,6.596314901E1,1.897492028E1,-7.152454484E0,6.192337687E1
2.438467086E0,8.300619992E-1,1.509334296E-1,3.850896284E-2,5.354747772E-1,6.778978530E1,1.705038062E1,-5.607457508E0,6.481108077E1
2.455200940E0,8.211361208E-1,1.278193295E-1,4.476973787E-2,5.544306636E-1,6.960262792E1,1.507976321E1,-3.911171286E0,6.753651757E1
2.471934846E0,8.124853462E-1,1.058389395E-1,4.883497208E-2,5.712099671E-1,7.132105581E1,1.317771360E1,-2.381733229E0,6.994238398E1
2.488668701E0,8.043562583E-1,8.795820177E-2,5.001522228E-2,5.854680538E-1,7.290373727E1,1.154367818E1,-1.291173433E0,7.196909986E1
2.505402607E0,7.970185323E-1,7.497084141E-2,4.982953146E-2,5.972083807E-1,7.430734206E1,1.031342175E1,-5.796317276E-1,7.363635197E1
2.522136461E0,7.903118004E-1,6.474158168E-2,4.905385152E-2,6.072968841E-1,7.557068145E1,9.317932016E0,-6.297072310E-2,7.507416070E1
2.538870367E0,7.830915486E-1,5.469866470E-2,4.815238342E-2,6.176220775E-1,7.691097449E1,8.346112875E0,4.497331230E-1,7.655830205E1
2.555604274E0,7.737960845E-1,4.551940411E-2,4.882016033E-2,6.299080849E-1,7.860798281E1,7.583548716E0,1.043277229E0,7.836371556E1
2.572338128E0,7.617237655E-1,3.835985437E-2,5.061823130E-2,6.447815299E-1,8.076720438E1,7.109264661E0,1.584245003E0,8.059270197E1
2.589072034E0,7.489726163E-1,3.241897374E-2,5.384158716E-2,6.596136093E-1,8.299707809E1,6.873464260E0,2.171098875E0,8.287057806E1
2.605805888E0,7.383557476E-1,2.742732130E-2,5.916069821E-2,6.712514758E-1,8.481692356E1,6.896668926E0,2.897078947E0,8.472359859E1
2.622539794E0,7.304740094E-1,2.445911989E-2,6.428766996E-2,6.794678569E-1,8.614770667E1,7.083955200E0,3.478992686E0,8.607174375E1
2.639273649E0,7.249922126E-1,2.532929182E-2,6.585859507E-2,6.851330996E-1,8.706359997E1,7.308173917E0,3.484933318E0,8.698440048E1
2.656007555E0,7.209081241E-1,3.163243830E-2,6.470277160E-2,6.892781854E-1,8.774098435E1,7.756958115E0,2.847764661E0,8.762329221E1
2.672741461E0,7.176884755E-1,4.255809635E-2,6.079254299E-2,6.923989654E-1,8.827207003E1,8.356424737E0,1.623168836E0,8.806363927E1
2.689475315E0,7.155017357E-1,5.362657085E-2,5.510836095E-2,6.943662763E-1,8.863133335E1,8.816595069E0,2.513740757E-1,8.830165503E1
2.706209221E0,7.138605898E-1,6.180527434E-2,4.897518829E-2,6.958337426E-1,8.890020396E1,8.999052040E0,-9.218989123E-1,8.846216045E1
2.722943076E0,7.127807256E-1,6.551821530E-2,4.318347573E-2,6.969836354E-1,8.907676887E1,8.839361435E0,-1.705921576E0,8.858413735E1
2.739676982E0,7.117864992E-1,6.467217952E-2,3.958635777E-2,6.982910633E-1,8.923908735E1,8.478382032E0,-1.946479401E0,8.875901854E1
2.756410888E0,7.103528588E-1,6.288073212E-2,3.741926327E-2,7.000318766E-1,8.947273570E1,8.152633583E0,-1.998611212E0,8.901900501E1
2.773144742E0,7.087338700E-1,6.246573105E-2,3.546204418E-2,7.018096447E-1,8.973601467E1,7.956154990E0,-2.144038672E0,8.928836658E1
2.789878649E0,7.071644367E-1,6.368366629E-2,3.233912587E-2,7.034323215E-1,8.999065614E1,7.798924827E0,-2.513577862E0,8.952545554E1
2.806612503E0,7.057500946E-1,6.550353765E-2,2.833661623E-2,7.048568130E-1,9.021965010E1,7.619083765E0,-3.000466693E0,8.972759556E1
2.823346409E0,7.044481920E-1,6.812758744E-2,2.411060035E-2,7.060666084E-1,9.043003691E1,7.486041582E0,-3.568159882E0,8.989797342E1
2.840080315E0,7.032101365E-1,7.128903270E-2,2.008811757E-2,7.071137428E-1,9.062975104E1,7.412482452E0,-4.161416141E0,9.004749482E1
2.856814169E0,7.022617488E-1,7.372868806E-2,1.730580442E-2,7.078792453E-1,9.078250548E1,7.381017899E0,-4.592911650E0,9.016008494E1
2.873548076E0,7.013814722E-1,7.371682674E-2,1.648028567E-2,7.087723613E-1,9.092410989E1,7.307279950E0,-4.667833065E0,9.030236402E1
2.890281982E0,7.004782259E-1,7.166581601E-2,1.680062711E-2,7.098675966E-1,9.106923053E1,7.159671788E0,-4.485657104E0,9.048210986E1
2.907015836E0,6.997988366E-1,6.979467720E-2,1.721481606E-2,7.107136846E-1,9.117826628E1,7.036415373E0,-4.307786743E0,9.062174235E1
2.923749742E0,6.996830833E-1,7.041599602E-2,1.710067131E-2,7.107691169E-1,9.119683349E1,7.077105112E0,-4.368389187E0,9.063039827E1
2.940483649E0,6.997579797E-1,7.273374498E-2,1.699157432E-2,7.104645371E-1,9.118482019E1,7.257939548E0,-4.563821795E0,9.058037383E1
2.957217503E0,6.996866730E-1,7.529515773E-2,1.670239307E-2,7.102747560E-1,9.119625773E1,7.443356345E0,-4.794812173E0,9.054843758E1
