"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.929317900E-2,1.921436548E0,4.917250633E0,8.870193481E0
4.595984500E-2,1.926222205E0,4.764110088E0,9.384650230E0
6.262651100E-2,1.926222205E0,4.764110088E0,9.384650230E0
7.929317700E-2,1.804188251E0,4.766502857E0,8.812766075E0
9.595984300E-2,1.844866276E0,4.802394867E0,8.614161491E0
1.126265090E-1,1.823330879E0,4.900500774E0,8.604590416E0
1.292931750E-1,1.773081541E0,4.886143684E0,8.702695847E0
1.459598410E-1,1.665404558E0,4.828716278E0,8.800801277E0
1.626265070E-1,1.665404558E0,4.759324074E0,8.626125336E0
1.792931730E-1,1.598405480E0,4.706682205E0,8.717052460E0
1.959598390E-1,1.560120344E0,4.646861553E0,8.719446182E0
2.126265050E-1,1.524227977E0,4.670789719E0,8.659625053E0
2.292931710E-1,1.490728498E0,4.768895626E0,8.542376518E0
2.459598370E-1,1.500299811E0,4.792823792E0,8.575876236E0
2.626265030E-1,1.596012712E0,4.862215519E0,8.714659691E0
2.792931690E-1,1.521835208E0,4.919643402E0,8.731410027E0
2.959598350E-1,1.471585870E0,4.878965378E0,8.750552177E0
3.126265010E-1,1.562513232E0,4.950749874E0,8.752944946E0
3.292931670E-1,1.653440475E0,4.965106964E0,8.657232285E0
3.459598330E-1,1.588834286E0,4.931607246E0,8.681160927E0
3.626264990E-1,1.378265858E0,4.926821709E0,8.965906143E0
3.792931650E-1,1.158126116E0,4.840680122E0,9.123832703E0
3.959598310E-1,1.105484009E0,4.797609329E0,9.073583603E0
4.126264970E-1,1.179661512E0,4.840680122E0,8.963513374E0
4.292931630E-1,1.277767301E0,4.957928658E0,8.807980537E0
4.459598290E-1,1.280160069E0,5.039284706E0,8.736195564E0
4.626264950E-1,1.249053478E0,4.957928658E0,8.671588898E0
4.792931610E-1,1.217946768E0,5.065605640E0,8.587840080E0
4.959598270E-1,1.416550994E0,5.273781300E0,8.307880402E0
5.126264930E-1,1.586441398E0,5.441278458E0,8.027919769E0
5.292931590E-1,1.732403636E0,5.575276852E0,7.917850018E0
5.459598250E-1,1.849651933E0,5.627918720E0,7.922635555E0
5.626264910E-1,1.835294962E0,5.608776093E0,7.874779224E0
5.792931570E-1,1.844866276E0,5.532206059E0,7.956135273E0
5.959598230E-1,1.825723648E0,5.455635548E0,7.862815380E0
6.126264890E-1,1.777867198E0,5.465207100E0,7.767102242E0
6.292931550E-1,1.768295884E0,5.556134224E0,7.575676441E0
6.459598210E-1,1.663011789E0,5.618347645E0,7.367500782E0
6.626264870E-1,1.469193101E0,5.582455158E0,7.310073376E0
6.792931530E-1,1.430907965E0,5.481956482E0,7.463213921E0
6.959598190E-1,1.569691658E0,5.513063431E0,7.709674358E0
7.126264850E-1,1.533799291E0,5.620740414E0,7.654639721E0
7.292931510E-1,1.442872047E0,5.699703693E0,7.692924976E0
7.459598170E-1,1.473978758E0,5.694917679E0,7.834101200E0
7.626264830E-1,1.478764415E0,5.759523869E0,7.762316704E0
7.792931490E-1,1.591227055E0,5.862415314E0,7.745566845E0
7.959598150E-1,1.586441398E0,5.895915031E0,7.716853142E0
8.126264810E-1,1.174875975E0,5.778666496E0,7.367500782E0
8.292931470E-1,9.547362328E-1,5.460421085E0,7.429714203E0
8.459598130E-1,1.507478237E0,5.434100151E0,7.896314621E0
8.626264790E-1,1.406979680E0,5.525027275E0,8.090133667E0
8.792931450E-1,1.378265858E0,5.357530117E0,8.231309891E0
8.959598110E-1,1.411765337E0,5.158925533E0,8.394021988E0
9.126264770E-1,1.380658627E0,5.194818020E0,8.305487633E0
9.292931430E-1,1.328016520E0,5.280959606E0,7.999206066E0
9.459598090E-1,1.311266780E0,5.213960648E0,7.668996811E0
9.626264750E-1,1.237089276E0,5.134997368E0,7.515855789E0
9.792931410E-1,1.170090318E0,5.051248550E0,7.747959614E0
9.959598070E-1,1.028913736E0,5.063212872E0,8.252845764E0
1.012626473E0,8.446664214E-1,5.099104881E0,8.470592499E0
1.029293139E0,8.757730722E-1,5.410171986E0,8.688339233E0
1.045959805E0,1.170090318E0,5.749952793E0,9.231510162E0
1.062626471E0,1.395015597E0,5.974878311E0,9.399007797E0
1.079293137E0,1.359123230E0,6.022734642E0,9.310472488E0
1.095959803E0,1.301695466E0,5.843272686E0,9.176474571E0
1.112626469E0,1.440479279E0,5.611168861E0,9.123832703E0
1.129293135E0,5.343173027E0,5.730810165E0,3.026920557E0
1.145959801E0,3.230310678E0,6.429514408E0,5.637490273E0
1.162626467E0,1.414158225E0,5.082355499E0,8.204988480E0
1.179293133E0,1.909472466E0,4.654039860E0,8.815158844E0
1.195959799E0,1.004985496E-1,3.409772158E0,8.202595711E0
1.212626465E0,2.560320199E-1,3.199203968E0,1.030588722E1
1.229293131E0,5.144568682E-1,3.699303865E0,1.010249710E1
1.245959797E0,1.167697430E0,4.910071850E0,9.401400566E0
1.262626463E0,8.087740541E-1,5.391029358E0,8.846264839E0
1.279293129E0,-1.435693540E-2,5.036891460E0,9.736394882E0
1.295959795E0,-7.896314561E-2,5.077569485E0,9.083154678E0
1.312626461E0,8.422735929E-1,5.228317261E0,6.994220734E0
1.329293127E0,2.902493954E0,6.168696880E0,7.030112743E0
1.345959793E0,2.419143677E0,5.888736725E0,9.080761909E0
1.362626459E0,7.728816867E-1,4.840680122E0,8.858229637E0
1.379293125E0,6.723831892E-1,4.216153622E0,9.188439369E0
1.395959791E0,4.857429862E-1,4.264009953E0,8.760123253E0
1.412626457E0,2.201396823E-1,4.366901398E0,8.752944946E0
1.429293123E0,9.571290575E-3,4.103690624E0,8.803194046E0
1.445959789E0,-3.541377485E-1,3.672982693E0,9.123832703E0
1.462626455E0,-2.177468538E-1,3.708875179E0,9.238688469E0
1.479293121E0,-1.722832322E-1,4.053441525E0,9.040083885E0
1.495959787E0,9.571290575E-3,4.029513359E0,9.099904060E0
1.512626453E0,3.158525825E-1,3.988835335E0,8.975478172E0
1.529293119E0,5.168496966E-1,4.357329845E0,9.241081238E0
1.545959785E0,7.848458290E-1,4.529613495E0,9.348757744E0
1.562626451E0,1.024128079E0,4.649254322E0,9.166903496E0
1.579293117E0,4.905286431E-1,4.515256405E0,9.068798065E0
1.595959783E0,3.972085714E-1,4.235296249E0,9.176474571E0
1.612626449E0,2.823530734E-1,4.352544308E0,8.989834785E0
1.629293115E0,1.483550072E-1,4.455435753E0,8.731410027E0
1.645959781E0,1.435693651E-1,4.326223373E0,8.563912392E0
1.662626447E0,3.708875179E-1,4.278367043E0,8.757730484E0
1.679293113E0,4.666004181E-1,4.024727821E0,8.489734650E0
1.695959779E0,5.288137794E-1,4.855037212E0,8.126026154E0
1.712626445E0,5.048855543E-1,4.362115860E0,8.752944946E0
1.729293111E0,4.881358147E-1,4.520041943E0,8.922835350E0
1.745959777E0,4.905286431E-1,4.563112736E0,9.090332985E0
1.762626443E0,5.312066078E-1,4.551148891E0,9.437292099E0
1.779293109E0,5.551348329E-1,4.668396950E0,9.614361763E0
1.795959775E0,5.575276613E-1,4.754538536E0,9.659825325E0
1.812626441E0,4.642075896E-1,4.386044025E0,9.846465111E0
1.829293107E0,4.354937077E-1,4.342973232E0,9.580862045E0
1.845959773E0,4.402793646E-1,4.977071285E0,9.248259544E0
1.862626439E0,6.652047038E-1,5.039284706E0,8.949156761E0
1.879293105E0,3.852444589E-1,5.352744102E0,8.685946465E0
1.895959771E0,8.087740541E-1,5.706882000E0,8.147561073E0
1.912626437E0,8.111668825E-1,5.893522263E0,7.838887215E0
1.929293103E0,1.117448211E0,5.826523304E0,7.513463020E0
1.945959769E0,1.103091240E0,5.319244862E0,7.738388538E0
1.962626435E0,3.852444589E-1,5.278566837E0,7.152146816E0
1.979293101E0,1.196411327E-1,5.161318302E0,6.970292568E0
1.995959767E0,5.312066078E-1,5.527420521E0,5.106283665E0
2.012626433E0,1.560120344E0,5.848058701E0,5.697310925E0
2.029293099E0,1.816152334E0,6.946363926E0,7.281359196E0
2.045959765E0,2.043470621E0,7.252645493E0,7.786244869E0
2.062626431E0,2.321038008E0,7.343572617E0,7.590033531E0
2.079293097E0,2.505285263E0,7.477570534E0,7.750352383E0
2.095959763E0,2.720639229E0,7.405786037E0,7.487142086E0
2.112626429E0,2.603390932E0,7.077969551E0,7.049255371E0
2.129293095E0,2.014756680E0,6.623332977E0,6.943971157E0
2.145959761E0,1.438086390E0,6.786045074E0,5.998806477E0
2.162626427E0,1.234696507E0,7.427321434E0,4.800002098E0
2.179293093E0,1.115055323E0,7.223931789E0,4.733003139E0
2.195959759E0,2.177468538E-1,5.974878311E0,6.051448345E0
2.212626425E0,-4.498506486E-1,5.931807518E0,5.431707382E0
2.229293091E0,-2.177468538E-1,6.305087566E0,-4.929214716E-1
2.245959757E0,1.548156261E0,5.991627693E0,1.052842021E0
2.262626423E0,-4.426721931E-1,4.814359188E0,3.201596737E0
2.279293089E0,2.392822690E-2,4.957928658E0,4.015156269E0
2.295959755E0,5.886343718E-1,4.287938118E0,4.476971149E0
2.312626421E0,-7.178467698E-3,4.146761417E0,6.147161484E0
2.329293087E0,-4.689932466E-1,4.084548473E0,8.305487633E0
2.345959753E0,1.459621787E-1,4.448257446E0,8.171489716E0
2.362626419E0,1.426122308E0,4.926821709E0,7.216753006E0
2.379293085E0,1.753939033E0,4.560719967E0,9.245866776E0
2.395959751E0,1.210768223E0,3.711267948E0,1.037767220E1
2.412626417E0,5.024927258E-1,3.352344513E0,1.083470058E1
2.429293083E0,1.962114573E-1,3.122633457E0,1.056431198E1
2.445959749E0,7.178468108E-1,2.947957516E0,1.016471100E1
2.462626415E0,1.002592683E0,3.273381472E0,9.568898201E0
2.479293081E0,1.368694544E0,2.780459881E0,9.908679008E0
2.495959747E0,1.885544300E0,2.510071039E0,1.051406288E1
2.512626413E0,1.785045743E0,1.607976794E0,1.123908806E1
2.529293079E0,1.282552958E0,4.426721931E-1,1.143290615E1
2.545959745E0,4.785645381E-2,-1.060020447E0,1.299781227E1
2.562626411E0,4.785645381E-2,-1.060020447E0,1.299781227E1
2.579293077E0,-1.753939033E0,-1.775474429E0,1.283510113E1
2.595959743E0,1.521835208E0,4.546363056E-1,1.370369530E1
2.612626409E0,2.818745136E0,1.301695466E0,1.300020504E1
2.629293075E0,2.139183521E0,1.194018483E0,9.846465111E0
2.645959741E0,1.770688772E0,1.141376376E0,9.939785004E0
2.662626407E0,-8.614161611E-1,1.373480201E0,1.089212894E1
2.679293073E0,2.153540403E-1,1.454836130E0,1.073420238E1
2.695959739E0,-4.642075896E-1,1.184447169E0,1.132762241E1
2.712626405E0,-1.000199914E0,7.202396393E-1,1.095912743E1
2.729293071E0,5.742774159E-2,-4.331009090E-1,1.295474148E1
2.745959737E0,-4.785645306E-1,-6.556333899E-1,1.212682533E1
2.762626403E0,5.024927482E-2,4.019941986E-1,1.133480072E1
2.779293069E0,3.541377485E-1,9.858429432E-1,1.019103146E1
2.795959735E0,5.479564071E-1,8.949156404E-1,9.626325607E0
2.812626401E0,7.896314859E-1,7.944171429E-1,9.743574142E0
2.829293067E0,4.618147612E-1,3.373879790E-1,9.616754532E0
2.845959733E0,5.551348329E-1,-1.674975902E-1,9.882357597E0
2.862626399E0,1.095912814E0,9.571290761E-2,1.041356373E1
2.879293065E0,8.949156404E-1,-1.507478207E-1,1.034895802E1
2.895959731E0,9.954141974E-1,3.613162339E-1,9.958928108E0
2.912626397E0,1.268195987E0,7.824530005E-1,1.017906761E1
2.929293063E0,1.531406522E0,9.188438654E-1,1.054038334E1
2.945959729E0,1.069591761E0,6.628118753E-1,1.047577763E1
2.962626395E0,1.081555843E0,4.929214716E-1,1.025324535E1
2.979293061E0,1.055234790E0,4.283152521E-1,1.066481018E1
2.995959727E0,1.131805062E0,3.517449200E-1,1.095434189E1
3.012626393E0,9.762716293E-1,8.159525394E-1,1.051167011E1
