"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
5.027880400E-2,-5.566505343E-2,4.894553870E-2,5.146535859E-2
6.694547000E-2,-5.566505343E-2,4.894553870E-2,5.146535859E-2
8.361213600E-2,1.495855153E-1,1.088102907E-1,3.924806044E-2
1.002788020E-1,1.025489271E-1,1.515708268E-1,5.513054505E-2
1.169454680E-1,3.840812296E-2,2.340375632E-1,5.268708616E-2
1.336121340E-1,7.864884101E-3,2.719111741E-1,2.703076601E-2
1.502788000E-1,1.947131567E-2,3.128391206E-1,3.817904973E-3
1.669454660E-1,2.557996288E-2,3.244455457E-1,-2.367101051E-2
1.836121320E-1,5.062541738E-2,3.000109792E-1,-2.183841541E-2
2.002787980E-1,1.233183295E-1,2.315941155E-1,-1.634063199E-2
2.169454640E-1,2.167806327E-1,1.234710440E-1,-1.389717404E-2
2.336121300E-1,2.729802132E-1,2.451094985E-2,-1.511890348E-2
2.502787960E-1,2.644280791E-1,-1.336266659E-2,-9.010255337E-3
2.669454620E-1,2.351065874E-1,3.061959706E-2,-2.061668597E-2
2.836121280E-1,1.911243200E-1,7.032580674E-2,-2.489273995E-2
3.002787940E-1,1.538615674E-1,1.045342386E-1,-1.023198478E-2
3.169454600E-1,1.422551423E-1,1.124754772E-1,-6.566796452E-3
3.336121260E-1,1.349247545E-1,9.781472385E-2,-3.161225095E-2
3.502787920E-1,1.245400533E-1,3.367391974E-2,-5.238165334E-2
3.669454580E-1,1.202640012E-1,-1.947131567E-2,-4.566214234E-2
3.836121240E-1,1.446985900E-1,-3.840812296E-2,-1.389717404E-2
4.002787900E-1,2.039524764E-1,-4.696023092E-2,1.420260593E-2
4.169454560E-1,2.821431756E-1,-6.101011857E-2,3.680460155E-2
4.336121220E-1,3.365101218E-1,-9.949459881E-2,4.169152305E-2
4.502787880E-1,3.927097023E-1,-1.440877318E-1,3.863719851E-2
4.669454540E-1,4.446332157E-1,-1.703549176E-1,5.390881747E-2
4.836121200E-1,5.124391913E-1,-1.782961637E-1,1.046105921E-1
5.002787860E-1,5.258781910E-1,-1.776852906E-1,1.217148080E-1
5.169454520E-1,4.855611324E-1,-1.544724256E-1,1.235474050E-1
5.336121180E-1,4.238637984E-1,-9.766200930E-2,1.094975099E-1
5.502787840E-1,3.859901726E-1,-3.413207084E-2,7.467821985E-2
5.669454500E-1,3.426187932E-1,1.412624773E-2,4.169152305E-2
5.836121160E-1,3.224602342E-1,8.681915700E-2,2.458730713E-2
6.002787820E-1,2.968039215E-1,1.454621702E-1,1.725693047E-2
6.169454480E-1,2.711476088E-1,2.053269297E-1,1.847865991E-2
6.336121140E-1,2.296088040E-1,2.493091822E-1,1.359174121E-2
6.502787800E-1,1.776852906E-1,2.407570779E-1,1.175914705E-2
6.669454460E-1,1.306487024E-1,1.601229310E-1,1.359174121E-2
6.836121120E-1,9.888373315E-2,1.088102907E-1,3.985892609E-2
7.002787780E-1,9.094249457E-2,1.027016416E-1,4.535670951E-2
7.169454440E-1,8.972076327E-2,9.781472385E-2,4.413498193E-2
7.336121100E-1,7.139482349E-2,7.154753804E-2,4.718930274E-2
7.502787760E-1,7.872519642E-2,7.704532146E-2,4.169152305E-2
7.669454420E-1,7.017309219E-2,7.154753804E-2,4.169152305E-2
7.836121080E-1,3.901898861E-2,6.666062027E-2,3.130681813E-2
8.002787740E-1,5.345066893E-4,5.871937796E-2,1.359174121E-2
8.169454400E-1,-1.051450968E-1,6.421715766E-2,5.513054505E-2
8.336121060E-1,-1.888335794E-1,1.168278884E-2,1.724165827E-1
8.502787720E-1,-1.753945500E-1,6.872228696E-4,1.424842030E-1
8.669454380E-1,-1.417969912E-1,2.817613818E-2,1.394298822E-1
8.836121040E-1,-1.027016416E-1,6.482802331E-2,1.632536054E-1
9.002787700E-1,-4.711294547E-2,1.448513120E-1,1.852447391E-1
9.169454360E-1,-1.412624773E-2,2.047160566E-1,2.182314396E-1
9.336121020E-1,-1.107192412E-2,1.949422210E-1,2.506072819E-1
9.502787680E-1,-4.222602770E-2,1.387426704E-1,2.842048407E-1
9.669454340E-1,-9.292780608E-2,6.421715766E-2,3.269653618E-1
9.836121000E-1,-1.295796931E-1,1.229365356E-2,3.837758005E-1
1.000278766E0,-1.081994250E-1,7.215840369E-2,4.509709179E-1
1.016945432E0,-8.681915700E-2,2.218202800E-1,5.242747068E-1
1.033612098E0,-1.149189398E-1,4.020253718E-1,5.859720111E-1
1.050278764E0,-1.240819097E-1,6.323214173E-1,5.853611827E-1
1.066945430E0,-5.627591908E-2,7.557160854E-1,5.279398561E-1
1.083612096E0,8.177952468E-2,7.050142884E-1,4.644099474E-1
1.100278762E0,2.601520419E-1,5.761218667E-1,4.436405599E-1
1.116945428E0,4.348593652E-1,4.508945644E-1,4.314232469E-1
