time,acc_x,acc_y,acc_z,rot_x,rot_y,rot_z
0 days 00:00:00.034267567,1.9378871917499998,3.5901312229999998,9.0110709665,0.26053382825,0.246197588725,0.1186413951
0 days 00:00:00.054267567,1.8035900788333332,3.6499517755,8.440083344333333,0.10071633009999999,0.17249293624999998,0.05642863365
0 days 00:00:00.074267567,1.781157374,3.657130241,8.337491035,0.0,0.0,0.0
0 days 00:00:00.094267567,1.781157374,3.6571302409999995,8.337491035,0.0,0.0,0.0
0 days 00:00:00.114267567,1.62143647625,3.858127475,8.1957166195,-0.082008600225,0.150482714175,0.0254654251
0 days 00:00:00.134267567,1.568196177,3.925126553,8.148458481,-0.2992664836,0.56921141595,0.0923932958275
0 days 00:00:00.154267567,1.568196177,3.925126553,8.148458481,-0.2129627317,0.4710530937,0.06398808211
0 days 00:00:00.174267567,1.66405862525,3.7089499835,8.475826502,-0.006967676800000003,0.429017961,0.1646089684525
0 days 00:00:00.194267567,1.846361756,3.2382369045000003,9.315258503,0.032821254183333336,0.4625518967333333,0.22710170848333333
0 days 00:00:00.214267567,1.5616158544999998,3.67088913925,8.7167539595,-0.1115591824,0.7002801299,0.3718639314
0 days 00:00:00.234267567,1.501795292,3.755834341,8.564809799,-0.1115591824,0.7002801299,0.3718639314
0 days 00:00:00.254267567,1.3854941428499998,3.5553855894999997,8.764710108333334,-0.1115591824,0.7002801299,0.3718639314
0 days 00:00:00.274267567,0.8039883971,2.553141832,9.764211655,-0.1115591824,0.7002801299,0.3718639314
0 days 00:00:00.294267567,0.3206382319,2.5033411979999998,9.239884376500001,0.07545452568333333,0.4084649284833333,0.5327249715666666
0 days 00:00:00.314267567,-0.350473750425,2.3839991090000003,8.104714393750001,0.051045388025,0.34378325195,0.67638000845
0 days 00:00:00.334267567,-0.4130610228,2.360818624,7.901100159,-0.1343902498,0.3248273432,1.010828495
0 days 00:00:00.354267567,-0.4130610228,2.360818624,7.901100158999999,-0.1343902498,0.3248273432,1.010828495
0 days 00:00:00.374267567,0.06684947014999998,2.59710985375,8.232506037,-0.1343902498,0.3248273432,1.010828495
0 days 00:00:00.394267567,1.3818550705000001,3.061915636,9.4882893565,-0.1343902498,0.3248273432,1.010828495
0 days 00:00:00.414267567,1.20373937475,2.646237493,9.742676735,-0.1343902498,0.3248273432,1.010828495
0 days 00:00:00.434267567,1.185942769,2.589034081,9.740283966,-0.1343902498,0.3248273432,1.010828495
0 days 00:00:00.454267567,1.185942769,2.589034081,9.740283966,-0.1343902498,0.3248273432,1.010828495
0 days 00:00:00.474267567,1.185942769,2.589034081,9.740283966,-0.1343902498,0.3248273432,1.010828495
0 days 00:00:00.494267567,1.0552348196499999,2.5459632875,9.934102533,-0.30810491988333333,0.19705479095,1.2253311075
0 days 00:00:00.514267567,0.576371155675,2.3007737400000003,9.69900727125,-0.2570786218501,-0.01160642877500001,1.28319782
0 days 00:00:00.534267567,0.4603192508,2.233400822,9.556035995,0.0002290742996,-0.5609265566,1.32809639
0 days 00:00:00.554267567,1.1886346884666668,1.7281663219999999,11.080962024166666,0.0002290742996,-0.5609265566,1.32809639
0 days 00:00:00.574267567,1.89960208525,1.7575282752499999,10.119695427,0.0002290742996,-0.5609265566,1.32809639
0 days 00:00:00.594267567,3.595515013,2.148754835,6.320940017999999,0.0002290742996,-0.5609265566,1.32809639
0 days 00:00:00.614267567,6.9640113715,3.8453409072499998,7.68193292625,-0.38192412727530006,-0.532826781275,1.122731283475
0 days 00:00:00.634267567,3.9197426437500003,2.4480071362499998,8.32044291525,-1.4957406225,-0.474241048075,0.5994492322
0 days 00:00:00.654267567,2.530709028,1.793719649,8.382058144,-1.11589720865,-0.5088121891,1.05675786755
0 days 00:00:00.674267567,2.530709028,1.793719649,8.382058144,-0.8339831233,-0.4662425518,1.235626698
0 days 00:00:00.694267567,2.530709028,1.793719649,8.382058144,-0.8339831233,-0.4662425518,1.235626698
0 days 00:00:00.714267567,3.4197173715,1.44735857825,10.189236878500001,-0.8339831233,-0.4662425518,1.235626698
0 days 00:00:00.734267567,2.88335132575,1.50127190325,10.133678913,-0.40362888575,-0.60368713735,1.12719820475
0 days 00:00:00.754267567,2.605783939,1.5577275750000001,9.914361954,0.8203150629999999,-1.0667226315,0.7552961111
0 days 00:00:00.774267567,2.605783939,1.557727575,9.914361954,0.7531962991,-1.117424369,0.7086794972
0 days 00:00:00.794267567,2.605783939,1.5577275750000001,9.914361954,0.7531962991,-1.117424369,0.7086794972
0 days 00:00:00.814267567,2.605783939,1.557727575,9.914361954,0.52417926865,-0.8651372214,1.0920926184
0 days 00:00:00.834267567,3.4037153717499997,0.8362915366499999,9.696540117000001,-0.195152204475,-0.07813342056,2.33106005225
0 days 00:00:00.854267567,3.6154552298333336,0.3638586104333334,9.621789296166666,-0.2919933498,0.01229365356,2.597244263
0 days 00:00:00.874267567,3.344268799,-0.7959126234,9.611071587,-0.2919933498,0.01229365356,2.597244263
0 days 00:00:00.894267567,3.1728827955,-1.9441683887000003,10.505987168499999,-0.2919933498,0.01229365356,2.597244263
0 days 00:00:00.914267567,2.7998268604999996,-3.62363082175,11.7012765425,-0.6931788101,0.30844852092,2.9948217870000002
0 days 00:00:00.934267567,3.4217363595,-4.11229014425,11.769098047499998,-1.896735191,1.196913123,4.187554359
0 days 00:00:00.954267567,3.651447296,-4.216153622,11.75833035,-2.3747369050000002,1.4955496785,4.412657975999999
0 days 00:00:00.974267567,3.54593878975,-4.267001033,11.279167655750001,-2.852738619,1.794186234,4.637761593
0 days 00:00:00.994267567,3.229413271,-4.419543266,9.841679573,-2.852738619,1.7941862340000003,4.637761593
0 days 00:00:01.014267567,2.22510069625,-5.070989251249999,8.690208673250002,-2.852738619,1.794186234,4.637761593
0 days 00:00:01.034267567,2.05902379725,-5.8666775225,7.8361952304999996,-3.678513229,1.7916282412500002,4.2545394302499995
0 days 00:00:01.054267567,2.115255117,-6.059524059,7.679465294,-6.299084902000001,1.6001985075,3.0213754175
0 days 00:00:01.074267567,2.115255117,-6.059524059,7.679465294,-6.442332745,1.416442752,2.937877893
0 days 00:00:01.094267567,2.115255117,-6.059524059,7.679465294,-6.442332744999999,1.416442752,2.937877893
0 days 00:00:01.114267567,2.115255117,-6.059524059,7.679465294,-6.015032768499999,0.95737785855,2.654035717
0 days 00:00:01.134267567,-0.10356438172499999,-7.847411274750001,4.28225517275,-4.733132839,-0.4198168218,1.802509189
0 days 00:00:01.154267567,-1.2214860913833332,-9.035348256499999,2.603939334833333,-4.733132839,-0.4198168218,1.802509189
0 days 00:00:01.174267567,-1.8855442705,-9.914660454249999,2.419741899,-4.733132839,-0.4198168218,1.802509189
0 days 00:00:01.194267567,-1.8496519329999999,-9.695717812,1.947757602,-1.9890011349999999,-1.1429788819666669,0.41858235753333334
0 days 00:00:01.214267567,-1.82632189975,-9.4390869145,1.9764714540000001,-0.9616538882750001,-1.5195261540000002,0.13599377196225
0 days 00:00:01.234267567,-1.2550354602499998,-9.118448734249998,2.316252351,-0.320704027975,-1.717904419,-0.12713623208824998
0 days 00:00:01.254267567,-3.103490929,-8.678767681333333,3.847658713500001,0.5097666681,-1.727678299,-0.580550611
0 days 00:00:01.274267567,-3.95354116,-9.17826962425,3.6801611784999997,1.1427753269499998,-1.30999952575,-0.26656611262499996
0 days 00:00:01.294267567,-0.9535398634000001,-8.389235973,3.664608002,1.3897174200000002,-0.8625919620999999,-0.4167370398666667
0 days 00:00:01.314267567,1.3411770983,-7.4476604457499995,5.335994601,1.57648929925,-1.4851649705,-0.8620065451000001
0 days 00:00:01.334267567,1.718046665,-7.511070251,5.745167255,2.180787325,-2.6726861,-1.282128811
0 days 00:00:01.354267567,0.4247260242333333,-7.952147324999999,6.161119619833333,2.3881758449999997,-3.552636862,-1.28579402
