time,acc_x,acc_y,acc_z,rot_x,rot_y,rot_z
0 days 00:00:00.026096724,0.37664523725,0.9634850025,2.6386852275,0.813824594,0.07164298556000001,0.048258316705
0 days 00:00:00.046096724,0.0,0.0,0.0,0.40072730185,0.0588720925,0.033521205185
0 days 00:00:00.066096724,0.38943189375,1.068619609,2.1200408935,0.0,0.0,0.0
0 days 00:00:00.086096724,1.491476297,4.29003191,8.4502530095,0.19006803633333333,0.239955311,0.13986258458333334
0 days 00:00:00.106096724,1.2823286349999998,4.388586163499999,8.3994805815,0.153708854705,0.26549709587500003,0.17333288492499999
0 days 00:00:00.126096724,1.234696507,4.41625309,8.392526627,-0.083153968685,0.17346650924,0.183908481175
0 days 00:00:00.146096724,1.1417253811666666,4.3651564125,8.865607102833332,-0.12438733880000001,0.09941824526,0.1661552191
0 days 00:00:00.166096724,1.2004492282499999,4.3672751192499994,8.99873280525,-0.1243873388,0.09941824526,0.1661552191
0 days 00:00:00.186096724,1.4687444565000003,4.37288332,9.132656574,-0.14304417125,0.008004874615,0.08540653065166666
0 days 00:00:00.206096724,1.487812221,4.21450841425,9.243698597249999,-0.163635406625,0.0689513599525,0.06553433649000001
0 days 00:00:00.226096724,1.482054472,4.172185421,9.274580956,-0.147791096925,0.14439316095,0.08105411753
0 days 00:00:00.246096724,1.4808580676666665,4.219942172333333,9.253294786166666,-0.1085048541,0.18104505539999996,0.09514218569
0 days 00:00:00.266096724,1.474876046,4.458725929,9.146863937,-0.1085048541,0.1810450554,0.09514218569
0 days 00:00:00.286096724,1.294217944,4.3577787875,9.1815595625,-0.06968948861666667,0.13286309441666666,0.09052252148833334
0 days 00:00:00.306096724,1.069143087,4.19334697725,9.27682375925,0.1298469417,-0.11186461525000001,0.07506000996000001
0 days 00:00:00.326096724,1.054337502,4.172185421,9.297013283,0.14775291455,-0.10835214149,0.10279708914999999
0 days 00:00:00.346096724,1.054337502,4.172185421,9.297013283,0.152334407,-0.06345357746,0.1172860414
0 days 00:00:00.366096724,1.1488539877500001,4.2086759805,9.195916414500001,0.069695854565,0.031039567667500004,0.104801487175
0 days 00:00:00.386096724,1.432403445,4.318147659,8.892625809,0.03838267084,0.045611237490000005,0.10355430343333334
0 days 00:00:00.406096724,1.38529473525,4.2703660725,8.994246483,0.017619631017499998,-0.0461966488525,0.12062670287499999
0 days 00:00:00.426096724,1.369591832,4.254438877,9.028120041,0.005211440144999999,-0.06039925292500001,0.13580287617499998
0 days 00:00:00.446096724,1.4114662406666667,4.260271310666667,9.012018362833333,-0.052038044670000005,0.00820849463,0.1880699992
0 days 00:00:00.466096724,1.620838284,4.289433479,8.931509972,-0.08941533417,0.05482511222,0.2173151523
0 days 00:00:00.486096724,1.5382858510000001,4.227668762,8.818299293499999,-0.077707088245,0.061633713545,0.24276785055000003
0 days 00:00:00.506096724,1.3628620205,4.1605203155,8.705088615,-0.05841394223,0.032604910435,0.252688039075
0 days 00:00:00.526096724,1.331904888,4.158725739,8.705088615,0.004619664862499999,-0.0767971575175,0.269983142575
