time,acc_x,acc_y,acc_z,rot_x,rot_y,rot_z
0 days 00:00:00.026569484,0.19202401233333333,0.8522436618333334,1.4823536873333334,-0.025350887299999996,0.30760858955000003,0.020387612269999994
0 days 00:00:00.046569484,0.0,0.0,0.0,0.01761326815,0.050790861250000006,0.017587815716666667
0 days 00:00:00.066569484,0.10498509179999999,4.2164525985,5.46640348425,-0.059616584325,-0.0466357097,0.083344861875
0 days 00:00:00.086569484,0.725922551025,5.838188290250001,7.972286701250001,-0.2384663373,-0.1865428388,0.3333794475
0 days 00:00:00.106569484,1.0059825281499999,5.709872960999999,8.751549085333334,-0.35044548659999997,-0.0379117988,0.2596557066
0 days 00:00:00.126569484,0.977468058475,5.53788876525,9.08943557775,-0.5238165557250001,0.34849836115,0.158901199725
0 days 00:00:00.146569484,0.55034920575,5.037489891,9.60419178,-0.544280529,0.4277580678,0.1498909444
0 days 00:00:00.166569484,0.33858440074999996,5.10508704225,9.03858852375,-0.5218312442249999,0.5171543136,0.165716160125
0 days 00:00:00.186569484,0.381056994175,5.3222355839999995,9.075677394500001,-0.4544833899,0.785343051,0.2131918073
0 days 00:00:00.206569484,0.30787650246666665,5.317250728166666,9.461619535833334,-0.31967317315,0.5069795996,0.16241367165
0 days 00:00:00.226569484,0.33589248362499996,5.41166734675,9.64965581875,-0.1352683697,0.0950085641725,0.11633155869999999
0 days 00:00:00.246569484,1.1742777525,5.8055858615,10.1904335,-0.048614655316666665,0.11664971897166669,0.067373295625
0 days 00:00:00.266569484,1.7407784465,6.00478851825,9.9990074625,-0.10709223431499999,0.16877048092500002,-0.0186313726025
0 days 00:00:00.286569484,1.88973164575,5.26091969,11.1062865225,-0.3245982826,0.2854265571,-0.2463312149
0 days 00:00:00.306569484,0.7062814782500001,3.5924243928333333,11.098310466666666,-0.4112265408,0.4565832317,-0.27282747625
0 days 00:00:00.326569484,0.14057833705,3.13041025425,10.7345015975,-0.40696957707500003,0.4986565411,-0.21823143960000002
0 days 00:00:00.346569484,-0.85363945365,2.398206592,9.543174744,-0.3766745031,0.4556287527,-0.1912006736
0 days 00:00:00.366569484,-1.5149558332,1.91904377975,8.781659365,-0.3766745031,0.4556287527,-0.1912006736
0 days 00:00:00.386569484,-1.728814363,1.824527264,8.638090134,-0.260820178325,0.29096252097499997,0.035391986349999974
0 days 00:00:00.406569484,-0.8430711824333333,1.6943178575,9.131808837666666,0.15760311110000003,-0.21678063275,0.78946638105
0 days 00:00:00.426569484,-1.0339984595,1.6342978775,7.827521086,0.18877631055,-0.304916974125,1.024458452975
0 days 00:00:00.446569484,-1.110269666,1.670190215,7.692924976,0.175547272,-0.3297142684,1.078023672
